id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
1320,1,p8x8,3,1.1156797772280571,0,7,0,0,33.73012219639163,2:-2,spatial,1,435,0,dia,26,0,1,cbr,1,baseline,0.0393652607209277,25,15,69,2,7,0,47,0,0,0,9.93
122,1,p4x4,2,1.058792069168873,1,13,1,8,2.878964172545482,-6:6,spatial,0,331,2,hex,34,0,1,none,1,baseline,0.3381755812106209,21,6,139,2,40,1,4,0,0,0,8.4
122,1,p4x4,2,0.9625735019710584,0,13,0,4,11.241846059980343,-1:1,spatial,1,177,0,hex,63,1,0,vbr,1,high,0.2797117077885626,23,17,11,11,71,1,46,1,0,2,8.74
122,1,p8x8,3,0.6157864219350295,1,12,0,3,7.165447725583405,-2:2,temporal,0,242,3,hex,12,1,0,none,1,main,0.8069654763699421,49,8,53,2,40,5,34,0,0,1,8.76
1320,1,p4x4,3,1.058792069168873,1,13,0,-8,11.241846059980343,5:-5,temporal,0,435,3,hex,15,1,0,vbr,0,main,0.7214316074693485,25,17,141,3,40,1,23,0,1,0,12.63
1320,1,p4x4,3,0.9463336816109832,1,8,0,-9,11.241846059980343,5:-5,auto,1,435,3,hex,63,1,0,none,1,main,0.0393652607209277,25,15,69,2,65,0,22,0,0,0,8.74
2299,1,"p8x8,b8x8,i8x8,i4x4",3,0.199910241390557,0,12,0,8,11.241846059980343,2:-2,temporal,1,435,2,esa,63,1,0,vbr,1,high,0.6791829517203887,23,17,11,2,40,1,44,2,0,0,8.74
1514,1,all,3,0.6157864219350295,1,14,0,-3,11.241846059980343,2:-2,temporal,0,435,3,tesa,40,0,0,none,1,main,0.7411440758611425,32,7,181,2,67,1,4,0,0,0,8.76
2248,0,p4x4,1,0.3322388140761982,0,14,0,9,25.82327767066316,4:4,none,0,268,3,hex,63,1,0,vbr,1,baseline,0.7214316074693485,25,13,76,7,16,5,44,2,0,1,8.55
1320,0,p8x8,2,0.1803543598779745,0,15,0,3,11.241846059980343,2:-2,spatial,0,275,3,tesa,15,1,0,none,1,main,0.7411440758611425,24,7,141,2,40,0,49,1,0,2,8.76
2002,1,p4x4,0,1.058792069168873,1,16,1,2,50.891546702591,2:2,spatial,1,67,2,dia,15,0,0,none,1,baseline,0.7214316074693485,36,7,218,3,16,8,32,0,0,2,9.21
1320,1,p8x8,3,0.6157864219350295,1,12,0,-10,38.687654164818326,2:-2,spatial,1,196,0,dia,15,1,1,cbr,0,main,0.7214316074693485,46,3,141,3,40,3,63,1,1,1,22.72
867,1,all,3,1.058792069168873,0,13,0,9,30.166971168215102,4:4,spatial,0,331,3,dia,63,0,0,vbr,1,baseline,0.7214316074693485,25,7,218,7,16,5,44,2,0,2,8.4
867,1,p8x8,3,1.6480643356688356,1,3,1,9,25.82327767066316,4:4,none,0,331,0,dia,34,0,0,cbr,0,high,0.9562827234845592,28,15,69,2,71,0,47,1,0,2,13.04
147,1,p8x8,3,1.058792069168873,1,13,0,8,11.241846059980343,2:-2,temporal,1,495,3,hex,15,1,0,cbr,1,main,0.7214316074693485,49,7,141,2,40,5,63,1,0,2,9.16
186,1,p4x4,3,0.4506973449305193,0,13,1,-3,3.941303844473592,4:-4,temporal,1,435,2,esa,63,1,0,vbr,1,main,0.6791829517203887,23,14,11,2,40,1,43,1,1,0,8.74
867,1,p8x8,3,0.6541513672204183,1,12,0,8,11.241846059980343,2:-2,temporal,1,435,2,umh,63,1,0,vbr,1,baseline,0.7214316074693485,25,10,76,7,16,5,5,2,0,1,8.74
1320,1,p4x4,3,0.6157864219350295,1,8,0,-3,11.241846059980343,5:-5,temporal,1,59,1,hex,63,1,0,vbr,1,high,0.6791829517203887,25,7,44,7,35,5,37,1,0,0,8.74
122,0,p4x4,2,0.6157864219350295,1,12,0,-9,11.241846059980343,2:-2,temporal,0,435,3,hex,47,1,0,none,1,main,0.7214316074693485,49,19,141,5,40,5,63,1,0,1,8.76
2002,1,p4x4,3,1.058792069168873,1,13,1,8,25.82327767066316,6:6,spatial,0,331,2,dia,63,1,0,none,0,baseline,0.7214316074693485,25,7,76,7,16,5,44,2,0,0,7.3
674,1,p4x4,3,0.6157864219350295,1,12,0,8,11.241846059980343,2:-2,spatial,1,435,3,hex,15,1,0,none,1,main,0.7214316074693485,25,7,141,2,40,5,63,1,0,2,2260.7473878145984
674,1,p4x4,3,0.6157864219350295,1,12,0,8,32.370527809888735,2:-2,spatial,1,333,3,hex,15,1,1,cbr,1,main,0.7214316074693485,25,3,141,7,40,5,63,1,0,2,2260.748876519789
2002,1,p4x4,3,1.058792069168873,1,13,0,8,38.687654164818326,2:-2,spatial,1,435,3,dia,15,0,0,none,1,baseline,0.7214316074693485,25,7,218,7,40,5,44,1,0,2,2260.748945099097
1320,1,p4x4,3,0.6157864219350295,1,12,0,8,38.687654164818326,2:-2,spatial,1,435,3,dia,15,1,0,cbr,1,main,0.7214316074693485,25,3,141,7,40,5,63,1,0,2,2260.7460516824026
1320,1,p4x4,3,1.058792069168873,1,12,0,8,38.687654164818326,2:-2,spatial,1,435,3,dia,15,1,0,cbr,1,baseline,0.7214316074693485,25,3,141,7,40,5,63,1,0,2,2260.74248250701
674,1,p4x4,3,0.6157864219350295,1,12,0,8,38.687654164818326,2:-2,spatial,1,333,3,dia,15,1,0,cbr,1,main,0.7214316074693485,25,3,141,7,40,5,63,1,0,2,2260.743527255791
1514,1,p4x4,3,0.6157864219350295,1,12,0,8,38.687654164818326,2:-2,spatial,1,196,3,dia,15,1,0,none,1,main,0.7214316074693485,25,3,141,3,40,5,63,1,1,2,2260.748548006621
1320,1,p4x4,3,1.058792069168873,1,12,0,8,38.687654164818326,3:3,spatial,1,435,3,dia,5,1,0,none,1,baseline,0.7214316074693485,25,3,141,7,40,5,63,1,1,2,2260.746473341344
2002,1,p4x4,3,1.058792069168873,1,12,0,8,38.687654164818326,2:-2,spatial,1,435,3,dia,15,1,0,cbr,1,baseline,0.7214316074693485,25,3,218,7,40,5,44,1,0,2,2260.7452717044166
1320,1,p4x4,3,0.6157864219350295,1,12,0,8,38.687654164818326,2:-2,spatial,1,405,3,dia,15,1,0,cbr,1,main,0.7214316074693485,25,3,141,7,40,5,50,1,0,2,2260.743243887161
336,1,none,3,0.6541513672204183,1,12,1,8,11.241846059980343,1:1,temporal,1,435,2,umh,63,1,0,none,1,main,0.7411440758611425,24,7,141,2,40,0,49,1,1,2,10.96
1320,0,p8x8,2,0.1803543598779745,0,15,0,3,11.241846059980343,6:-6,spatial,0,275,3,tesa,15,1,0,vbr,1,baseline,0.7214316074693485,25,10,76,11,16,5,5,0,0,1,1366.66
1320,1,p4x4,3,0.9463336816109832,1,8,0,-9,11.241846059980343,5:-5,auto,0,435,3,hex,47,1,0,none,1,main,0.7214316074693485,49,19,141,5,40,5,63,2,0,1,32.49
2264,0,p4x4,2,0.6157864219350295,1,12,1,-9,11.241846059980343,2:-2,temporal,1,435,1,umh,63,1,0,cbr,0,main,0.0393652607209277,25,15,69,2,65,0,22,0,0,0,27.09
2156,1,all,3,0.6157864219350295,1,10,0,-3,11.241846059980343,2:-2,temporal,0,435,3,tesa,40,0,0,none,1,main,0.3832843730055122,32,7,181,2,67,1,4,0,0,0,8.76
1514,1,p8x8,0,0.6541513672204183,1,12,0,8,11.241846059980343,2:-2,temporal,1,435,2,umh,63,1,0,vbr,1,baseline,0.7214316074693485,25,12,76,7,16,5,5,2,0,1,31.65
122,1,p4x4,2,0.9625735019710584,2,13,0,4,11.241846059980343,-1:1,spatial,1,177,3,hex,63,1,1,vbr,1,high,0.0110713889115749,23,10,76,7,10,5,5,2,0,2,28.0
867,1,p8x8,3,0.6541513672204183,1,12,0,8,11.241846059980343,2:-2,temporal,1,435,2,umh,35,1,0,vbr,1,baseline,0.7214316074693485,25,17,11,11,71,1,46,1,1,2,21.69
1320,1,p4x4,3,0.6157864219350295,1,1,0,-3,11.241846059980343,2:-2,temporal,0,435,0,hex,47,1,1,none,0,baseline,0.7214316074693485,49,19,141,5,40,5,63,1,0,2,148.75
122,0,p4x4,2,0.6157864219350295,1,12,0,6,11.241846059980343,5:-5,temporal,1,59,1,hex,57,1,1,vbr,1,high,0.6791829517203887,25,7,44,7,35,5,37,1,0,0,8.74
2002,1,p4x4,3,1.058792069168873,1,13,1,8,25.82327767066316,6:6,spatial,1,435,2,umh,63,1,0,vbr,1,baseline,0.7214316074693485,25,10,76,7,16,5,5,2,0,1,131.31
2009,1,p8x8,3,0.6541513672204183,1,12,0,8,25.355881437480377,2:-2,temporal,0,331,2,dia,63,1,0,none,0,high,0.7214316074693485,25,7,76,14,16,5,42,2,0,2,148.75
1320,0,all,2,0.1803543598779745,2,15,0,3,11.241846059980343,2:-2,spatial,0,275,3,tesa,15,1,0,none,1,baseline,0.3381755812106209,21,13,139,2,40,1,4,1,0,0,67.29
826,1,p4x4,2,1.058792069168873,1,13,1,8,2.878964172545482,-6:6,spatial,0,331,2,hex,42,0,1,none,1,baseline,0.7411440758611425,24,7,141,2,40,0,49,1,0,2,14.71
1320,1,p4x4,3,0.9463336816109832,1,8,0,-5,11.241846059980343,5:-5,auto,1,435,3,hex,16,1,0,none,1,main,0.8820865784986005,25,15,69,7,65,0,22,0,0,0,9.16
1320,1,p8x8,3,0.9463336816109832,1,8,0,-9,11.241846059980343,5:-5,auto,1,435,3,hex,63,1,0,none,1,main,0.0393652607209277,25,15,69,2,65,0,22,1,0,0,19.64
1320,0,p8x8,3,1.058792069168873,1,13,1,8,25.82327767066316,6:6,spatial,0,331,4,dia,63,1,0,none,0,baseline,0.7214316074693485,25,7,76,7,16,10,44,2,0,0,29.65
2002,1,p4x4,2,0.1803543598779745,0,15,0,3,11.241846059980343,2:-2,temporal,0,321,3,tesa,15,1,0,none,1,high,0.7411440758611425,26,7,141,2,40,0,49,1,0,2,39.27
1320,1,p4x4,3,0.8576561625097406,1,8,0,-3,11.241846059980343,5:-5,spatial,1,59,1,hex,26,1,0,cbr,1,high,0.1246434730082064,25,7,44,12,35,5,63,1,1,1,31.65
122,0,p4x4,2,1.2767584299655177,1,12,0,-3,11.241846059980343,2:-2,temporal,0,435,3,hex,47,1,0,none,1,main,0.7214316074693485,23,19,141,5,40,5,37,1,1,0,79.5
122,0,"p8x8,b8x8,i8x8,i4x4",3,0.6157864219350295,1,12,0,3,36.9266736670725,-2:2,temporal,0,242,3,hex,8,1,0,none,1,baseline,0.7214316074693485,25,13,76,7,16,5,44,2,0,1,44.52
2248,0,p4x4,1,0.3322388140761982,0,14,0,9,25.82327767066316,4:4,none,1,268,3,hex,63,1,0,vbr,1,main,0.8069654763699421,49,8,53,2,40,5,34,0,0,1,9.16
2299,1,none,3,0.1647942771828123,0,12,0,-11,11.241846059980343,2:-2,temporal,1,435,2,esa,63,1,0,vbr,1,high,0.6791829517203887,23,17,11,2,40,1,44,2,1,0,8.74
122,1,p4x4,2,1.058792069168873,1,13,1,8,2.878964172545482,-6:6,spatial,0,331,2,hex,24,0,1,none,1,baseline,0.3381755812106209,21,6,130,2,40,1,4,0,1,0,6.84
2299,1,all,3,0.199910241390557,0,12,0,6,11.241846059980343,5:-5,spatial,1,59,1,hex,57,1,1,vbr,0,main,0.6791829517203887,25,3,44,7,36,7,37,1,0,0,389.22
122,0,p4x4,2,0.6157864219350295,0,12,0,8,11.241846059980343,2:-2,temporal,1,435,2,esa,63,0,0,vbr,0,high,0.6791829517203887,23,17,11,2,40,1,44,2,0,0,8.74
122,1,p4x4,2,1.058792069168873,1,13,1,8,3.941303844473592,4:-4,temporal,1,435,2,esa,63,1,0,vbr,1,main,0.6791829517203887,23,14,11,2,40,1,43,1,1,0,28.36
186,1,p4x4,3,0.4506973449305193,0,13,1,-3,2.878964172545482,-6:6,spatial,0,331,2,hex,34,0,1,none,1,high,0.3381755812106209,21,6,139,2,40,1,4,0,0,0,18.42
2299,1,"p8x8,b8x8,i8x8,i4x4",1,0.199910241390557,0,12,1,8,11.241846059980343,2:-2,temporal,1,435,3,esa,48,1,1,cbr,1,high,0.6791829517203887,23,17,11,2,22,1,44,2,0,0,42.29
2299,0,"p8x8,b8x8,i8x8,i4x4",3,0.199910241390557,0,4,0,8,11.241846059980343,2:-2,temporal,1,435,2,esa,63,1,0,vbr,1,high,0.6791829517203887,26,17,11,2,40,1,44,2,0,0,8.74
122,1,p4x4,2,0.9625735019710584,0,13,1,4,11.241846059980343,6:-6,auto,1,177,0,hex,63,0,1,vbr,1,high,0.2797117077885626,23,17,11,11,71,9,46,1,1,0,14.47
186,1,p4x4,3,0.4506973449305193,0,13,1,-3,3.941303844473592,4:-4,spatial,1,435,4,esa,63,1,0,vbr,0,main,0.6791829517203887,23,14,11,16,40,1,43,1,1,2,14.11
122,0,p4x4,2,0.6157864219350295,1,12,1,6,11.241846059980343,5:-5,temporal,1,59,1,hex,4,1,1,vbr,0,high,0.6791829517203887,25,7,44,7,35,5,37,1,0,0,16.66
1320,1,p4x4,3,0.6157864219350295,1,8,0,-3,32.47349575677263,5:-5,temporal,1,59,0,hex,59,1,1,vbr,0,high,0.6791829517203887,25,7,44,7,35,5,37,1,0,0,8.74
2156,1,all,3,0.5409532078600718,1,10,0,-3,11.241846059980343,2:-2,temporal,0,435,3,tesa,40,0,0,vbr,1,main,0.2797117077885626,23,5,11,11,71,1,46,1,0,2,54.35
122,1,p4x4,0,1.834206527900572,0,13,0,4,11.241846059980343,-1:1,spatial,1,177,0,hex,63,1,0,none,1,main,0.3832843730055122,32,7,181,8,67,1,4,0,0,0,9.16
122,0,p4x4,3,0.6157864219350295,1,12,0,6,11.241846059980343,5:-5,temporal,1,59,2,umh,23,1,0,vbr,1,baseline,0.7214316074693485,23,10,76,7,16,11,5,2,1,1,41.0
867,1,p8x8,3,0.6541513672204183,1,12,0,8,11.241846059980343,2:-2,temporal,1,268,1,hex,57,1,1,vbr,1,high,0.6791829517203887,25,7,44,7,70,1,37,1,1,0,8.74
2248,0,p4x4,1,0.3322388140761982,0,14,0,9,4.43569944026303,-4:4,none,0,268,3,hex,63,1,0,vbr,0,baseline,0.7214316074693485,25,13,76,7,16,5,44,2,0,1,49.81
2248,0,p4x4,1,0.3322388140761982,0,6,0,9,25.82327767066316,4:4,none,0,268,3,hex,63,1,0,vbr,1,baseline,0.7214316074693485,25,13,76,7,16,5,44,1,0,1,36.55
122,1,p4x4,2,1.058792069168873,1,0,1,8,2.878964172545482,-6:6,spatial,0,331,2,hex,24,0,1,none,0,baseline,0.3381755812106209,25,5,76,7,16,5,44,2,1,1,23.71
2248,1,p4x4,1,0.3322388140761982,0,10,0,9,25.82327767066316,4:4,none,1,268,3,hex,63,1,1,vbr,1,baseline,0.7214316074693485,21,6,130,6,40,1,4,0,1,2,42.66
2248,0,p4x4,1,0.3322388140761982,0,14,0,-11,25.82327767066316,4:4,none,0,268,3,hex,13,1,0,vbr,1,baseline,0.7214316074693485,25,13,76,2,40,1,44,2,0,0,56.16
2299,1,none,3,0.1647942771828123,0,12,0,-11,11.241846059980343,2:-2,temporal,1,435,2,esa,13,1,0,vbr,1,high,0.8501158011707404,23,17,11,7,9,5,44,2,0,1,8.74
2248,0,p4x4,2,1.058792069168873,1,3,0,8,2.878964172545482,-6:6,spatial,0,331,2,hex,24,0,1,none,1,baseline,0.2214742582412092,21,6,226,2,55,1,4,0,1,0,31.39
122,0,p4x4,1,0.3322388140761982,0,14,0,9,25.82327767066316,4:4,none,1,268,3,hex,63,1,1,cbr,1,baseline,0.7214316074693485,25,13,76,7,16,5,44,2,0,1,106.07
1266,1,all,3,0.8551610239121781,1,13,0,9,30.166971168215102,4:4,spatial,0,331,3,dia,63,0,0,vbr,1,baseline,0.7214316074693485,25,7,218,7,16,5,44,2,0,2,8.4
2299,1,none,3,1.072103528483132,0,12,0,-11,11.241846059980343,2:-2,temporal,0,461,2,esa,63,1,0,vbr,0,high,0.6791829517203887,23,17,218,2,40,1,44,2,0,1,148.75
122,0,p4x4,2,0.6157864219350295,0,14,0,8,11.241846059980343,2:-2,temporal,1,435,2,esa,63,0,0,vbr,0,high,0.6791829517203887,23,17,11,2,48,1,44,2,1,0,39.06
122,1,p4x4,2,0.6157864219350295,1,12,0,6,11.241846059980343,2:-2,temporal,1,59,1,hex,57,1,1,vbr,1,high,0.6791829517203887,25,7,44,7,35,5,37,1,0,0,8.74
122,0,p4x4,2,1.1467419881834042,1,13,1,8,2.878964172545482,-6:6,spatial,0,331,2,hex,24,0,1,none,1,baseline,0.3381755812106209,21,6,139,2,40,1,4,0,1,0,113.2
2299,1,none,3,0.1647942771828123,0,12,0,-11,11.241846059980343,2:-2,temporal,1,435,2,esa,63,1,0,vbr,1,high,0.6791829517203887,23,17,11,2,20,1,44,2,1,0,8.74
122,1,p4x4,2,1.058792069168873,1,13,1,8,2.878964172545482,-6:6,spatial,0,331,2,hex,34,0,1,none,1,baseline,0.8523857184253769,21,6,139,2,40,1,4,0,0,0,8.4
1320,1,p4x4,3,0.9463336816109832,1,8,0,-9,11.241846059980343,5:-5,auto,1,435,3,hex,63,1,0,vbr,0,main,0.6791829517203887,23,2,11,2,40,1,44,2,0,0,152.62
2050,0,p4x4,2,1.2216380957735775,1,12,0,8,11.241846059980343,2:-2,temporal,1,435,2,esa,63,1,0,none,1,main,0.0393652607209277,34,15,69,2,65,0,22,0,0,0,197.33
2299,0,"p8x8,b8x8,i8x8,i4x4",3,0.199910241390557,0,4,0,8,11.241846059980343,2:-2,temporal,1,435,2,esa,63,1,0,cbr,0,high,0.6791829517203887,26,6,11,2,35,5,5,2,0,1,46.19
867,1,all,3,0.6541513672204183,1,12,0,8,48.79424836323551,2:-2,temporal,1,435,2,umh,63,1,0,vbr,1,baseline,0.7214316074693485,25,6,76,7,1,1,44,2,0,1,12.43
