encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,0,1,0,0,0,1,0,10.23
1,0,0,0,1,0,0,0,1,0,0,10.19
1,1,0,0,1,0,0,0,0,0,0,10.28
0,1,0,0,1,0,0,0,1,0,1,10.17
0,1,0,0,1,0,0,0,0,0,0,10.5
0,0,0,0,1,0,0,0,0,1,0,10.26
0,1,1,0,0,0,0,1,0,0,0,10.27
0,0,0,0,0,1,0,1,0,1,0,10.73
1,0,0,0,1,0,0,0,1,0,1,10.16
1,0,0,0,1,0,0,0,1,0,1,10.16
1,0,0,0,1,0,0,0,1,0,1,10.16
1,0,0,0,1,0,0,0,1,0,1,10.16
1,0,0,0,1,0,0,0,1,0,1,10.16
0,0,0,0,1,0,0,0,0,0,0,10.74
0,0,0,0,1,0,0,1,0,0,1,10.36
0,0,0,0,1,0,0,0,0,0,1,10.72
1,0,0,0,1,0,0,1,1,0,0,24.93
0,0,0,0,0,1,0,0,1,0,0,9.94
0,1,0,0,1,0,0,0,0,0,1,10.7
0,0,0,0,0,0,1,0,1,0,0,10.16
1,0,0,0,1,1,0,0,1,0,0,314.98256664439225
0,0,0,1,0,1,0,0,1,0,0,314.98729700365146
1,0,0,0,1,0,0,0,1,0,1,10.16
0,0,1,1,0,0,1,1,1,1,0,314.985093019828
0,0,1,0,0,0,1,0,1,1,0,314.98885334914434
0,1,0,0,1,0,1,0,0,0,0,314.98484914467565
1,0,0,1,0,1,1,0,1,0,1,314.9871477214355
1,1,1,0,1,0,1,0,1,0,0,314.9883973386658
0,1,0,0,1,1,1,1,1,0,0,314.9847233714918
0,1,0,0,0,1,0,0,1,1,1,314.98157094963284
0,1,0,0,1,1,0,0,1,0,0,314.98705058303733
0,1,0,0,0,1,0,1,1,1,1,314.986198274598
1,1,0,0,1,0,0,0,1,0,1,10.73
1,0,0,0,1,0,0,0,0,0,0,14.66
1,0,0,0,1,0,0,0,0,0,1,14.91
0,0,0,0,1,1,0,0,1,0,0,314.98364720742376
0,0,0,0,0,1,1,0,1,0,0,314.984164019714
0,0,0,0,0,1,0,0,1,0,1,314.9810137757308
0,0,0,0,1,0,0,0,1,0,1,10.31
1,0,0,0,1,0,0,1,0,0,1,13.61
1,0,0,0,0,0,1,0,1,0,0,10.18
0,0,1,0,0,0,0,1,0,0,1,314.9888220808972
1,1,0,0,0,0,0,1,1,0,1,314.9846806959033
1,1,1,0,1,0,0,0,0,0,0,314.9838283849852
0,0,1,0,0,1,0,0,0,0,0,314.98636388240294
0,1,1,0,0,0,0,1,1,1,0,15.09
1,0,0,0,0,0,0,0,1,0,1,314.98519953083405
1,0,1,0,1,0,0,0,1,0,0,314.98301435063644
0,1,0,0,0,0,0,0,1,0,1,314.9823376267036
1,0,0,0,1,0,1,0,1,0,0,314.98555348076735
0,1,0,0,1,1,0,0,1,0,1,314.9839741209548
1,0,0,0,1,0,0,1,1,0,1,15.36
0,0,0,0,0,1,1,0,1,0,1,314.9881862945488
0,1,0,0,1,0,0,0,1,0,0,25.1
0,1,1,0,0,1,0,0,1,0,0,314.9869340873018
0,1,1,0,0,0,0,0,0,0,0,25.2
1,0,0,0,0,0,1,0,0,0,1,314.98170468814203
0,0,0,0,0,0,1,0,1,0,1,314.98416681484395
0,0,0,0,0,0,1,0,0,0,1,314.9878562919229
1,0,0,0,1,0,0,0,1,1,1,14.44
1,0,1,1,0,0,0,0,1,1,0,314.9884160459487
1,1,0,0,1,1,0,0,0,0,1,314.98834582514047
0,0,0,0,1,1,0,1,0,1,0,314.9816064776253
0,0,0,0,0,0,0,0,0,1,0,314.98521568454066
1,0,1,0,1,0,0,0,0,0,1,314.98352229356414
1,1,0,0,1,0,1,0,1,0,1,314.9837330331266
1,0,0,0,1,0,0,0,0,1,0,14.44
1,0,0,0,1,0,1,0,1,0,1,314.9837360818796
1,0,0,0,0,1,0,0,0,0,0,13.52
1,0,0,0,1,1,0,0,0,1,0,314.9839852028158
1,1,0,0,1,1,0,0,1,0,1,314.9810363754091
1,0,0,0,0,0,0,0,1,0,0,314.9840886683604
0,0,0,0,1,0,0,0,1,1,0,14.69
1,0,0,1,0,1,0,0,1,0,0,314.98148795943797
0,0,1,0,0,0,1,0,1,0,0,314.9880738466301
1,0,0,0,0,0,1,0,1,0,1,314.98676244400406
1,0,0,1,1,0,0,0,1,1,0,314.98110176822837
0,1,0,0,0,1,1,0,1,0,0,314.9834686344015
0,0,0,0,1,0,0,0,1,1,1,14.97
1,0,0,1,1,0,0,1,1,0,1,314.9872895323206
1,0,0,1,1,0,1,0,1,0,1,314.9855702557971
0,1,1,0,1,0,0,0,1,1,1,314.9829619770425
0,1,0,1,0,0,0,1,0,0,0,8.85
0,1,0,0,1,1,0,0,0,0,1,314.9868782604293
1,0,0,0,1,0,1,1,0,0,0,314.9885462342212
0,0,0,0,0,0,1,0,1,1,1,314.98751407799415
0,0,0,0,1,1,1,0,1,0,0,314.98842703797
0,0,0,0,0,0,0,0,1,0,0,314.9833217941669
0,0,1,0,0,0,0,0,1,0,1,314.98195732263594
0,0,0,1,1,0,0,0,0,1,0,314.98184353425654
