OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,throughput
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,48814.1166447003
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,48178.6798323493
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,47888.616657089
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,47809.3998454163
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,47583.9457318547
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,47423.1166081782
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,47130.9332367149
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,46794.7499407267
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,46757.1015535356
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,46582.7332619065
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46199.4999591904
1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,44358.9665905171
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,44180.283286944
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,44133.6998933436
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32043.2895944697
1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,31066.0332520439
1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,24998.5832641706
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,23954.208968622846
0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,23954.207907834454
0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,23954.20742849521
