encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,0,1,0,1,0,1,0,10.73
0,1,0,0,1,0,0,0,0,0,0,10.5
0,0,0,0,1,0,0,0,1,0,1,10.31
1,1,1,0,0,0,0,0,1,1,0,18.74
1,0,0,0,0,1,0,1,1,0,0,13.62
0,1,0,0,0,1,0,0,1,1,0,25.18
0,0,0,0,0,0,1,1,0,1,0,14.68
1,1,0,0,1,0,0,1,0,1,1,28.79
0,1,0,0,0,1,0,0,1,0,0,15.68
1,0,0,0,0,0,1,0,0,1,0,10.33
1,1,1,1,1,0,1,1,1,0,0,314.98791273377765
1,1,1,0,1,0,1,1,0,1,1,314.98353776598987
1,1,0,0,1,0,0,0,1,1,1,13.79
1,0,0,0,0,1,1,1,0,0,0,314.9869641137601
1,1,0,1,1,0,1,0,1,0,0,314.982591759874
0,0,1,1,0,0,1,0,1,0,1,314.98316058497767
0,0,0,0,0,0,1,1,1,1,0,179.0
0,1,0,0,1,0,1,0,0,0,0,314.9865145942002
0,0,0,1,1,1,1,1,1,1,1,314.98471806357816
0,0,1,0,0,0,0,1,1,0,1,314.98760510071423
0,0,0,1,0,0,1,1,0,0,1,314.9844977168851
1,1,1,1,0,1,1,0,1,0,0,314.9843546708656
0,1,0,1,0,1,1,1,1,1,1,314.98716193472154
1,1,0,1,0,0,0,0,1,0,0,18.5
0,0,1,0,0,1,1,0,0,0,1,314.9821749918464
0,1,0,0,0,1,1,0,1,1,0,314.9869260245312
0,1,0,0,0,1,1,1,0,0,1,314.9824950522972
1,0,1,1,0,0,0,0,0,1,0,314.98111405833544
0,0,1,1,0,1,0,1,0,1,0,314.98337974322925
1,0,0,0,0,1,0,0,1,0,0,14.69
