iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,90,0.53
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,90,0.53
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,90,0.58
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,0.61
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10,0.55
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,90,0.51
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,0.59
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,10,0.58
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,90,0.53
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,0.59
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,0.64
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,0.54
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,90,0.54
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,0.5
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,0.49
0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,90,0.66
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0.54
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,90,0.52
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10,0.59
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,0.54
1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10,0.943398183661581
0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,10,0.9463776176616371
1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,90,0.9442424061539543
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0.9455971184221663
0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,90,0.9419102033452652
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,90,0.9483309242600818
0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,10,0.9476164898558873
1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,90,0.9475467980991582
1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,90,0.9410924520779577
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,10,0.9487455881705298
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,0.55
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,90,0.9475635785787448
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,90,0.9452059036558174
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,10,0.9418916625264799
1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,90,0.9488046864311805
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10,0.9418411124405773
0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,90,0.9446358687871365
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,90,0.9429700843262748
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,0.55
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,90,0.9464835245186597
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,10,0.9428073031042102
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,90,0.941137791253563
0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,90,0.9435682846832789
0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,10,0.9428729212040341
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,10,0.59
