NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,1.06
1,1,1,0,0,1,1,0,0,1,0,1,0,22,8,0,2.72
0,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,1.55
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,1.1
1,1,1,0,1,1,0,0,0,1,0,0,0,8,8,0,1.16
1,0,1,1,1,1,0,0,0,0,0,1,0,8,8,0,1.34
1,0,1,1,1,1,0,0,0,1,0,0,0,8,160,0,1.65
1,1,0,0,1,1,0,0,0,1,0,1,0,8,320,0,1.56
1,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,1.39
1,1,1,0,0,1,1,0,0,1,0,1,0,8,320,0,1.55
1,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,1.68
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,2.72
1,1,1,0,1,1,0,0,0,1,0,1,0,8,320,0,1.54
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,1.69
1,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,1.81
1,0,1,1,0,1,0,0,0,1,1,1,0,8,320,0,1.77
1,0,1,1,0,1,1,0,0,1,0,1,0,22,8,0,3.57
1,0,1,1,1,1,0,0,0,0,0,1,0,8,320,0,1.78
1,0,1,1,1,1,0,0,0,1,0,1,0,22,8,0,3.36
1,0,1,0,0,1,1,0,0,1,0,0,1,8,8,0,2.82
1,1,0,0,1,0,0,1,0,0,1,1,0,22,8,1,12.557719914515618
0,0,0,1,0,0,1,0,1,0,1,1,1,44,320,1,12.555592607230015
1,1,0,0,0,0,0,0,1,1,1,1,1,8,320,0,12.551188529052684
1,1,0,1,0,0,1,0,1,1,1,1,0,8,320,1,12.55559206075533
1,0,0,0,1,0,1,1,1,0,0,1,0,22,8,1,12.552335550880331
0,1,0,0,1,0,0,1,1,1,1,0,0,44,160,2,12.555644158937758
1,0,0,1,1,0,0,0,0,0,0,0,1,48,8,0,12.554184200738321
1,1,1,0,0,0,1,1,1,0,0,0,1,48,160,2,12.558544537375013
1,0,0,0,1,0,1,1,1,0,0,1,1,8,320,2,12.558271111369736
0,1,1,1,0,0,0,0,1,0,0,1,1,22,160,0,12.554150645779202
