NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,0,0,0,0,0,1,1,0,0,1,8,8,0,2.09
0,1,0,0,0,1,1,0,0,0,0,0,0,22,160,0,1.88
0,0,0,0,0,0,0,0,1,1,0,0,1,22,160,0,4.22
1,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,2.69
1,0,1,0,0,0,0,0,0,1,1,1,1,22,160,0,2.8
0,1,1,0,0,0,0,1,0,0,0,0,0,22,8,0,2.15
0,1,0,0,0,0,1,0,0,0,0,0,0,22,160,0,2.07
0,0,1,1,0,0,1,0,0,0,0,0,0,22,320,0,2.26
0,0,0,0,0,0,0,0,1,1,0,1,1,22,8,0,3.69
0,0,0,1,1,0,0,0,0,1,0,0,0,44,8,2,4.07
0,0,0,0,0,0,0,0,0,0,1,1,1,48,320,0,5.79
1,0,1,0,0,0,0,0,1,1,0,1,1,48,8,0,4.57
0,1,0,0,1,0,0,1,0,0,1,0,0,22,8,2,9.622577693526305
1,0,1,0,0,0,0,1,0,1,0,0,1,44,8,0,5.1
0,0,1,0,1,1,1,0,0,0,0,0,0,22,160,0,9.627885560000747
0,1,0,0,1,1,1,0,0,0,0,0,0,8,8,0,9.625194907698459
0,0,1,0,1,0,0,0,1,1,0,0,1,22,8,0,9.62794828314112
0,0,1,0,1,1,0,1,1,0,0,0,0,22,8,0,9.624266233736174
0,0,0,0,0,0,0,1,0,0,0,1,1,44,160,0,5.58
1,1,1,1,0,0,0,0,1,1,1,0,1,48,160,0,9.625182443760881
0,1,0,1,0,1,1,0,0,0,1,0,0,44,320,0,9.625981337351938
0,1,1,1,1,1,1,1,1,0,0,0,1,48,320,1,9.62115430506896
1,0,1,0,0,1,1,1,0,1,1,0,0,48,160,2,9.62571491360601
1,1,0,0,1,0,0,0,1,1,0,0,1,22,160,1,9.621348675962823
0,1,0,0,0,0,0,0,0,1,1,1,0,22,160,2,9.62385972994318
1,1,1,1,0,0,0,0,1,1,1,0,1,48,160,0,9.62669873789218
0,1,1,0,0,1,1,1,0,0,0,0,1,48,320,0,9.625680012763121
0,0,0,0,1,1,1,0,0,1,1,0,0,8,320,2,9.624443042258953
0,0,1,0,0,1,0,0,0,0,1,1,1,44,320,0,9.625441278343756
1,1,1,0,1,0,0,0,0,0,0,1,1,44,320,0,9.62172093720719
0,1,1,1,1,1,1,1,1,0,0,0,1,48,160,1,9.62870353517866
0,0,1,0,0,0,0,0,1,1,0,1,1,48,8,2,9.625488332502039
1,0,0,0,0,1,0,0,1,1,0,1,1,44,8,0,9.627477654969972
0,0,0,0,0,0,1,0,1,1,0,1,1,22,8,0,9.628897418857212
1,0,0,0,0,0,0,1,0,1,1,1,1,22,160,0,9.62615670905286
0,1,1,0,1,1,0,1,0,0,0,0,0,22,8,0,9.621081520717768
1,1,0,0,1,0,1,0,0,0,0,0,0,22,160,0,9.627195503750862
0,1,0,0,1,1,0,0,1,0,0,0,1,22,160,1,9.624126276006642
1,1,0,0,0,0,0,1,0,1,0,0,0,22,8,2,9.62334853143707
1,1,1,0,0,1,0,1,0,0,0,0,0,22,8,0,9.627239294818102
0,1,1,0,0,0,1,0,1,1,0,0,1,22,160,0,9.628637660136079
0,0,0,0,0,0,0,1,0,0,0,1,1,44,320,0,9.62692251833237
0,0,1,1,1,1,1,1,1,0,0,0,1,22,8,0,9.62243498905009
1,1,1,0,0,0,0,1,0,0,0,0,0,48,320,1,9.62545354154543
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,1.24
1,1,0,0,0,1,1,1,0,0,0,0,0,22,160,0,9.62514899288662
