auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,0,0,0,1,0,0,0,0,0,0,0,1.0333,0
1,0,1,0,1,0,1,0,0,0,1,0,1.0333,0
0,0,0,0,0,0,0,1,0,0,0,0,1.0333,1
1,0,1,0,1,0,1,0,0,0,0,0,1.0333,1
1,0,1,0,1,0,0,0,0,0,0,0,2.172225,1
1,0,0,0,1,0,0,0,0,1,0,0,1.0333,1
1,0,0,0,0,0,1,0,0,0,0,0,1.0333,1
1,0,0,1,1,0,0,0,0,1,0,0,1.90555,1
1,0,1,0,1,0,0,0,0,0,1,0,2.172225,1
1,0,1,0,0,0,0,1,0,0,0,0,2.399975,1
1,0,0,0,0,1,0,0,0,0,0,0,1.4389,1
1,0,0,0,1,0,0,0,0,0,0,1,2.4537,1
1,0,0,0,1,0,0,0,0,0,0,0,1.98335,1
1,0,1,0,0,0,0,0,0,0,0,0,1.98335,1
1,0,0,0,0,0,0,0,0,0,1,0,2.4537,1
1,1,1,0,0,0,0,1,0,1,0,0,2.4537,1
1,0,0,1,0,0,0,0,0,0,0,0,1.7778,1
1,1,0,1,0,0,0,0,0,0,0,0,1.8944,1
1,1,0,1,0,0,0,0,0,1,0,0,1.8944,1
1,1,1,0,0,0,0,0,0,0,0,0,1.8944,1
1,0,0,0,1,0,0,0,0,0,1,0,1.8944,1
1,0,1,0,0,0,0,1,0,1,0,0,1.8944,1
