auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,time
0,0,0,0,0,0,1,1,1,1,1,0,377.14
1,1,1,1,1,1,0,1,0,0,0,0,31.27
1,0,1,1,1,1,0,1,1,1,0,1,25.95
0,0,0,1,0,0,0,0,0,0,1,0,365.97
1,0,1,0,1,0,0,0,0,0,0,1,3.33
0,0,0,0,0,0,0,0,0,0,0,1,3.28
0,0,0,0,0,1,0,0,0,0,0,0,5.57
0,0,0,1,1,0,0,0,1,0,0,0,4.12
0,1,1,1,1,1,0,0,1,1,0,0,41.4
0,1,0,1,0,1,0,1,0,1,0,0,30.15
0,1,1,1,0,0,0,1,1,1,0,1,841.4829678063546
1,1,0,0,0,1,0,0,1,0,1,0,841.4816743649432
1,1,0,1,1,1,1,1,1,1,0,1,841.487509429808
0,0,1,0,0,0,0,0,0,0,1,1,376.7
0,0,0,0,0,0,0,0,0,1,0,1,3.26
1,0,0,0,0,1,0,1,0,0,1,0,3.72
0,0,0,0,0,0,0,1,1,1,0,1,841.485476666203
0,0,1,1,0,0,0,0,1,0,0,1,841.4874174914725
0,1,0,0,1,0,0,1,1,0,1,1,841.4883093742254
0,1,0,1,1,1,1,0,1,1,1,0,40.88
0,0,0,0,1,1,1,1,0,1,1,1,841.4831504212998
1,0,0,0,1,0,0,1,0,1,1,1,841.4855514244048
1,1,1,1,1,0,0,0,0,0,1,1,625.39
1,1,0,0,0,1,1,1,1,1,0,0,35.39
1,1,1,1,1,0,1,1,0,0,0,0,841.4812809583875
0,0,0,1,0,0,1,0,0,1,0,1,841.4889379162728
0,1,0,1,1,0,0,0,0,0,1,1,841.4824372308025
0,0,0,0,1,1,1,1,0,0,0,1,841.4859474389347
0,1,1,0,1,1,1,1,0,1,1,1,841.4886513749924
0,1,0,0,1,0,1,1,1,0,1,0,841.4842430988466
0,0,0,0,0,0,1,0,0,1,1,0,376.04
0,1,0,1,1,1,1,0,1,1,0,1,41.21
1,0,1,1,0,1,0,1,0,1,0,0,841.4843542553992
0,0,0,0,0,0,0,0,0,1,1,1,373.78
1,0,1,0,1,0,0,0,0,1,0,1,841.4840453458296
0,1,0,1,0,0,0,0,1,0,0,1,841.4829017936222
0,0,0,0,0,1,0,1,0,1,0,0,5.49
1,0,0,1,0,0,0,0,0,0,1,0,369.14
0,0,0,1,1,0,0,0,0,1,1,0,368.72
0,0,0,0,0,1,1,1,1,0,0,0,17.11
1,1,0,0,0,0,0,0,0,0,0,1,7.42
0,1,0,1,0,1,1,1,1,1,0,0,841.4851785213987
1,1,0,0,0,1,0,0,0,1,0,0,841.484689942613
0,0,0,1,0,1,0,1,0,1,0,1,841.4856211124777
1,0,0,0,0,0,1,0,0,0,0,1,3.29
0,1,1,1,0,1,0,0,1,1,0,1,39.64
1,0,0,0,0,0,0,1,0,1,0,0,3.27
0,1,0,0,1,1,0,1,0,0,0,0,841.4858475315394
1,1,1,1,1,1,1,0,0,0,1,1,31.23
0,0,0,1,1,1,0,1,1,1,0,1,841.484862071488
1,0,0,0,0,0,1,1,1,0,0,0,4.19
0,1,0,0,0,1,0,1,0,1,0,0,29.58
1,0,0,0,0,1,0,1,0,1,0,0,841.4820061863771
0,1,1,1,1,1,0,0,0,0,1,1,841.4883975205728
0,0,0,0,0,1,0,0,1,0,0,0,17.09
0,0,1,0,1,0,0,1,0,1,1,0,841.4842159704813
1,0,0,0,0,1,0,0,1,0,0,1,841.4851937815897
1,0,0,0,0,0,1,0,0,1,0,0,3.26
1,0,0,0,0,0,0,1,0,0,1,1,370.95
0,1,0,1,1,0,0,0,1,0,0,1,9.67
1,1,1,0,1,0,0,0,0,0,1,0,841.4866685459393
0,0,0,0,0,1,1,1,0,0,0,1,841.4824210869041
0,0,0,0,0,0,0,1,0,0,1,0,371.39
1,0,0,1,0,0,0,1,0,0,0,0,841.4863390111366
1,1,1,0,0,1,0,0,0,0,0,0,841.4849992518615
0,0,0,1,0,1,1,1,1,0,1,0,841.4847372368981
0,0,0,0,0,0,0,1,0,0,0,1,3.26
0,0,0,1,1,1,0,0,0,0,0,1,841.4812806710233
1,0,1,0,1,0,0,0,1,0,0,0,841.4865918348037
0,0,0,0,1,0,0,1,0,1,0,1,841.4858584733262
0,0,0,0,0,0,0,0,0,1,0,0,3.28
0,1,0,0,0,0,1,1,0,0,0,1,841.4877489798039
1,0,1,0,0,0,0,0,0,1,0,0,841.4877341376558
0,0,0,0,1,0,0,1,1,0,0,0,841.4874704141241
1,0,1,0,1,0,1,0,0,0,0,0,3.35
1,0,0,1,0,1,0,1,0,1,0,1,841.485623435404
0,1,0,0,0,1,0,0,0,1,0,0,29.66
0,0,0,0,0,0,0,0,1,1,0,0,4.16
0,0,0,0,1,1,0,0,1,0,0,1,841.4824393378838
0,0,0,1,0,1,0,0,0,0,0,1,841.4875078755597
0,0,0,0,1,0,0,0,1,0,1,0,377.36
1,0,0,0,0,0,0,1,0,1,1,1,841.4815365692743
0,0,0,0,1,0,0,0,1,0,0,0,4.22
0,0,0,0,0,0,1,0,1,1,0,1,841.4865584003778
1,0,0,0,1,0,0,0,0,1,0,1,841.4821401928999
1,0,0,0,0,1,0,1,0,0,0,1,841.4878119436675
0,0,0,0,0,1,0,0,0,0,0,1,5.47
0,1,0,1,0,0,1,0,0,1,0,1,841.483491621169
1,0,1,0,0,1,0,1,0,1,0,0,841.4845149196854
1,0,0,1,0,0,1,0,0,1,0,1,3.13
