iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,16.26
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,23.86
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,23.96
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,24.09
1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,23.84
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,23.93
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,16.19
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,16.71
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,23.87
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,23.89
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,23.94
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,90,23.96
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,23.99
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,23.9
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,24.0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,24.29
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,90,31.79
1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,90,24.07
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,24.02
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10,25.93
