config_id,workload,time,max-resident-set-size
2360,sd_crew_cif_short.y4m,0.19,22344
2360,Johnny_1280x720_60_short.y4m,1.42,188344
2360,sd_city_4cif_short.y4m,0.93,78100
2360,pedestrian_area_1080p25_short.y4m,2.49,238216
2360,sintel_trailer_2k_720p24_short.y4m,0.32,119936
2360,blue_sky_1080p25_short.y4m,1.93,237420
2361,Johnny_1280x720_60_short.y4m,29.94,58412
2361,sintel_trailer_2k_720p24_short.y4m,4.31,58104
2361,pedestrian_area_1080p25_short.y4m,39.02,111796
2361,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,102.04,404860
2361,sd_bridge_close_cif_short.y4m,1.57,10412
2361,blue_sky_1080p25_short.y4m,37.39,111580
2361,riverbed_1080p25_short.y4m,65.72,112164
2361,sd_crew_cif_short.y4m,2.66,10624
2361,sd_city_4cif_short.y4m,14.96,27000
2362,sintel_trailer_2k_720p24_short.y4m,0.41,189340
2362,sd_crew_cif_short.y4m,0.25,25792
2362,pedestrian_area_1080p25_short.y4m,3.21,373840
2362,riverbed_1080p25_short.y4m,6.83,373844
2362,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.61,1007484
2362,Johnny_1280x720_60_short.y4m,1.73,291308
2362,sd_bridge_close_cif_short.y4m,0.17,25732
2362,blue_sky_1080p25_short.y4m,2.52,373836
2362,sd_city_4cif_short.y4m,1.21,145368
2363,sd_bridge_close_cif_short.y4m,0.65,12460
2363,sd_crew_cif_short.y4m,1.09,12480
2363,sd_city_4cif_short.y4m,5.36,40460
2363,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,34.66,576948
2363,blue_sky_1080p25_short.y4m,12.23,157032
2363,riverbed_1080p25_short.y4m,26.85,155320
2363,pedestrian_area_1080p25_short.y4m,14.84,155084
2363,Johnny_1280x720_60_short.y4m,9.94,78728
2363,sintel_trailer_2k_720p24_short.y4m,2.04,81204
2364,Johnny_1280x720_60_short.y4m,9.95,80048
2364,sd_crew_cif_short.y4m,1.09,12440
2364,pedestrian_area_1080p25_short.y4m,14.83,157040
2364,riverbed_1080p25_short.y4m,26.93,157184
2364,sintel_trailer_2k_720p24_short.y4m,2.03,81236
2364,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,34.87,573832
2364,sd_city_4cif_short.y4m,5.39,40588
2364,sd_bridge_close_cif_short.y4m,0.65,12412
2364,blue_sky_1080p25_short.y4m,12.48,155164
2365,blue_sky_1080p25_short.y4m,16.65,399524
2365,sintel_trailer_2k_720p24_short.y4m,2.64,197924
2365,sd_bridge_close_cif_short.y4m,0.9,25080
2365,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,44.03,1103112
2365,riverbed_1080p25_short.y4m,34.93,397636
2365,sd_city_4cif_short.y4m,6.98,159008
2365,Johnny_1280x720_60_short.y4m,11.85,326876
2365,pedestrian_area_1080p25_short.y4m,18.89,399512
2365,sd_crew_cif_short.y4m,1.4,25132
2366,pedestrian_area_1080p25_short.y4m,3.35,394632
2366,riverbed_1080p25_short.y4m,7.89,394544
2366,sintel_trailer_2k_720p24_short.y4m,0.43,201412
2366,sd_bridge_close_cif_short.y4m,0.16,27376
2366,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.9,1096344
2366,blue_sky_1080p25_short.y4m,2.43,394552
2366,sd_city_4cif_short.y4m,1.23,150216
2366,Johnny_1280x720_60_short.y4m,1.75,302508
2366,sd_crew_cif_short.y4m,0.25,27368
2367,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,42.68,805392
2367,sintel_trailer_2k_720p24_short.y4m,2.22,121828
2367,Johnny_1280x720_60_short.y4m,11.89,120796
2367,blue_sky_1080p25_short.y4m,15.9,222024
2367,sd_crew_cif_short.y4m,1.22,15352
2367,pedestrian_area_1080p25_short.y4m,17.45,225804
2367,sd_bridge_close_cif_short.y4m,0.85,15444
2367,sd_city_4cif_short.y4m,6.39,55440
2367,riverbed_1080p25_short.y4m,31.22,223988
2368,riverbed_1080p25_short.y4m,3.11,248800
2368,sintel_trailer_2k_720p24_short.y4m,0.26,132024
2368,Johnny_1280x720_60_short.y4m,0.84,127548
2368,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.58,898624
2368,sd_bridge_close_cif_short.y4m,0.11,17144
2368,sd_crew_cif_short.y4m,0.13,17072
2368,blue_sky_1080p25_short.y4m,1.24,250772
2368,pedestrian_area_1080p25_short.y4m,1.57,249044
2368,sd_city_4cif_short.y4m,0.55,64612
2369,sd_bridge_close_cif_short.y4m,0.62,15432
2369,Johnny_1280x720_60_short.y4m,9.15,120192
2369,sd_crew_cif_short.y4m,1.01,15436
2369,blue_sky_1080p25_short.y4m,11.8,226356
2369,pedestrian_area_1080p25_short.y4m,14.12,224416
2369,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,31.9,810060
2369,sd_city_4cif_short.y4m,5.15,58332
2369,sintel_trailer_2k_720p24_short.y4m,2.01,122664
2369,riverbed_1080p25_short.y4m,26.71,224664
2370,sintel_trailer_2k_720p24_short.y4m,0.25,121028
2370,sd_crew_cif_short.y4m,0.14,15588
2370,pedestrian_area_1080p25_short.y4m,1.47,224348
2370,sd_city_4cif_short.y4m,0.49,59856
2370,blue_sky_1080p25_short.y4m,1.19,226172
2370,riverbed_1080p25_short.y4m,3.32,227940
2370,Johnny_1280x720_60_short.y4m,0.79,121180
2370,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.22,808044
2370,sd_bridge_close_cif_short.y4m,0.11,17096
2371,pedestrian_area_1080p25_short.y4m,40.68,392612
2371,Johnny_1280x720_60_short.y4m,25.1,300992
2371,sintel_trailer_2k_720p24_short.y4m,4.25,199272
2371,blue_sky_1080p25_short.y4m,32.47,392616
2371,sd_bridge_close_cif_short.y4m,1.73,31320
2371,sd_city_4cif_short.y4m,16.11,151104
2371,riverbed_1080p25_short.y4m,79.93,396352
2371,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,91.85,1097416
2371,sd_crew_cif_short.y4m,2.82,26824
2372,sd_crew_cif_short.y4m,1.35,25124
2372,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,39.97,1100200
2372,blue_sky_1080p25_short.y4m,14.69,399604
2372,sd_city_4cif_short.y4m,6.33,159756
2372,riverbed_1080p25_short.y4m,35.37,397640
2372,sintel_trailer_2k_720p24_short.y4m,2.6,200380
2372,Johnny_1280x720_60_short.y4m,10.52,326916
2372,sd_bridge_close_cif_short.y4m,0.82,25128
2372,pedestrian_area_1080p25_short.y4m,17.31,397692
2373,sd_crew_cif_short.y4m,1.33,25124
2373,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,39.9,1102788
2373,pedestrian_area_1080p25_short.y4m,17.79,399520
2373,Johnny_1280x720_60_short.y4m,10.56,328196
2373,blue_sky_1080p25_short.y4m,14.46,397660
2373,sd_bridge_close_cif_short.y4m,0.79,25128
2373,riverbed_1080p25_short.y4m,35.7,399520
2373,sd_city_4cif_short.y4m,6.32,159220
2373,sintel_trailer_2k_720p24_short.y4m,2.55,201672
2374,sintel_trailer_2k_720p24_short.y4m,1.77,77444
2374,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,30.52,515988
2374,sd_bridge_close_cif_short.y4m,0.55,10784
2374,sd_crew_cif_short.y4m,0.96,11992
2374,Johnny_1280x720_60_short.y4m,7.97,79096
2374,pedestrian_area_1080p25_short.y4m,14.04,140476
2374,blue_sky_1080p25_short.y4m,11.22,140072
2374,riverbed_1080p25_short.y4m,26.84,144908
2374,sd_city_4cif_short.y4m,4.9,32744
2375,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.78,811632
2375,Johnny_1280x720_60_short.y4m,1.09,121236
2375,pedestrian_area_1080p25_short.y4m,1.6,224888
2375,sintel_trailer_2k_720p24_short.y4m,0.22,121320
2375,blue_sky_1080p25_short.y4m,1.38,226784
2375,sd_bridge_close_cif_short.y4m,0.1,15472
2375,sd_crew_cif_short.y4m,0.12,15640
2375,riverbed_1080p25_short.y4m,2.96,224744
2375,sd_city_4cif_short.y4m,0.59,58508
2376,pedestrian_area_1080p25_short.y4m,14.61,226420
2376,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,34.35,809992
2376,Johnny_1280x720_60_short.y4m,9.21,121060
2376,sd_crew_cif_short.y4m,1.1,15456
2376,riverbed_1080p25_short.y4m,28.85,226496
2376,blue_sky_1080p25_short.y4m,12.53,226416
2376,sd_city_4cif_short.y4m,5.29,58028
2376,sintel_trailer_2k_720p24_short.y4m,2.05,125092
2376,sd_bridge_close_cif_short.y4m,0.69,15472
2377,sd_bridge_close_cif_short.y4m,0.12,22300
2377,sd_city_4cif_short.y4m,0.84,86552
2377,pedestrian_area_1080p25_short.y4m,2.24,266912
2377,blue_sky_1080p25_short.y4m,1.78,265776
2377,sd_crew_cif_short.y4m,0.18,22940
2377,riverbed_1080p25_short.y4m,4.55,269912
2377,sintel_trailer_2k_720p24_short.y4m,0.29,136436
2377,Johnny_1280x720_60_short.y4m,1.19,218032
2377,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.84,816676
2378,sd_crew_cif_short.y4m,1.4,20840
2378,pedestrian_area_1080p25_short.y4m,20.01,252060
2378,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,45.17,755220
2378,sintel_trailer_2k_720p24_short.y4m,2.46,128808
2378,sd_city_4cif_short.y4m,7.1,83508
2378,blue_sky_1080p25_short.y4m,17.25,254900
2378,sd_bridge_close_cif_short.y4m,0.86,20636
2378,riverbed_1080p25_short.y4m,38.15,254848
2378,Johnny_1280x720_60_short.y4m,11.6,212156
2379,sd_city_4cif_short.y4m,0.68,158764
2379,sd_crew_cif_short.y4m,0.16,25740
2379,sintel_trailer_2k_720p24_short.y4m,0.29,199084
2379,Johnny_1280x720_60_short.y4m,1.02,327288
2379,blue_sky_1080p25_short.y4m,1.51,395888
2379,pedestrian_area_1080p25_short.y4m,1.87,399732
2379,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.13,1104660
2379,riverbed_1080p25_short.y4m,3.78,396032
2379,sd_bridge_close_cif_short.y4m,0.13,25692
2380,sd_city_4cif_short.y4m,6.94,64508
2380,sd_bridge_close_cif_short.y4m,0.93,16952
2380,pedestrian_area_1080p25_short.y4m,18.99,251024
2380,sd_crew_cif_short.y4m,1.37,16908
2380,blue_sky_1080p25_short.y4m,15.96,247344
2380,sintel_trailer_2k_720p24_short.y4m,2.56,126284
2380,riverbed_1080p25_short.y4m,36.21,253044
2380,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,49.03,902184
2380,Johnny_1280x720_60_short.y4m,13.05,127436
2381,sd_bridge_close_cif_short.y4m,0.14,27380
2381,Johnny_1280x720_60_short.y4m,1.65,301252
2381,sd_crew_cif_short.y4m,0.23,27368
2381,blue_sky_1080p25_short.y4m,2.31,394548
2381,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.26,1094996
2381,sintel_trailer_2k_720p24_short.y4m,0.42,198928
2381,riverbed_1080p25_short.y4m,6.75,392856
2381,pedestrian_area_1080p25_short.y4m,2.99,392852
2381,sd_city_4cif_short.y4m,1.12,148636
2382,riverbed_1080p25_short.y4m,63.68,373592
2382,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,73.27,1005612
2382,Johnny_1280x720_60_short.y4m,20.33,289884
2382,pedestrian_area_1080p25_short.y4m,32.72,375312
2382,sd_crew_cif_short.y4m,2.3,25180
2382,blue_sky_1080p25_short.y4m,26.79,373596
2382,sd_city_4cif_short.y4m,12.77,146192
2382,sd_bridge_close_cif_short.y4m,1.37,25116
2382,sintel_trailer_2k_720p24_short.y4m,3.74,189136
2383,blue_sky_1080p25_short.y4m,25.02,159032
2383,pedestrian_area_1080p25_short.y4m,29.3,159008
2383,Johnny_1280x720_60_short.y4m,19.37,82212
2383,sintel_trailer_2k_720p24_short.y4m,3.95,83320
2383,sd_crew_cif_short.y4m,2.01,13100
2383,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,68.4,572368
2383,riverbed_1080p25_short.y4m,56.4,157132
2383,sd_city_4cif_short.y4m,10.7,42468
2383,sd_bridge_close_cif_short.y4m,1.22,13120
2384,Johnny_1280x720_60_short.y4m,11.51,127176
2384,sd_city_4cif_short.y4m,6.41,64176
2384,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,41.23,903896
2384,riverbed_1080p25_short.y4m,28.54,249192
2384,sd_crew_cif_short.y4m,1.17,16860
2384,blue_sky_1080p25_short.y4m,14.56,249104
2384,pedestrian_area_1080p25_short.y4m,16.53,249508
2384,sd_bridge_close_cif_short.y4m,0.79,16836
2384,sintel_trailer_2k_720p24_short.y4m,2.36,127276
2385,sd_crew_cif_short.y4m,1.86,21912
2385,sintel_trailer_2k_720p24_short.y4m,3.01,136380
2385,sd_city_4cif_short.y4m,9.55,88164
2385,sd_bridge_close_cif_short.y4m,1.12,21684
2385,Johnny_1280x720_60_short.y4m,14.75,216176
2385,riverbed_1080p25_short.y4m,46.08,267544
2385,pedestrian_area_1080p25_short.y4m,24.9,267332
2385,blue_sky_1080p25_short.y4m,20.39,265308
2385,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,56.23,815180
2386,Johnny_1280x720_60_short.y4m,2,194712
2386,riverbed_1080p25_short.y4m,8.14,252568
2386,pedestrian_area_1080p25_short.y4m,3.76,251576
2386,blue_sky_1080p25_short.y4m,2.88,252568
2386,sintel_trailer_2k_720p24_short.y4m,0.4,126700
2386,sd_city_4cif_short.y4m,1.39,82864
2386,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.84,754532
2386,sd_crew_cif_short.y4m,0.28,23340
2386,sd_bridge_close_cif_short.y4m,0.17,23108
2387,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,51.09,1095356
2387,sintel_trailer_2k_720p24_short.y4m,2.51,199188
2387,Johnny_1280x720_60_short.y4m,13.88,298420
2387,blue_sky_1080p25_short.y4m,17.1,395184
2387,pedestrian_area_1080p25_short.y4m,22.28,396944
2387,riverbed_1080p25_short.y4m,41.47,395424
2387,sd_city_4cif_short.y4m,8.66,146844
2387,sd_bridge_close_cif_short.y4m,0.98,25196
2387,sd_crew_cif_short.y4m,1.62,25248
2388,blue_sky_1080p25_short.y4m,3.25,97344
2388,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.42,352204
2388,riverbed_1080p25_short.y4m,6.47,98524
2388,sd_bridge_close_cif_short.y4m,0.17,9716
2388,Johnny_1280x720_60_short.y4m,2.22,50700
2388,sd_crew_cif_short.y4m,0.24,9908
2388,sd_city_4cif_short.y4m,1.15,22824
2388,pedestrian_area_1080p25_short.y4m,3.53,97600
2388,sintel_trailer_2k_720p24_short.y4m,0.44,51748
2389,sintel_trailer_2k_720p24_short.y4m,0.26,199628
2389,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.07,1101408
2389,Johnny_1280x720_60_short.y4m,1.12,298780
2389,sd_city_4cif_short.y4m,0.69,148452
2389,sd_crew_cif_short.y4m,0.16,26416
2389,sd_bridge_close_cif_short.y4m,0.1,25844
2389,blue_sky_1080p25_short.y4m,1.41,396508
2389,riverbed_1080p25_short.y4m,3.96,398068
2389,pedestrian_area_1080p25_short.y4m,1.89,397940
2390,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.69,817120
2390,riverbed_1080p25_short.y4m,4.37,273204
2390,sd_crew_cif_short.y4m,0.17,22540
2390,sd_bridge_close_cif_short.y4m,0.11,22324
2390,sintel_trailer_2k_720p24_short.y4m,0.29,136244
2390,Johnny_1280x720_60_short.y4m,1.01,217276
2390,sd_city_4cif_short.y4m,0.76,86604
2390,pedestrian_area_1080p25_short.y4m,2.14,271644
2390,blue_sky_1080p25_short.y4m,1.6,269568
2391,Johnny_1280x720_60_short.y4m,1.85,58092
2391,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.82,407440
2391,pedestrian_area_1080p25_short.y4m,3.56,110204
2391,sintel_trailer_2k_720p24_short.y4m,0.45,57420
2391,riverbed_1080p25_short.y4m,7.37,113372
2391,sd_crew_cif_short.y4m,0.25,10888
2391,blue_sky_1080p25_short.y4m,2.7,111984
2391,sd_city_4cif_short.y4m,1.12,27284
2391,sd_bridge_close_cif_short.y4m,0.15,10676
2392,Johnny_1280x720_60_short.y4m,12.02,327324
2392,sintel_trailer_2k_720p24_short.y4m,2.6,197800
2392,sd_bridge_close_cif_short.y4m,0.87,25080
2392,pedestrian_area_1080p25_short.y4m,19.5,397528
2392,sd_crew_cif_short.y4m,1.39,25128
2392,sd_city_4cif_short.y4m,6.95,158996
2392,blue_sky_1080p25_short.y4m,16.55,399416
2392,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,45.15,1105340
2392,riverbed_1080p25_short.y4m,35.98,399500
2393,pedestrian_area_1080p25_short.y4m,2.91,180496
2393,sd_city_4cif_short.y4m,1.07,46276
2393,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.96,664728
2393,riverbed_1080p25_short.y4m,5.4,180492
2393,blue_sky_1080p25_short.y4m,2.4,182376
2393,sintel_trailer_2k_720p24_short.y4m,0.43,94736
2393,Johnny_1280x720_60_short.y4m,1.94,94876
2393,sd_bridge_close_cif_short.y4m,0.13,15052
2393,sd_crew_cif_short.y4m,0.2,15044
2394,riverbed_1080p25_short.y4m,64.14,251900
2394,blue_sky_1080p25_short.y4m,30.06,250588
2394,sd_city_4cif_short.y4m,14.82,80848
2394,sd_crew_cif_short.y4m,2.51,22736
2394,sd_bridge_close_cif_short.y4m,1.47,22496
2394,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,81.61,754348
2394,sintel_trailer_2k_720p24_short.y4m,3.78,125656
2394,pedestrian_area_1080p25_short.y4m,35.01,252384
2394,Johnny_1280x720_60_short.y4m,23.23,193612
2395,sd_city_4cif_short.y4m,1.12,27192
2395,riverbed_1080p25_short.y4m,7.37,111784
2395,sd_crew_cif_short.y4m,0.26,10892
2395,sintel_trailer_2k_720p24_short.y4m,0.46,58432
2395,sd_bridge_close_cif_short.y4m,0.16,10676
2395,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.86,404980
2395,Johnny_1280x720_60_short.y4m,1.86,56940
2395,blue_sky_1080p25_short.y4m,2.75,111780
2395,pedestrian_area_1080p25_short.y4m,3.57,112512
2396,sintel_trailer_2k_720p24_short.y4m,2.97,208744
2396,riverbed_1080p25_short.y4m,36.53,418640
2396,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,47.53,1191816
2396,sd_bridge_close_cif_short.y4m,0.89,26740
2396,blue_sky_1080p25_short.y4m,16.65,420684
2396,sd_city_4cif_short.y4m,7.29,164212
2396,sd_crew_cif_short.y4m,1.45,26732
2396,pedestrian_area_1080p25_short.y4m,19.81,420508
2396,Johnny_1280x720_60_short.y4m,12.81,331996
2397,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,41.84,805772
2397,riverbed_1080p25_short.y4m,31.19,225988
2397,sd_crew_cif_short.y4m,1.2,15348
2397,sd_bridge_close_cif_short.y4m,0.81,15444
2397,blue_sky_1080p25_short.y4m,15.56,227692
2397,Johnny_1280x720_60_short.y4m,11.89,119516
2397,sd_city_4cif_short.y4m,6.3,59264
2397,sintel_trailer_2k_720p24_short.y4m,2.17,120764
2397,pedestrian_area_1080p25_short.y4m,17.25,223980
2398,pedestrian_area_1080p25_short.y4m,20.73,155276
2398,blue_sky_1080p25_short.y4m,16.73,154036
2398,Johnny_1280x720_60_short.y4m,11.16,80052
2398,sd_crew_cif_short.y4m,1.57,12268
2398,sd_city_4cif_short.y4m,6.8,34172
2398,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,49.65,578984
2398,sintel_trailer_2k_720p24_short.y4m,2.9,85788
2398,sd_bridge_close_cif_short.y4m,0.93,11588
2398,riverbed_1080p25_short.y4m,38.4,157488
2399,pedestrian_area_1080p25_short.y4m,22.52,267048
2399,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,55.03,816412
2399,sintel_trailer_2k_720p24_short.y4m,2.87,136228
2399,sd_bridge_close_cif_short.y4m,0.97,21668
2399,sd_city_4cif_short.y4m,8.74,86556
2399,blue_sky_1080p25_short.y4m,18.57,267216
2399,sd_crew_cif_short.y4m,1.74,21868
2399,Johnny_1280x720_60_short.y4m,13.78,215100
2399,riverbed_1080p25_short.y4m,41.04,268540
2400,Johnny_1280x720_60_short.y4m,26.28,194384
2400,pedestrian_area_1080p25_short.y4m,40.32,251516
2400,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,91.39,754224
2400,sd_city_4cif_short.y4m,16.03,80680
2400,sd_crew_cif_short.y4m,3,22600
2400,riverbed_1080p25_short.y4m,78.81,253140
2400,sd_bridge_close_cif_short.y4m,1.74,22364
2400,sintel_trailer_2k_720p24_short.y4m,4.13,126656
2400,blue_sky_1080p25_short.y4m,33.15,251280
2401,sd_city_4cif_short.y4m,16.55,79228
2401,sd_bridge_close_cif_short.y4m,1.8,22500
2401,pedestrian_area_1080p25_short.y4m,42.22,250588
2401,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,94.35,754348
2401,blue_sky_1080p25_short.y4m,34.1,250588
2401,sintel_trailer_2k_720p24_short.y4m,4.23,126776
2401,sd_crew_cif_short.y4m,3.1,22736
2401,riverbed_1080p25_short.y4m,83.72,252448
2401,Johnny_1280x720_60_short.y4m,25.24,194492
2402,pedestrian_area_1080p25_short.y4m,3.43,252572
2402,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.41,753272
2402,blue_sky_1080p25_short.y4m,2.75,252572
2402,Johnny_1280x720_60_short.y4m,1.92,194688
2402,sintel_trailer_2k_720p24_short.y4m,0.37,128744
2402,sd_city_4cif_short.y4m,1.28,81040
2402,sd_crew_cif_short.y4m,0.25,23340
2402,riverbed_1080p25_short.y4m,6.92,252572
2402,sd_bridge_close_cif_short.y4m,0.16,23104
2403,sd_bridge_close_cif_short.y4m,0.66,12424
2403,pedestrian_area_1080p25_short.y4m,14.75,158912
2403,blue_sky_1080p25_short.y4m,12.58,159064
2403,Johnny_1280x720_60_short.y4m,10.12,79928
2403,sd_city_4cif_short.y4m,5.45,41376
2403,sd_crew_cif_short.y4m,1.1,12456
2403,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,35,577264
2403,riverbed_1080p25_short.y4m,26.88,157220
2403,sintel_trailer_2k_720p24_short.y4m,2.04,80284
2404,sd_bridge_close_cif_short.y4m,0.68,15440
2404,pedestrian_area_1080p25_short.y4m,14.98,225992
2404,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.68,805560
2404,sd_crew_cif_short.y4m,1.09,15352
2404,sintel_trailer_2k_720p24_short.y4m,2.1,119544
2404,blue_sky_1080p25_short.y4m,11.9,222268
2404,sd_city_4cif_short.y4m,5.22,60144
2404,Johnny_1280x720_60_short.y4m,8.92,121032
2404,riverbed_1080p25_short.y4m,30.11,224240
2405,blue_sky_1080p25_short.y4m,15.92,225980
2405,sintel_trailer_2k_720p24_short.y4m,2.2,119756
2405,sd_crew_cif_short.y4m,1.21,15356
2405,pedestrian_area_1080p25_short.y4m,17.33,225936
2405,Johnny_1280x720_60_short.y4m,11.92,119728
2405,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,42.9,807384
2405,sd_city_4cif_short.y4m,6.34,57444
2405,riverbed_1080p25_short.y4m,31.27,225936
2405,sd_bridge_close_cif_short.y4m,0.87,15440
2406,sd_bridge_close_cif_short.y4m,0.86,15484
2406,sintel_trailer_2k_720p24_short.y4m,2.2,122224
2406,pedestrian_area_1080p25_short.y4m,18.85,224696
2406,sd_crew_cif_short.y4m,1.28,15452
2406,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,49.37,811632
2406,riverbed_1080p25_short.y4m,33.59,226492
2406,sd_city_4cif_short.y4m,6.53,56572
2406,Johnny_1280x720_60_short.y4m,13.67,116072
2406,blue_sky_1080p25_short.y4m,17.86,226484
2407,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,41.45,805616
2407,sintel_trailer_2k_720p24_short.y4m,2.1,120112
2407,sd_bridge_close_cif_short.y4m,0.82,15208
2407,sd_city_4cif_short.y4m,6.05,57480
2407,Johnny_1280x720_60_short.y4m,11.22,114776
2407,riverbed_1080p25_short.y4m,29.62,224032
2407,blue_sky_1080p25_short.y4m,15.17,224116
2407,pedestrian_area_1080p25_short.y4m,16.82,222072
2407,sd_crew_cif_short.y4m,1.16,15276
2408,pedestrian_area_1080p25_short.y4m,3.34,370112
2408,sd_bridge_close_cif_short.y4m,0.16,25756
2408,Johnny_1280x720_60_short.y4m,1.87,290280
2408,sd_crew_cif_short.y4m,0.25,25812
2408,sintel_trailer_2k_720p24_short.y4m,0.38,188176
2408,blue_sky_1080p25_short.y4m,2.66,374112
2408,sd_city_4cif_short.y4m,1.24,143524
2408,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.21,1006200
2408,riverbed_1080p25_short.y4m,6.89,370108
2409,sintel_trailer_2k_720p24_short.y4m,4.03,83316
2409,Johnny_1280x720_60_short.y4m,23.24,81028
2409,sd_bridge_close_cif_short.y4m,1.31,13072
2409,sd_crew_cif_short.y4m,2.1,13052
2409,riverbed_1080p25_short.y4m,55.45,158944
2409,sd_city_4cif_short.y4m,12.07,42416
2409,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,80.08,574100
2409,pedestrian_area_1080p25_short.y4m,31.66,158952
2409,blue_sky_1080p25_short.y4m,28.81,157088
2410,pedestrian_area_1080p25_short.y4m,18.93,396256
2410,riverbed_1080p25_short.y4m,32.58,395972
2410,sintel_trailer_2k_720p24_short.y4m,2.35,197720
2410,sd_crew_cif_short.y4m,1.38,25292
2410,blue_sky_1080p25_short.y4m,15.87,395888
2410,sd_city_4cif_short.y4m,7.25,147336
2410,sd_bridge_close_cif_short.y4m,0.78,25292
2410,Johnny_1280x720_60_short.y4m,12.43,300784
2410,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,45.33,1097804
2411,pedestrian_area_1080p25_short.y4m,1.99,422712
2411,sd_crew_cif_short.y4m,0.17,27404
2411,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.63,1196164
2411,sd_bridge_close_cif_short.y4m,0.13,27408
2411,riverbed_1080p25_short.y4m,3.93,422748
2411,sd_city_4cif_short.y4m,0.75,165012
2411,sintel_trailer_2k_720p24_short.y4m,0.3,210596
2411,blue_sky_1080p25_short.y4m,1.6,422720
2411,Johnny_1280x720_60_short.y4m,1.09,334500
2412,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.41,1006140
2412,riverbed_1080p25_short.y4m,6.49,369788
2412,pedestrian_area_1080p25_short.y4m,3.08,370048
2412,sd_crew_cif_short.y4m,0.24,25740
2412,sintel_trailer_2k_720p24_short.y4m,0.37,189328
2412,sd_bridge_close_cif_short.y4m,0.16,25688
2412,blue_sky_1080p25_short.y4m,2.42,373712
2412,Johnny_1280x720_60_short.y4m,1.69,290096
2412,sd_city_4cif_short.y4m,1.16,145088
2413,sintel_trailer_2k_720p24_short.y4m,0.28,137752
2413,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.15,815508
2413,sd_bridge_close_cif_short.y4m,0.12,22272
2413,blue_sky_1080p25_short.y4m,1.75,268336
