id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,weight,selected
2051,0,p8x8,2,0.296249058842245,1,10,1,-10,29.32159763936856,-4:4,temporal,0,184,4,dia,4,1,1,vbr,0,high,0.3314707658397848,22,10,153,4,76,8,3,1,1,1,1.222222,0
2051,0,p8x8,2,0.296249058842245,1,10,0,-10,29.32159763936856,-4:4,temporal,0,184,4,dia,4,1,1,vbr,0,high,0.3314707658397848,22,10,153,4,80,0,42,0,0,1,1.222222,0
1320,1,p4x4,3,0.6157864219350295,1,12,0,8,38.687654164818326,2:-2,spatial,1,435,3,dia,15,1,0,cbr,1,main,0.7214316074693485,25,3,141,7,40,5,63,1,0,2,1.222222,0
2051,0,p8x8,2,0.7254294592101662,2,10,0,5,29.58495568862226,4:4,spatial,0,455,0,tesa,54,1,1,none,1,baseline,0.6493532546000097,44,15,26,16,80,1,2,0,0,0,1.222222,0
76,0,p8x8,1,0.6295137611273145,2,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,0,0,2.111111,1
344,0,p8x8,1,0.7769498651393252,2,8,1,8,49.654252470083385,5:5,temporal,0,100,3,tesa,45,0,1,none,0,main,0.20369733279575,40,10,129,1,82,0,8,0,0,0,1.222222,0
2233,0,none,1,1.3653973567571176,0,9,0,11,15.204349918038613,4:4,spatial,0,51,0,tesa,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,1,2,0,0,0,1.222222,0
2051,0,p8x8,2,0.296249058842245,2,10,1,-4,29.58495568862226,4:4,spatial,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,1,0,0,1.222222,0
2051,0,p8x8,2,0.296249058842245,1,10,1,12,29.32159763936856,-4:4,spatial,0,204,3,dia,54,0,1,none,1,baseline,0.6493532546000097,48,4,92,7,80,0,2,0,0,0,1.222222,0
1320,1,all,3,0.6157864219350295,2,12,1,8,38.687654164818326,2:-2,spatial,1,435,0,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,0,0,1.222222,0
328,1,p8x8,2,0.4063817096971824,2,15,0,-9,23.36341914618729,3:-3,temporal,0,391,0,hex,54,0,0,vbr,0,baseline,0.4042248166211642,36,4,216,3,44,0,29,0,1,0,1.666667,0
2233,1,none,1,1.3653973567571176,1,9,0,-9,23.36341914618729,3:-3,temporal,1,391,0,hex,54,0,0,vbr,0,baseline,0.4042248166211642,36,4,216,3,44,0,29,0,1,0,1.666667,0
1320,1,p4x4,3,0.6157864219350295,1,15,0,-9,23.36341914618729,3:-3,temporal,0,391,0,hex,54,0,1,vbr,0,baseline,0.4042248166211642,36,4,216,3,46,0,29,0,1,0,1.666667,0
2233,0,p8x8,2,0.7492043735568398,2,15,0,-9,23.36341914618729,3:-3,temporal,0,391,0,hex,54,0,0,vbr,0,baseline,0.4042248166211642,36,4,216,7,44,0,29,0,1,1,1.666667,0
2233,1,none,1,1.3653973567571176,1,9,0,-9,23.36341914618729,6:-6,temporal,1,391,0,hex,54,0,0,vbr,0,baseline,0.4042248166211642,36,4,216,3,44,0,29,2,1,0,1.666667,0
328,1,p8x8,2,0.4063817096971824,2,15,0,-3,23.36341914618729,3:-3,temporal,0,391,0,dia,54,0,0,vbr,0,main,0.7214316074693485,36,3,141,7,40,0,63,1,0,2,1.666667,0
2233,1,none,1,1.3653973567571176,1,9,0,-9,23.36341914618729,3:-3,temporal,1,391,0,hex,54,0,0,vbr,0,high,0.4042248166211642,40,4,216,3,44,1,2,0,0,0,1.666667,0
2051,1,none,1,0.6213877150429228,1,2,0,-9,23.36341914618729,3:-3,temporal,1,89,0,hex,54,0,0,vbr,1,baseline,0.4042248166211642,36,4,216,16,44,0,29,0,1,0,1.666667,0
328,1,p8x8,2,0.4063817096971824,2,15,0,-9,23.36341914618729,3:-3,temporal,0,391,3,hex,54,0,1,none,1,main,0.20369733279575,40,11,129,1,82,1,8,0,0,0,1.666667,0
2233,1,all,1,1.3653973567571176,1,9,0,10,23.36341914618729,5:-5,temporal,1,391,0,hex,54,0,0,vbr,0,baseline,0.4042248166211642,36,20,216,3,44,0,29,0,1,0,1.666667,0
76,0,p4x4,1,0.6295137611273145,1,0,1,4,29.58495568862226,4:4,spatial,0,51,0,dia,32,0,0,cbr,1,main,0.6897878317813976,30,18,26,5,7,1,3,1,0,0,1.444444,0
762,1,p4x4,0,0.1252347426477105,2,1,1,4,41.48298590681043,-5:5,spatial,0,80,0,dia,39,1,0,none,0,main,0.2500707216882556,29,17,241,1,80,8,52,0,0,2,1.444444,0
762,1,p4x4,0,0.1252347426477105,2,1,1,4,41.48298590681043,-2:2,spatial,0,80,0,dia,9,1,0,cbr,0,main,0.8623170732099653,30,13,26,5,7,3,30,1,0,0,1.444444,0
519,0,p8x8,1,0.6295137611273145,0,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,31,4,116,2,47,0,2,0,0,0,1.444444,0
834,0,p8x8,1,0.6295137611273145,0,0,1,9,2.185327087253972,4:4,spatial,0,51,1,dia,54,0,1,none,0,baseline,0.6493532546000097,31,4,116,2,47,0,2,0,0,1,1.444444,0
519,0,p8x8,1,0.6295137611273145,0,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,1,1,none,0,baseline,0.6493532546000097,31,12,5,10,87,4,49,0,1,1,1.444444,0
519,0,p8x8,1,0.6295137611273145,0,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,31,4,116,2,47,0,2,0,0,1,1.444444,0
519,1,p8x8,2,0.6295137611273145,0,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,31,3,116,2,47,0,2,1,0,0,1.444444,0
762,0,p4x4,0,0.1252347426477105,2,0,1,9,29.58495568862226,4:4,spatial,0,51,4,dia,54,0,1,none,0,baseline,0.6341042392456505,48,4,92,2,80,0,2,0,0,0,1.444444,0
