NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,1,1,0,0,0,0,0,0,0,1,0,0,8,160,0,1.54
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,1,1.05
1,0,1,1,0,1,0,0,0,1,1,1,0,8,320,0,1.5
0,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,1.42
1,0,0,1,0,0,0,0,1,1,0,0,0,22,8,1,1.68
1,0,1,1,1,1,0,0,0,1,0,1,0,22,320,0,2.74
0,0,0,0,0,0,0,0,0,1,1,1,1,22,8,2,3.76
1,0,1,1,0,1,0,1,0,1,0,1,0,48,320,0,3.75
1,0,1,0,0,0,0,1,0,1,0,1,1,44,8,1,3.89
1,0,1,0,0,0,0,1,0,1,0,1,1,44,8,2,3.95
0,0,0,1,1,0,0,0,0,0,0,1,0,48,320,0,7.06
0,0,1,1,0,1,0,1,0,1,0,0,0,44,160,0,4.84
1,0,1,0,1,0,0,0,0,1,0,1,1,44,160,0,5.86
1,1,0,1,0,1,1,1,1,0,0,0,0,44,160,1,9.62273675588859
0,0,1,1,0,0,0,0,0,1,1,1,1,22,8,2,9.622577144341696
1,0,1,0,0,0,0,0,0,1,0,1,1,44,160,0,9.62728649188234
1,0,1,0,1,0,0,0,0,0,0,1,0,48,320,0,9.62340254307092
1,0,1,1,1,1,1,1,0,0,0,0,1,8,8,1,9.624102738052887
0,0,1,0,0,0,0,0,1,0,1,0,1,8,160,0,9.625500731799818
0,0,0,0,0,1,0,0,0,1,1,1,0,22,8,2,9.626710246992142
0,1,1,1,1,0,1,0,1,1,0,1,1,8,160,1,9.621239890755588
1,0,1,1,1,1,1,0,1,0,1,0,1,22,8,1,9.623833125129904
0,1,1,0,1,1,1,1,0,1,0,1,0,48,320,0,9.62539325608547
0,1,0,1,0,1,0,0,0,0,0,1,0,8,320,2,9.622526558454519
0,0,1,0,0,0,1,0,1,0,0,1,0,22,8,0,9.624422588906246
0,0,1,0,1,1,1,0,1,0,0,0,1,8,320,0,9.622476636077497
0,0,1,1,1,0,1,0,1,0,0,0,0,48,160,0,9.627770640010263
1,1,0,0,1,0,1,0,1,0,1,1,1,8,8,0,9.621294369735999
1,1,0,1,0,1,1,0,0,0,0,0,1,8,8,1,9.623041897961182
0,1,1,0,0,1,0,0,0,1,0,1,1,44,160,0,9.623781153628114
1,0,0,1,0,0,0,0,0,1,0,0,0,8,160,0,9.625333513757216
0,1,1,0,1,0,0,0,0,0,1,0,0,22,8,1,9.624947516444436
0,0,1,0,0,0,0,0,0,1,0,1,1,8,8,1,9.621466794241385
1,0,1,1,0,0,0,0,0,1,1,1,0,44,160,0,9.627154854724978
0,1,0,0,1,0,0,0,1,1,1,1,0,8,8,0,9.624692455941762
1,1,1,0,0,0,0,0,0,1,0,0,0,8,160,0,9.62742429916367
1,1,1,0,0,0,0,1,0,1,1,1,1,44,8,1,9.626796356019991
0,0,0,0,0,1,0,0,0,1,0,1,0,22,8,2,9.626430709194253
1,0,0,1,0,0,1,0,0,1,0,1,0,44,8,1,9.623833806096673
1,0,1,1,0,0,0,1,1,1,0,0,0,22,8,1,9.62687809517922
1,0,1,1,1,1,0,0,0,1,0,1,1,22,320,0,9.62149013749027
1,0,1,0,0,0,0,0,0,1,1,1,1,44,8,2,9.627708494079481
0,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,9.621251942928032
1,0,1,1,0,0,0,0,0,1,1,1,0,8,160,0,9.623872336477037
0,0,0,1,0,0,0,0,0,1,1,1,0,8,8,1,9.621082856309856
1,0,1,0,0,0,0,0,0,0,1,1,1,8,8,2,9.623227181822717
0,1,0,0,0,0,0,0,1,1,0,1,1,22,8,2,9.623678200596174
0,0,0,0,0,0,0,0,0,0,1,0,0,48,8,2,9.626124027184492
1,0,0,0,0,0,0,0,1,0,1,0,0,48,160,0,9.624173525521845
1,1,1,1,0,0,1,0,0,1,0,0,1,22,8,1,9.626075483030327
0,0,1,1,0,1,1,0,0,1,1,1,0,22,320,0,9.62562350943291
1,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,1.52
0,0,0,0,0,0,0,0,0,1,0,1,0,48,320,0,9.62122762063372
1,1,1,1,0,1,0,1,0,1,1,1,1,22,320,2,9.622801345744481
1,0,1,0,1,0,0,0,0,1,0,1,1,44,320,0,9.621579210499336
