auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,1,1,1,0,1,0,0,0,0,0,0,1.25,0
0,1,0,1,0,1,1,1,0,1,1,0,2.125,1
0,1,0,0,0,1,1,1,0,1,0,0,2.125,1
1,1,1,1,0,1,1,1,0,1,0,0,1.25,0
0,1,0,0,0,1,0,0,0,1,0,0,2.125,1
1,1,1,1,1,1,1,1,0,0,0,0,1.25,0
1,1,1,1,1,1,1,1,0,1,0,0,1.25,0
1,1,0,1,1,1,0,1,1,1,1,0,1.25,0
1,1,1,1,1,1,0,0,1,1,0,0,1.25,0
0,1,0,1,0,1,1,1,1,1,1,0,1.25,0
1,0,0,1,0,0,0,1,0,1,1,0,1.625,0
1,0,0,1,0,0,0,0,0,1,0,0,1.625,0
1,1,1,1,1,0,0,0,0,0,0,0,2.0,0
1,0,0,0,0,0,0,1,0,1,0,0,2.125,1
1,0,0,1,0,0,0,1,0,1,0,0,1.625,0
1,1,1,1,1,0,1,1,0,1,0,0,2.0,0
1,0,0,1,0,0,0,0,1,0,0,0,1.375,0
1,0,0,1,1,0,0,0,1,0,1,0,1.625,0
1,0,0,0,0,0,0,0,1,0,0,0,1.625,0
1,0,0,1,0,0,0,1,1,0,0,0,1.375,0
0,0,0,0,0,0,0,1,0,1,0,0,2.125,1
1,1,0,1,0,0,0,0,0,0,0,0,1.875,0
0,0,1,0,1,1,0,1,0,1,1,0,1.625,0
1,0,0,0,0,0,0,1,0,1,1,0,1.875,0
0,0,0,0,0,0,0,0,0,1,0,0,2.0,0
0,0,0,1,0,0,1,1,0,1,1,0,1.625,0
0,0,0,1,0,0,0,1,0,1,1,0,1.625,0
0,0,1,0,1,1,0,1,0,1,0,0,1.625,0
0,0,1,0,0,1,1,0,0,1,0,0,1.625,0
0,0,0,0,0,1,0,1,0,1,0,0,1.625,0
0,0,1,0,0,1,0,0,0,0,0,0,1.625,0
1,1,1,1,1,0,0,0,0,1,1,0,1.75,0
1,1,1,1,1,0,0,1,0,1,1,0,1.75,0
1,1,1,1,1,0,1,1,0,1,0,1,1.75,0
1,1,0,0,0,0,0,1,0,1,0,0,1.75,0
1,1,1,1,0,0,1,0,0,1,0,1,1.75,0
1,1,1,0,0,0,0,1,0,1,0,0,1.75,0
1,0,1,1,0,0,0,1,0,1,0,1,1.875,0
1,0,1,1,0,0,0,0,0,1,0,0,1.875,0
1,0,0,0,0,0,0,0,0,1,0,0,1.875,0
1,0,0,0,0,0,0,0,0,0,0,0,1.875,0
1,0,0,0,0,0,0,0,0,1,0,1,1.875,0
0,0,0,0,1,0,0,0,0,1,0,0,1.875,0
1,0,0,0,1,0,0,1,0,1,0,0,1.875,0
0,1,0,0,0,0,1,0,0,0,1,0,2.0,0
0,1,0,1,0,0,1,1,1,1,1,0,2.0,1
0,1,1,1,0,1,1,1,0,1,1,0,2.0,1
0,1,1,1,0,1,1,1,0,0,0,0,2.0,1
0,1,0,0,0,1,0,0,0,1,0,1,2.0,0
0,1,0,0,0,1,0,1,0,1,1,0,2.0,1
0,1,1,0,0,1,0,1,0,1,0,0,2.0,1
1,0,0,0,0,0,1,0,0,1,0,0,2.125,1
0,0,0,1,1,0,0,1,0,1,0,1,2.125,1
0,0,0,0,0,0,1,1,0,0,1,0,2.125,1
0,0,0,0,0,0,1,1,0,0,1,1,2.125,1
0,0,0,1,1,0,0,0,0,0,0,0,2.125,1
0,0,0,1,1,0,0,1,0,1,0,0,2.125,1
0,0,0,0,1,0,0,0,0,0,0,1,2.125,1
0,0,1,1,1,0,0,0,0,1,0,0,2.125,1
0,0,0,1,0,0,0,0,0,0,0,0,2.125,1
1,0,0,1,0,0,0,0,0,0,0,0,2.125,1
