auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,time
1,0,0,0,0,0,0,1,0,1,0,0,4.13
1,0,1,0,0,0,0,1,0,1,0,0,4.13
1,1,1,0,0,0,0,1,0,1,0,1,4.54
1,0,0,0,0,0,0,1,0,0,0,0,4.13
0,0,0,0,0,0,0,0,0,1,0,1,4.13
1,1,1,1,0,0,1,1,0,1,0,1,4.53
1,0,1,0,0,0,0,1,0,0,0,0,4.13
0,0,0,0,0,0,1,0,0,1,0,0,4.13
1,1,0,0,0,0,0,1,0,1,1,1,4.54
1,1,0,0,1,0,0,0,0,0,1,1,4.53
1,0,1,0,0,0,0,0,0,0,0,0,4.13
1,0,0,0,0,0,1,0,0,1,0,0,4.13
0,0,1,0,0,0,1,0,0,0,0,0,4.13
0,0,1,0,0,0,0,0,0,1,0,0,4.13
1,0,0,0,1,0,0,0,0,1,0,0,4.13
0,0,0,0,0,0,0,1,0,0,1,1,4.13
0,0,0,0,0,0,1,1,0,1,1,0,4.13
1,1,0,0,1,0,0,1,0,1,0,0,4.53
1,1,1,0,0,0,0,1,0,1,0,0,4.53
0,0,0,0,0,0,0,0,0,0,1,1,4.13
0,0,0,0,0,0,1,1,0,1,1,0,4.13
0,0,0,0,0,0,0,1,0,0,1,1,4.13
1,0,0,0,1,0,0,0,0,1,0,0,4.13
0,1,0,0,0,0,1,1,0,0,1,0,4.53
0,1,1,0,0,0,0,1,0,1,0,1,4.53
1,1,1,0,0,0,0,1,0,1,0,1,4.54
0,0,1,0,1,1,0,1,0,1,0,0,2.65
0,0,1,1,1,0,0,1,1,1,0,0,4.15
1,0,0,1,0,0,0,0,1,1,1,1,4.19
1,0,0,0,0,0,1,0,1,1,1,1,4.14
1,0,1,0,1,0,0,1,0,1,1,0,4.6779162709690265
1,0,0,0,0,0,0,0,0,1,0,0,4.13
0,1,1,0,1,1,0,0,0,1,0,0,4.674547610687902
1,0,0,0,0,0,0,1,0,0,1,1,4.15
1,0,1,1,0,0,0,0,1,1,0,0,4.67595329612168
0,0,1,0,0,0,0,1,1,1,0,0,4.676333934156133
0,0,0,0,0,0,1,1,0,1,0,1,4.6746518799787635
0,0,1,0,1,0,1,1,0,1,0,0,4.671571529590821
1,0,0,0,1,0,1,0,0,0,0,0,4.677962360429651
0,0,0,1,1,0,0,0,0,1,0,0,4.13
0,0,1,0,0,1,0,1,0,0,0,0,4.67155109186484
1,0,0,0,1,0,0,1,0,0,1,1,4.676671084845873
0,0,0,0,0,0,0,1,0,0,0,0,4.13
1,0,1,0,1,1,0,1,0,1,0,0,4.672354168057224
0,0,1,0,0,0,1,1,0,1,1,0,4.13
0,1,0,0,0,1,1,1,0,1,1,0,4.67477915715308
1,0,0,0,0,1,0,0,0,0,0,0,2.65
0,0,1,0,0,1,0,0,1,0,0,0,2.69
0,0,0,1,0,0,0,1,0,0,1,1,4.673232395008439
0,0,1,0,0,0,1,0,0,1,1,0,4.671290346113039
