NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,1,1.85
1,1,0,0,0,0,1,0,0,1,0,0,0,44,160,0,4.84
0,0,1,0,0,1,0,0,1,0,0,1,1,22,8,0,5.61
0,1,1,0,0,0,0,1,0,0,0,0,0,48,8,0,6.14
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,2,6.15
1,0,1,1,0,1,0,1,0,1,0,1,0,48,160,0,6.76
0,1,0,0,0,0,0,1,0,0,0,0,0,48,8,0,6.92
0,1,1,0,0,0,1,0,0,1,0,1,0,44,8,1,7.28
1,1,0,0,0,0,1,0,0,0,0,1,0,44,8,1,7.28
1,0,1,0,0,1,0,0,0,0,1,1,1,44,160,0,7.62
1,1,0,0,1,0,0,0,0,0,0,1,0,44,8,1,7.7
1,0,1,0,0,1,0,0,0,0,1,1,1,44,320,0,7.97
0,0,0,1,0,0,0,1,0,0,0,0,0,48,8,0,9.79
1,0,1,0,0,1,0,0,0,1,1,1,1,44,160,0,11.62
1,0,0,1,0,0,0,1,1,0,1,0,0,44,320,1,12.551504234171984
1,0,0,1,1,1,1,1,1,0,0,0,0,48,8,0,12.551540340374814
0,0,0,1,1,1,0,1,0,1,0,1,0,48,160,0,12.551925549675605
1,0,0,1,0,0,0,0,0,0,0,0,1,8,8,1,12.552067425020336
1,0,0,0,1,1,1,1,1,1,0,1,0,44,320,1,12.552102603793534
0,0,0,0,0,1,0,0,1,0,0,1,1,22,8,0,12.552198324062614
