OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,throughput
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,568.829221077284
0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,527.79859999662
0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,567.539456497911
1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,552.441939172348
0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,555.132989261907
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,757.765966415137
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,544.107920576198
1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,298.580364996635
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,565.415343764387
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,591.32501995401
0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,252.28860951678118
0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,252.28448495344776
0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,252.28415758846788
1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,252.28352713136232
1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,252.28939211529845
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,252.2855279776365
1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,252.28622927951784
0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,252.28320544345422
1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,252.28504390705487
0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,252.28638596231454
1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,252.28147448218596
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,252.28437676264627
1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,252.28727554339642
1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,252.2890239091933
1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,252.28680359197247
0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,252.28558660878085
0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,252.28590015144906
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,252.28319505291697
1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,252.28624449837855
0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,252.28547780436932
1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,252.2858859192054
0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,252.2859766565997
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,252.2865036949122
0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,252.28701629353998
0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,252.28526887493712
0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,252.2872120448653
1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,252.2847950843925
0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,252.28710431460274
0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,252.28611845658526
1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,252.289071364837
