iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,90,2.625,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,90,1.75,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,2.625,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,90,1.25,0
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,90,2.375,1
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1.25,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1.875,1
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,90,2.25,1
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,10,2.375,1
0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,90,2.25,1
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,90,1.375,0
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,90,1.375,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,1.375,0
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,1.375,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,90,1.375,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10,1.375,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.5,0
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,1.5,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,90,1.5,0
0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,1.5,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,1.5,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,90,1.5,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,10,1.625,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,1.875,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,10,1.625,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.625,0
0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,10,1.625,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,10,1.625,0
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.75,0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,90,2.375,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,2.25,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,1.75,0
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,10,1.75,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.75,0
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,2.25,1
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,90,1.875,1
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,2.25,1
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,1.875,1
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,90,1.875,1
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,90,1.875,1
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,90,1.875,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,90,2.125,1
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,2.125,1
