encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,1,0,0,1,0,0,0,23.62
1,1,0,1,0,0,0,0,0,0,0,10.03
1,0,0,1,0,0,0,0,0,1,0,14.68
0,0,0,0,0,0,1,0,0,0,0,313.74
1,0,0,0,0,0,1,0,1,0,0,10.18
1,0,0,0,1,0,0,0,1,0,0,10.19
0,0,0,0,1,0,0,0,1,1,1,14.97
1,1,0,0,0,1,0,1,1,0,0,165.08
1,1,0,0,1,0,0,1,0,0,0,14.92
0,1,0,0,1,0,0,0,0,1,1,181.76
1,0,0,1,0,1,1,0,1,0,1,314.98667943299574
1,0,1,1,0,1,0,1,1,0,0,314.98554114892295
0,1,0,0,0,0,1,0,1,0,1,314.98339432083327
1,1,1,1,1,1,1,0,0,0,1,314.98739998287806
1,1,0,1,0,0,1,0,0,1,1,314.9856302300225
1,0,0,1,1,0,0,0,0,1,0,314.9885270761703
1,0,0,1,0,0,1,1,1,1,0,314.9864587611752
1,1,0,0,0,0,1,0,1,0,1,314.9816669733774
1,1,0,1,0,1,0,1,0,0,0,314.9855185842909
0,0,1,0,0,0,1,1,0,0,0,314.9827403086363
0,0,0,1,0,0,0,0,1,0,0,24.34
1,0,0,1,0,1,1,0,0,0,0,314.9879669319113
1,1,0,0,0,0,1,1,0,0,1,314.98653496901403
0,1,1,0,1,0,0,0,0,1,0,314.98267241243553
1,1,0,1,1,1,0,1,0,1,1,314.9848838032008
0,1,1,1,0,1,1,1,1,0,1,314.98444335971124
0,1,0,0,0,0,1,0,1,0,1,314.9827286555671
1,0,0,1,1,1,0,0,0,1,1,314.98637461828173
1,1,1,0,0,1,0,0,1,1,1,314.9842548205381
1,1,0,1,0,0,0,0,0,1,1,314.98259669693294
1,0,1,1,1,0,0,0,1,0,0,314.9815881047295
1,0,0,0,1,0,1,0,1,0,0,314.98409303322035
0,1,0,0,0,0,1,1,0,0,0,28.66
1,0,0,1,0,0,0,0,1,1,0,10.22
0,1,0,0,1,0,0,0,0,0,1,10.7
1,1,0,1,0,0,1,0,0,1,0,314.9825912184751
1,0,0,0,0,0,0,0,0,0,0,314.9863552259343
1,1,0,1,0,0,1,0,1,0,1,314.9869163100832
1,0,0,0,0,0,0,1,1,0,0,314.9814464226364
0,0,0,0,0,0,1,0,0,1,1,314.98830608155737
0,0,0,0,1,0,0,0,0,1,1,10.78
0,1,0,0,0,0,1,0,0,1,1,314.9874018298488
1,1,1,1,0,0,0,0,0,0,0,314.9884705881382
1,1,0,0,0,0,0,0,0,1,1,314.98566572986715
0,1,0,0,1,0,1,0,1,0,1,314.9818806522578
0,1,1,0,0,0,0,0,0,0,1,314.98288636250106
0,1,0,0,1,0,0,0,0,1,0,25.21
1,0,1,0,1,0,0,0,1,0,0,314.9837146804268
1,0,0,0,0,0,1,1,0,0,0,10.4
0,0,1,0,0,0,1,0,1,1,1,314.98613603163227
1,1,0,0,0,0,0,0,0,0,1,314.98888326262085
0,1,0,1,1,0,1,1,0,0,0,314.98533289481037
0,1,0,0,1,0,0,0,0,0,0,10.5
0,0,0,0,1,0,1,1,0,0,0,314.98411115367924
0,1,0,1,1,0,0,0,0,1,1,314.9817364113704
0,0,1,1,1,0,0,0,0,0,1,314.9823406094882
0,1,0,0,1,0,0,1,1,0,1,10.43
0,0,0,1,0,0,0,1,1,1,0,10.72
1,0,0,0,1,0,0,1,0,0,0,14.72
1,0,0,1,1,0,0,0,1,0,0,314.9816361036515
1,1,0,0,1,0,1,0,1,0,0,314.98683172198974
0,0,0,0,1,1,0,1,0,1,0,314.9885786239535
0,1,0,0,1,0,0,0,1,1,1,15.52
0,1,0,0,0,0,1,1,0,1,0,18.77
1,0,1,0,0,0,1,0,1,0,0,314.9838068336569
1,0,0,1,0,1,0,0,1,1,0,314.98336995484544
1,0,0,0,1,0,1,0,1,1,0,314.98264877137143
1,1,0,0,0,0,1,0,1,0,0,29.0
1,0,0,0,0,1,0,0,0,1,0,13.54
0,0,0,0,0,0,1,1,0,0,0,314.98
0,0,0,0,1,0,0,1,1,1,0,14.92
1,0,0,1,0,0,0,1,0,0,0,14.64
0,0,0,1,0,0,0,0,0,1,0,15.02
0,0,0,0,0,1,0,0,1,1,1,314.98703174863317
0,0,0,1,0,0,1,1,0,0,0,314.9852578985172
1,0,1,0,0,0,0,1,1,1,0,18.81
1,1,0,1,0,0,0,1,1,0,1,314.9821945482664
1,0,0,0,0,1,0,0,1,1,0,230.68
0,0,0,0,0,0,1,0,0,1,0,162.87
0,1,0,0,1,0,0,0,1,0,0,25.1
1,0,1,1,0,0,0,1,1,1,0,314.98659999011977
1,1,0,1,0,1,0,0,0,0,0,314.9851529624558
1,0,0,0,1,0,1,1,0,0,1,314.98197015972283
0,0,0,1,0,0,0,1,1,0,0,10.3
1,0,0,0,1,0,0,0,1,1,0,229.77
1,0,0,1,0,0,0,0,1,1,1,314.9830878618204
1,0,0,0,0,1,0,0,0,0,0,13.52
1,0,0,0,0,1,0,0,1,0,0,14.69
0,0,0,0,1,0,0,0,0,0,1,10.72
1,1,0,0,1,0,0,0,1,0,0,230.29
