NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,1,0,1,1,0,0,1,0,1,0,8,160,0,1.62
0,1,0,0,1,0,0,0,0,0,0,0,0,8,320,0,1.24
1,1,1,0,0,1,0,1,0,1,0,1,0,8,8,0,1.08
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,2,0.82
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,0.95
1,0,1,1,0,1,1,0,0,0,0,1,0,8,8,0,1.33
1,1,1,0,1,0,0,0,0,1,0,1,0,8,160,0,1.11
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,0.98
1,0,1,0,1,0,0,0,0,1,0,1,1,8,8,0,1.43
0,1,0,0,0,0,1,0,0,0,0,0,0,8,320,0,1.98
1,1,0,0,0,0,1,0,0,0,0,1,0,22,160,0,2.99
0,0,0,0,1,1,0,0,0,0,0,0,1,8,8,0,2.68
1,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,3.11
1,0,1,1,0,0,0,0,0,1,1,0,0,48,8,0,10.38
1,1,0,0,0,0,0,0,1,1,0,1,0,44,8,1,3.94
1,0,1,1,0,1,0,1,0,1,0,1,0,22,8,0,3.33
1,1,1,0,0,0,0,0,1,1,0,1,0,22,8,0,2.7
1,0,1,1,0,1,1,0,0,1,0,1,0,8,320,0,1.76
1,0,0,1,0,1,1,0,0,1,0,1,0,8,160,0,2.41
0,1,1,0,1,1,0,1,0,0,0,1,0,48,320,2,12.553880970636454
0,1,0,0,1,0,0,0,0,0,0,0,0,8,320,0,1.24
1,0,1,1,0,1,1,0,0,1,0,1,0,8,160,0,1.62
0,1,0,0,0,0,1,0,0,0,0,0,0,8,320,0,1.98
1,1,1,0,0,0,0,0,1,1,0,1,0,22,8,0,2.7
0,0,0,0,1,1,0,0,0,0,0,0,1,8,8,0,2.68
1,1,0,0,0,0,1,0,0,0,0,1,0,22,160,0,2.99
1,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,3.11
1,0,1,1,0,1,0,1,0,1,0,1,0,22,8,0,3.33
1,1,0,0,0,0,0,0,1,1,0,1,0,44,8,1,3.94
1,0,1,1,0,0,0,0,0,1,1,0,0,48,8,0,10.38
0,1,0,0,0,0,0,1,0,0,0,0,0,8,160,0,1.27
1,1,1,0,1,0,0,0,0,1,0,1,1,8,8,0,12.55189059347195
1,1,0,0,0,1,0,0,1,0,0,0,0,8,320,0,12.557918983321652
1,0,0,1,0,1,0,1,1,1,0,1,0,8,160,0,12.551748603332028
0,0,1,0,1,1,0,0,0,1,0,1,0,8,160,0,12.55624707526115
0,0,1,0,0,0,0,0,0,0,0,0,1,8,160,0,12.555053036241077
1,0,1,0,1,0,0,0,0,1,1,1,0,8,160,0,12.555266401552947
1,1,0,0,0,0,0,0,0,0,1,1,0,8,8,0,12.556326320351546
1,0,0,0,0,1,0,0,0,1,1,1,0,8,8,0,12.551743368927532
1,1,1,1,0,1,1,0,0,1,0,0,1,8,160,0,12.556182204938697
1,0,1,0,1,1,1,0,0,1,0,0,0,8,8,0,12.554891448470325
0,0,0,0,0,0,1,1,0,0,0,1,1,8,8,0,12.554528515842375
1,1,1,0,0,0,0,0,1,1,0,1,0,22,8,1,4.46
1,1,0,0,1,1,0,0,0,0,0,0,1,22,8,0,12.554797976695903
0,1,0,1,0,1,1,0,0,0,0,1,0,8,8,0,12.555655816218497
1,0,1,0,0,0,1,0,1,0,0,0,1,8,8,2,12.558777493081335
0,1,0,1,0,0,1,0,1,1,0,0,0,8,8,0,12.557673374726647
0,1,0,0,0,1,0,0,0,0,1,1,0,8,320,0,12.554764494001132
0,1,1,0,1,0,1,0,0,1,0,0,1,8,8,2,12.554171759393903
0,1,0,0,0,0,0,0,1,0,1,1,0,8,160,0,12.557507130295926
0,1,1,1,0,1,1,0,0,1,0,1,0,8,160,0,12.556721446145652
0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,12.551828950269707
1,0,1,0,0,1,0,1,0,1,0,1,0,8,8,0,12.553645929245524
1,1,1,1,0,1,1,0,0,1,0,1,0,8,320,0,12.553897620314284
0,1,0,0,0,1,0,1,1,0,0,0,0,8,8,2,12.555246801081566
0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,0,12.556343995651327
0,1,0,1,1,0,0,0,0,0,0,0,0,8,320,0,12.555718030381932
0,1,0,0,0,0,0,0,0,0,0,0,0,8,320,0,12.554205779007688
1,1,1,0,1,0,0,0,0,1,0,1,1,8,160,0,12.55150353567572
0,0,0,0,1,0,1,0,0,0,0,1,0,8,160,0,12.557040141177756
0,0,0,1,0,1,1,0,0,0,0,0,0,8,320,1,12.553434996511445
0,1,0,1,1,0,0,1,0,0,1,1,1,8,160,0,12.556446078835368
0,0,1,0,0,0,1,0,0,0,0,0,0,8,8,0,12.551519177391507
1,1,1,0,1,1,0,1,0,1,0,1,0,8,320,0,12.557477536325624
0,1,1,1,0,0,1,0,0,1,0,1,0,8,8,0,12.554386898354531
1,0,0,0,0,0,0,1,0,0,0,0,0,8,8,0,12.551058577250044
1,1,1,0,1,0,0,0,0,1,1,1,0,8,160,0,12.558985998778207
1,1,1,0,0,0,0,1,0,0,0,0,0,8,8,0,12.554895822012684
1,0,1,1,1,1,1,0,0,0,0,0,0,8,8,0,12.557568353265257
1,1,0,0,0,0,0,0,0,0,1,0,0,8,320,0,12.557937651349711
1,0,0,1,0,1,1,0,0,1,0,1,1,8,8,0,12.552184077036792
1,0,0,0,1,0,0,0,0,0,0,1,0,8,8,0,12.557789324858621
0,0,0,0,0,1,0,0,1,0,1,0,0,8,8,2,12.553294244708232
0,1,0,0,1,0,0,1,0,0,0,0,1,8,160,0,12.55751175276832
0,1,0,0,0,0,1,1,0,0,0,0,0,8,8,0,12.55759971968737
1,0,1,0,0,1,0,1,1,0,0,1,0,8,8,1,12.553102389603211
1,0,0,1,0,0,0,0,0,0,0,0,0,8,320,0,12.55821704166811
1,1,0,0,1,0,1,0,0,0,0,1,0,8,8,1,12.558978363091656
0,0,0,0,1,1,0,1,0,0,0,1,1,8,160,0,12.551699681297078
1,1,1,0,0,0,1,0,0,1,0,0,0,8,320,0,12.552640137747288
0,1,0,0,0,0,0,0,1,1,0,1,0,22,320,0,12.55777698402497
