auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,time
1,0,0,0,0,0,0,1,1,0,0,0,3.3
1,0,0,1,0,0,1,0,0,1,0,1,3.19
1,0,0,0,0,0,0,1,0,0,0,0,3.19
1,1,1,1,1,1,1,1,0,1,1,1,5.68
0,1,1,0,1,1,1,1,1,0,0,1,5.7
0,1,0,1,1,1,1,0,1,0,0,0,5.72
0,1,0,1,0,1,1,0,1,0,1,1,5.7
1,0,1,1,0,0,1,1,1,1,1,0,3.19
0,1,1,0,0,1,1,1,1,0,1,0,5.75
1,1,1,1,1,0,1,1,1,1,1,0,3.21
0,1,0,1,1,1,0,1,1,1,0,0,5.69
1,1,1,1,0,0,0,0,1,0,1,1,5.866540342359297
0,1,0,0,0,0,0,1,1,0,1,0,3.21
1,1,0,1,1,0,1,0,0,1,1,1,5.863148504470479
1,1,1,0,1,0,0,0,0,0,1,1,5.866985714253892
1,0,1,0,0,0,0,0,1,1,0,1,5.868519525173915
0,0,0,0,1,0,1,1,0,0,0,1,5.865016945655043
0,0,0,1,1,0,0,1,1,0,1,0,5.864624272497341
0,0,0,0,1,1,0,1,1,1,1,1,5.861996841813303
0,1,0,0,0,1,1,1,0,0,1,1,5.861594011160596
1,0,1,0,0,1,0,1,1,1,0,1,5.863010493196773
1,1,1,1,0,1,1,1,0,0,1,1,5.868545819230195
0,0,1,0,0,0,0,0,0,1,0,1,5.867075667994137
1,0,0,0,0,1,0,0,0,0,0,0,5.67
0,1,1,1,1,0,0,0,0,1,0,0,5.861355537508942
1,0,0,1,0,0,0,0,1,1,1,1,3.2
0,1,0,1,0,0,0,0,0,1,0,0,5.862171140492636
1,0,0,0,0,0,1,1,0,0,0,0,5.86359283712292
0,0,1,1,0,0,1,0,0,1,1,1,5.862703433706122
0,0,1,0,0,0,1,1,1,0,1,1,5.868961097450095
1,0,1,1,1,1,1,1,0,1,1,0,5.66
1,0,1,1,0,0,0,1,1,0,1,0,5.86570223566563
1,0,1,0,0,0,1,0,0,1,0,1,5.868364628961919
1,0,0,0,0,0,0,1,1,1,1,0,3.2
1,1,0,0,0,0,0,1,1,0,0,0,5.863963342300989
1,1,1,1,1,0,1,1,0,1,0,0,3.19
1,1,0,0,0,1,1,1,0,1,1,1,5.866626069826041
1,0,1,1,0,0,0,1,1,0,0,1,5.867284510535033
1,1,0,1,0,0,0,0,0,1,0,0,3.19
0,1,1,0,1,0,0,1,1,0,1,0,3.21
1,0,0,1,1,0,1,0,0,0,0,1,5.863419978230702
0,1,0,1,0,0,1,0,1,1,0,1,5.866073898995697
0,1,0,1,1,0,1,0,1,1,1,0,3.21
0,1,1,1,1,1,0,1,1,1,0,0,5.72
1,0,1,1,0,0,0,0,0,0,0,0,3.19
1,0,0,0,0,0,1,1,0,0,1,0,3.19
1,0,1,1,0,0,1,1,0,1,1,1,5.8664994233080225
0,1,0,0,0,1,1,1,0,0,1,0,5.863180521765276
0,1,0,1,1,1,0,0,0,0,0,0,5.861179439904111
0,1,1,1,1,1,1,0,1,0,1,1,5.865527505410137
1,0,1,1,1,1,0,1,0,0,0,0,5.863942125967963
0,1,0,1,0,0,0,1,1,0,1,0,3.19
1,1,0,0,0,0,0,0,0,1,0,0,3.19
0,0,0,1,0,0,0,0,0,0,0,0,3.19
1,0,1,0,0,0,1,1,0,0,1,0,5.864990452858198
1,0,0,1,0,0,1,0,1,1,0,1,5.861592264178017
1,0,0,0,0,0,1,1,0,0,1,1,3.19
1,0,1,1,0,0,0,0,0,1,1,0,5.8613893544557545
1,0,0,1,1,0,0,1,1,1,1,1,5.8665235707958265
1,0,1,0,1,1,1,1,0,1,1,0,5.863324937696593
1,0,1,1,1,1,1,1,0,1,1,1,5.8644010564480435
1,1,1,1,0,0,0,0,0,0,0,0,5.863631369723443
1,0,0,1,0,1,0,1,1,1,1,0,5.8615647969720515
1,1,1,1,0,0,1,0,0,1,0,1,3.18
0,1,1,0,1,0,1,1,1,1,0,1,5.867383448345625
0,0,1,0,1,0,0,1,1,0,1,0,5.867275499531224
1,0,1,1,0,0,1,1,0,0,1,0,5.868172353979546
1,0,0,0,0,0,1,1,1,1,1,0,3.19
1,0,0,0,0,0,1,0,0,1,0,1,5.863845909694034
1,0,0,1,1,0,0,1,1,1,1,0,3.2
1,1,0,0,0,0,1,1,1,0,1,0,5.8682460679898965
1,0,1,1,0,0,0,1,1,1,1,0,5.866210562530565
0,1,0,1,0,0,0,0,0,0,1,0,3.19
1,0,0,1,0,0,0,0,1,1,0,1,5.861018448398191
1,0,1,1,0,0,1,0,0,1,1,1,5.867709682624924
1,0,0,1,1,0,0,0,1,1,0,0,5.862922857663127
1,1,0,1,0,0,0,1,0,1,0,1,3.19
1,1,0,1,0,0,1,0,0,1,0,0,5.861118081871567
0,0,0,1,0,0,1,1,1,1,1,0,5.866508857470152
