encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,1,0,0,0,1,1,0,10.1
0,1,0,1,0,0,0,0,1,1,0,13.68
0,1,0,0,0,0,1,1,1,1,0,91.09
0,1,0,0,1,0,0,1,1,0,1,6.14
0,0,1,0,0,0,0,0,1,1,0,10.03
0,1,0,0,0,1,0,1,1,1,0,8.74
1,1,0,1,0,0,0,1,0,1,0,12.11
0,0,0,1,0,0,0,1,1,1,0,6.47
1,0,1,0,0,0,0,0,1,1,0,90.5
1,0,0,0,1,0,0,1,1,1,0,11.88
0,1,0,1,0,0,1,0,0,0,1,163.82776539078296
1,1,0,1,0,0,1,0,0,1,0,163.82889290692185
1,0,1,1,0,1,1,1,0,1,0,163.82404116999425
0,1,0,1,1,0,1,1,0,1,0,163.82626741510802
1,1,0,1,0,1,1,1,0,0,0,163.82120084219693
1,1,1,0,1,1,1,1,1,1,1,163.82142731454798
1,1,0,1,1,0,1,0,0,0,1,163.82679517938988
1,1,0,1,0,0,1,1,0,0,0,163.82508950006022
0,0,1,1,1,0,1,0,0,1,0,163.821485558516
0,0,0,1,1,0,0,1,1,1,0,163.82538489397345
1,1,1,1,0,0,1,1,1,1,1,163.8280529104077
0,0,0,1,1,0,0,1,0,0,0,163.8274876492373
1,1,1,0,1,1,0,1,0,1,1,163.82342664418027
1,1,1,1,1,0,0,0,0,0,1,163.8259708962863
0,0,0,0,1,1,1,1,1,1,1,163.82324744223607
1,0,1,0,1,0,0,0,1,0,1,163.82104400062894
0,0,0,0,0,1,1,0,1,1,0,163.82312048210812
1,0,0,1,0,0,0,1,0,1,0,6.07
0,0,0,1,0,0,1,0,1,0,0,163.8271287837693
0,1,0,1,1,1,0,0,0,1,1,163.82378171249536
