OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.2635,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2.396441,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.947317,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.832485,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.423262,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.79558,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.152414,0
0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1.152414,1
1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1.152414,1
0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1.152414,1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.426979,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.421429,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.272971,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.349229,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.634943,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2.410329,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2.130164,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.287838,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.141264,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2.053957,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.053957,1
