encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,1,0,0,0,0,1,1,1,0,15.09
0,0,0,0,1,0,0,1,0,0,0,23.62
1,0,0,0,1,0,0,0,0,1,1,13.39
0,1,0,0,1,0,0,0,0,1,1,181.76
1,1,0,0,0,0,1,1,0,0,0,23.69
1,1,1,0,0,0,0,1,1,0,0,14.92
1,0,0,0,0,1,0,0,1,1,0,230.68
1,1,1,0,0,0,0,0,1,1,0,18.74
0,0,0,0,1,0,0,1,1,0,0,14.46
0,1,0,0,0,1,0,0,1,1,0,25.18
0,1,0,0,0,1,1,1,0,1,0,314.98185182673416
1,0,1,1,1,1,1,0,1,0,0,314.98154734682186
0,0,0,0,0,0,1,1,0,1,1,314.98625771736243
0,1,1,1,1,1,1,0,1,0,0,314.9838901223686
0,0,1,1,0,1,0,0,0,1,0,314.98630619321887
0,1,0,1,0,0,0,0,0,1,0,162.99
0,0,1,0,1,1,0,1,0,1,0,314.984437331087
0,0,1,1,0,1,1,0,0,0,1,314.98581099270785
1,0,0,1,0,0,0,1,0,0,0,14.64
0,1,0,1,1,0,1,1,1,0,1,314.98814121918775
1,0,1,1,1,1,0,1,1,1,1,314.9860887238857
1,1,1,1,1,0,1,0,1,1,0,314.98406241211933
1,0,0,1,1,0,1,1,0,0,0,314.98583528036096
0,1,1,0,1,1,1,1,1,1,0,314.986399619301
0,1,0,0,0,0,0,1,0,0,0,314.9842945036181
1,1,1,1,1,0,1,1,1,0,1,314.9867003307526
0,1,1,1,1,1,0,0,0,1,1,314.9812159492375
0,1,1,0,0,1,1,0,1,1,1,314.983584248848
0,1,1,0,0,0,0,0,0,0,0,25.2
0,1,0,0,1,1,1,0,0,1,1,314.9815770956333
1,1,0,0,0,1,1,0,1,1,0,314.98309732866
0,1,0,0,0,0,0,0,1,0,0,314.98352211537025
1,0,0,1,0,0,0,1,0,1,0,9.95
1,0,0,1,0,0,0,1,0,0,1,314.9811415091286
0,1,0,0,1,1,0,0,0,1,0,314.98853734479695
1,1,1,0,0,1,0,1,1,0,0,314.9876815621676
1,0,0,0,0,1,0,1,1,1,0,17.83
0,1,1,1,0,0,0,0,1,1,0,314.9848759632168
1,1,1,0,0,0,0,0,0,0,0,28.98
1,1,1,0,0,0,0,1,0,1,0,28.35
0,0,0,0,0,1,1,0,1,1,1,314.98809060873026
1,0,0,0,0,1,0,1,0,0,0,13.76
1,1,1,0,0,0,1,0,1,0,0,314.9882866158067
0,1,0,0,0,0,1,1,1,0,0,27.57
1,0,0,1,1,0,0,1,0,0,0,314.98586874405095
1,0,0,0,1,0,0,1,0,0,0,14.72
1,1,1,0,0,0,1,0,0,1,1,314.98101403808766
0,1,0,1,1,1,1,1,1,0,0,314.9844961971406
1,1,1,0,0,0,0,0,1,0,0,15.58
0,1,1,0,0,0,0,1,1,0,0,18.68
0,1,0,0,0,0,0,1,1,0,0,314.9864703456179
0,0,0,1,0,0,0,1,1,1,0,10.72
1,1,1,0,0,0,1,1,1,1,0,314.98404632576444
1,1,1,0,0,0,0,0,1,1,1,314.9826815971207
0,1,1,0,0,0,0,1,1,0,1,314.9876342415098
0,1,1,0,0,1,0,0,0,0,0,314.984038640551
1,0,0,1,0,0,1,0,0,0,0,314.98566245637056
1,1,0,0,0,0,0,0,0,1,0,314.98418847075413
1,0,1,0,1,0,0,1,0,1,0,314.9868711902872
1,0,0,0,1,0,0,1,1,0,1,15.36
1,1,1,0,0,0,0,0,0,1,0,9.96
1,0,0,0,0,0,0,0,1,1,0,314.98669314494396
0,1,1,0,1,0,0,1,0,1,1,314.9833210853288
0,0,1,1,0,0,1,1,0,0,0,314.9824693747979
0,1,0,0,1,0,0,1,1,1,0,10.19
1,0,1,0,0,0,0,1,1,1,0,18.81
0,0,1,0,1,0,1,1,0,0,1,314.9845036557413
0,0,0,0,0,0,0,0,1,1,0,314.9810613512426
0,1,1,0,0,1,0,1,0,0,0,314.98303342067703
1,0,0,0,0,1,1,1,1,1,0,314.98693166345913
1,0,1,1,0,0,0,0,0,0,0,314.98183233805275
0,1,1,0,0,1,0,1,1,1,0,314.98360731294724
0,1,1,1,0,0,0,1,1,0,0,314.9827172995976
1,0,0,0,1,0,0,1,1,1,0,18.76
1,1,1,0,1,0,0,1,1,1,0,314.9821412572661
1,0,0,0,1,0,0,1,0,1,1,226.51
1,0,0,0,0,0,0,0,1,0,1,314.9872413354149
0,0,0,1,0,0,0,0,1,1,0,14.93
0,0,1,0,1,0,0,0,1,0,0,314.98639020702944
0,1,0,0,1,0,0,1,1,0,0,230.38
0,0,0,1,0,0,0,1,0,1,0,229.87
1,1,0,0,1,0,0,1,0,1,0,13.76
1,0,0,1,0,0,0,1,1,0,0,14.74
1,1,0,0,1,0,0,1,1,0,1,164.98
1,0,1,0,0,0,0,1,0,1,0,18.49
0,1,0,0,0,0,1,0,0,0,0,226.32
1,0,0,0,1,0,0,1,1,0,0,24.93
0,1,1,0,0,0,0,0,0,1,1,314.9846408744698
1,1,1,0,0,0,0,1,0,0,1,314.9882040987691
1,0,0,0,1,0,0,0,1,1,1,14.44
