workload,DLiSA-B4_Mean,DLiSA-BI_Mean,Wilcoxon_p,A12,Label
smallbank-1,26662.64366001993,26488.790024472088,0.001719886988021263,0.6279,1
smallbank-10,19034.126881793014,18914.513470181075,0.035373793491135765,0.58585,1
tpcc-2,957.3992253415562,939.7228635312872,5.259257090667458e-05,0.6648,1
tpcc-8,1034.9300890820853,1015.8734594071922,0.002026587722570227,0.6261,1
voter-16,48038.357317248556,47717.09766571923,0.3357807064179421,0.53935,0
voter-2,48124.3728211856,47979.44857312377,0.7356975455558195,0.51375,0
ycsb-2400,20240.624019156352,20062.129125933814,0.15766839974075397,0.5578,0
ycsb-600,28465.72103136992,28220.408240186054,0.18443933194909745,0.55415,0
