workload,DLiSA-B4_Mean,DLiSA_Mean,Wilcoxon_p,A12,Label
smallbank-1,26662.64366001993,26483.526941530654,0.003680808067447212,0.6184,1
smallbank-10,19034.126881793014,18939.9231107372,0.1191779919372492,0.56355,0
tpcc-2,957.3992253415562,946.6801899770808,0.0060574265092319035,0.61165,1
tpcc-8,1034.9300890820853,1024.5267332708258,0.04923554093055403,0.5803,1
voter-16,48038.357317248556,48047.6266145607,0.6625762379626946,0.5178499999999999,0
voter-2,48124.3728211856,48256.48622933764,0.47483961339630953,0.5291,0
ycsb-2400,20240.624019156352,20042.700242764302,0.19556222415860314,0.55295,0
ycsb-600,28465.72103136992,28255.625629393628,0.6187276102074839,0.52035,0
