workload,DLiSA-B4_Mean,DLiSA-BII_Mean,Wilcoxon_p,A12,Label
ambivert,1.0578999999999998,1.3437000000000001,0.006593756447489166,0.6112,1
artificl,0.1356,0.14119999999999996,0.11214693834448099,0.56375,0
deepfield,0.2612,0.26370000000000005,0.6588189829777191,0.5178,0
enwik8,1.4213000000000005,1.6761000000000001,0.008157787630828228,0.6083000000000001,1
fannie_mae_500k,1.0226,1.1118999999999999,0.1382251139898707,0.5607,0
large,0.4161000000000001,0.551,0.008796555595115494,0.6072,1
misc,0.1816,0.195,0.011866514951972029,0.6025499999999999,1
silesia,2.6598999999999995,3.503,0.10260455475004678,0.5668500000000001,0
vmlinux,0.7472999999999999,0.9484999999999999,0.005094653601827862,0.6146499999999999,1
