workload,DLiSA-B4_Mean,DLiSA-BII_Mean,Wilcoxon_p,A12,Label
smallbank-1,26662.64366001993,26487.727475454518,0.000353170809163687,0.64585,1
smallbank-10,19034.126881793014,18827.536159509076,0.0025604564880641156,0.6231,1
tpcc-2,957.3992253415562,936.2655256553699,0.0007139069846403726,0.63775,1
tpcc-8,1034.9300890820853,1019.9760958225623,0.002134910818734062,0.62545,1
voter-16,48038.357317248556,47900.13937346551,0.05542692537438131,0.5783,0
voter-2,48124.3728211856,48042.512944769725,0.04296065811778299,0.5825,1
ycsb-2400,20240.624019156352,19694.925690073593,0.0049558911841097565,0.61495,1
ycsb-600,28465.72103136992,28050.531579022194,0.039316087705756085,0.5842,1
