workload,DLiSA-B4_Mean,DLiSA_Mean,Wilcoxon_p,A12,Label
Johnny_1280x720_60_short.y4m,0.8806999999999999,0.8824000000000001,0.8725287300299939,0.5065999999999999,0
Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.4851,3.4583999999999997,0.9912228842865365,0.5005,0
blue_sky_1080p25_short.y4m,1.2847,1.2692,0.9482954268809313,0.5027,0
pedestrian_area_1080p25_short.y4m,1.5711999999999997,1.5450999999999997,0.8276195220822951,0.50895,0
riverbed_1080p25_short.y4m,3.1625,3.1556,0.9211200085580504,0.5041,0
sd_bridge_close_cif_short.y4m,0.0983,0.09910000000000001,0.47739344409764084,0.5281,0
sd_city_4cif_short.y4m,0.5632,0.5594,0.8897742553172645,0.5057,0
sd_crew_cif_short.y4m,0.13140000000000002,0.13180000000000003,0.9938225116787299,0.50035,0
sintel_trailer_2k_720p24_short.y4m,0.23490000000000003,0.236,0.8333323217029112,0.5085,0
