workload,DLiSA-B4_Mean,DLiSA-BI_Mean,Wilcoxon_p,A12,Label
Johnny_1280x720_60_short.y4m,0.8806999999999999,0.9563999999999999,0.0032499355536447783,0.62035,1
Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.4851,3.8429,0.0017360500678455482,0.6282,1
blue_sky_1080p25_short.y4m,1.2847,1.3647999999999998,0.027098132510057747,0.5904,1
pedestrian_area_1080p25_short.y4m,1.5711999999999997,1.6966000000000003,0.005242875164721152,0.6142000000000001,1
riverbed_1080p25_short.y4m,3.1625,3.494,0.0020024471343871885,0.62645,1
sd_bridge_close_cif_short.y4m,0.0983,0.1043,0.0057234163521949636,0.6097,1
sd_city_4cif_short.y4m,0.5632,0.6101,0.015562384282335126,0.59885,1
sd_crew_cif_short.y4m,0.13140000000000002,0.1422,0.0001772858881291545,0.6489,1
sintel_trailer_2k_720p24_short.y4m,0.23490000000000003,0.2441,0.00823805300734836,0.6068,1
