workload,DLiSA-B4_Mean,DLiSA-BI_Mean,Wilcoxon_p,A12,Label
ambivert,1.0578999999999998,1.3797000000000004,0.0037441091418278487,0.6186499999999999,1
artificl,0.1356,0.14459999999999998,0.048396806858432485,0.57925,1
deepfield,0.2612,0.28509999999999996,0.525288406533696,0.5256000000000001,0
enwik8,1.4213000000000005,1.8033,0.0012563190575228724,0.63205,1
fannie_mae_500k,1.0226,1.29,0.003267898019513572,0.6204000000000001,1
large,0.4161000000000001,0.5378000000000001,0.0006354875778406589,0.63975,1
misc,0.1816,0.2045,0.009852199156917816,0.6051500000000001,1
silesia,2.6598999999999995,3.1689999999999996,0.11528512393298289,0.5645,0
vmlinux,0.7472999999999999,0.9233,0.002719638961426445,0.6227,1
