auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,1,0,0,0,0,1,1,0,1,0,1,1.2889,0
1,0,0,0,1,0,0,1,0,0,1,0,1.977767,1
1,0,0,0,0,0,0,1,0,0,1,0,1.961108,1
1,0,0,0,0,0,0,0,0,0,0,0,1.044433,0
1,0,0,0,0,0,0,1,0,0,0,1,1.044433,0
1,1,0,0,1,0,0,1,0,0,1,0,1.311117,0
1,0,0,0,1,0,0,0,0,1,0,0,1.044433,0
1,1,0,0,0,0,0,0,0,0,1,0,2.1311,1
1,1,0,0,1,0,0,0,0,0,1,0,2.144425,1
1,0,1,0,0,0,0,0,0,0,0,0,1.982193,1
1,1,1,0,0,0,1,1,0,1,1,1,1.0778,0
1,1,1,1,1,0,0,1,0,0,1,0,1.0778,0
1,1,0,0,1,0,0,1,0,1,0,0,1.0778,0
1,1,0,0,1,0,0,1,0,1,0,1,1.0778,0
1,0,0,0,0,1,0,1,0,0,1,0,1.288867,0
1,0,1,1,0,1,1,0,0,1,0,0,1.288867,0
1,0,0,0,1,0,0,0,0,0,0,1,1.799967,1
1,0,0,0,1,0,0,0,0,0,0,0,1.799967,1
1,0,0,0,0,0,0,0,0,0,1,0,1.948133,1
1,0,0,0,0,0,1,1,0,0,1,0,1.799967,1
1,0,1,0,1,0,0,0,0,0,0,0,1.799967,1
1,1,1,0,1,0,0,1,0,1,1,0,1.799967,1
0,0,1,0,0,1,0,0,0,0,1,0,1.411133,1
1,0,1,0,0,0,0,0,0,0,1,0,1.411133,1
1,0,0,0,1,0,1,1,0,0,1,0,1.411133,0
1,0,0,0,0,0,0,1,0,0,1,1,1.411133,0
0,0,0,0,0,0,0,1,0,0,1,0,1.411133,1
0,0,0,0,1,0,0,0,0,0,1,0,1.411133,0
1,1,1,0,0,0,0,1,0,1,0,0,1.811067,1
1,1,0,0,0,0,0,1,0,1,0,1,1.811067,1
1,1,0,0,0,0,0,0,0,1,0,0,1.811067,1
1,1,0,1,0,0,0,0,0,0,1,1,1.811067,1
1,1,0,0,0,0,0,1,0,1,0,0,1.811067,1
1,1,0,0,1,0,0,0,0,0,1,1,1.811067,1
