iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,90,0.42
0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,90,0.48
0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,90,0.42
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,90,0.44
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,90,0.47
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,90,0.44
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,0.39
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,0.42
0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,90,0.49
0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,10,0.51
1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,10,0.6023647574647197
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,10,0.60375724489611
0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,10,0.6069172199094282
0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,10,0.6083528748261146
1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,90,0.6014937717830926
0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,90,0.603871888765599
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,90,0.6049855822902661
1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,10,0.6045256133364678
0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10,0.6023284301451644
1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,10,0.6024684536682904
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0.6050139380378297
1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,90,0.6026900241596009
0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,10,0.6011856812183213
0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,90,0.6017616948382885
0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,10,0.6035663572122888
1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,90,0.6015938028047513
0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,90,0.6075682936404931
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,90,0.606285235189734
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,90,0.6034613328185278
1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,90,0.6078913216178716
0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,90,0.6079429805345861
0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,10,0.6073327367217023
0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,90,0.6030391332996736
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,10,0.6057693459753073
1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,90,0.6032199918266526
0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,90,0.6047167186283311
0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10,0.6064068581255789
0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,90,0.6054593336475462
1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,90,0.6025999607586607
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,90,0.6074292941255933
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,90,0.41
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,0.41
0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,90,0.6045153238657645
