tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,config_id,dpi,resolution,quality,indexed
0,1,1,0,1,0,0,505,400,8294400,0.1,4
0,0,0,0,0,0,1,506,100,8294400,0.1,4
1,1,1,0,0,0,0,507,400,8294400,0.1,4
0,1,0,1,0,1,0,508,100,307200,0.9,2
0,1,1,0,0,0,1,509,400,8294400,0.1,4
0,1,0,1,0,1,0,510,100,307200,0.1,2
0,0,0,1,0,0,0,511,400,8294400,0.1,4
0,1,1,0,1,0,0,512,50,8294400,0.1,4
1,1,1,0,0,0,0,513,50,8294400,0.1,4
0,0,0,0,0,0,1,514,100,2073600,0.1,4
0,1,0,1,0,1,0,515,100,2073600,0.9,2
0,0,1,1,0,1,0,516,100,307200,0.9,4
0,1,1,0,0,0,1,517,50,8294400,0.1,4
0,1,1,0,1,0,0,518,400,2073600,0.1,4
1,1,1,0,0,0,0,519,400,2073600,0.1,4
0,0,0,0,1,0,0,520,100,2073600,0.1,2
0,1,0,1,0,1,0,521,200,307200,0.9,2
0,0,1,1,0,1,0,522,400,8294400,0.9,4
0,1,1,0,0,0,1,523,400,2073600,0.1,4
0,1,1,0,1,0,0,524,50,2073600,0.1,4
0,0,1,1,0,1,0,525,400,8294400,0.1,4
1,0,0,0,0,0,0,526,100,2073600,0.1,2
0,0,0,0,0,0,1,527,100,8294400,0.1,2
0,0,1,1,0,1,0,528,100,307200,0.1,4
1,1,1,0,0,0,0,529,50,2073600,0.1,4
0,1,1,0,0,0,1,530,50,2073600,0.1,4
0,0,0,1,0,0,0,531,100,8294400,0.9,4
0,0,1,0,1,1,0,532,200,8294400,0.1,4
1,0,1,0,0,1,0,533,200,8294400,0.1,4
0,0,0,0,0,0,1,534,100,2073600,0.1,2
0,0,0,1,0,0,0,535,100,8294400,0.1,4
0,0,1,1,0,0,0,536,200,8294400,0.9,4
0,0,0,0,0,0,1,537,100,307200,0.1,2
0,0,1,0,0,1,1,538,200,8294400,0.1,4
0,0,1,1,0,0,0,539,200,8294400,0.1,4
0,0,1,0,1,1,0,540,200,2073600,0.1,4
1,0,1,0,0,1,0,541,200,2073600,0.1,4
0,0,1,1,0,1,0,542,400,8294400,0.9,8
0,0,0,1,0,0,0,543,200,8294400,0.9,4
0,0,0,1,0,0,0,544,200,8294400,0.1,4
0,0,1,1,0,0,0,545,200,2073600,0.9,4
0,0,1,1,0,1,0,546,100,307200,0.9,8
0,0,0,1,0,0,0,547,400,8294400,0.9,1
0,0,1,0,0,1,1,548,200,2073600,0.1,4
0,0,1,1,0,0,0,549,200,2073600,0.1,4
0,1,1,0,1,0,0,550,200,8294400,0.1,4
0,0,0,0,0,0,1,551,100,307200,0.1,4
0,0,0,1,0,0,0,552,400,8294400,0.1,1
0,0,1,1,0,1,0,553,400,8294400,0.1,8
1,1,1,0,0,0,0,554,200,8294400,0.1,4
0,0,1,1,0,1,0,555,100,307200,0.1,8
0,1,0,1,0,1,0,556,400,8294400,0.9,4
0,0,0,1,0,0,0,557,50,8294400,0.9,1
0,0,0,1,0,0,0,558,50,8294400,0.1,1
0,0,0,1,0,0,0,559,100,8294400,0.9,1
0,0,0,1,0,0,0,560,100,8294400,0.1,1
0,1,0,1,0,1,0,561,100,307200,0.9,4
0,0,0,1,0,0,0,562,200,8294400,0.9,1
0,1,0,1,0,1,0,563,400,8294400,0.1,4
0,1,1,0,0,0,1,564,200,8294400,0.1,4
0,0,0,0,1,0,0,565,200,8294400,0.1,4
0,1,0,1,0,1,0,566,100,307200,0.1,4
1,1,1,0,0,1,0,567,400,8294400,0.1,4
1,0,0,0,0,0,0,568,200,8294400,0.1,4
0,1,1,0,1,0,0,569,200,2073600,0.1,4
1,1,1,0,0,1,0,570,100,307200,0.1,4
0,0,0,0,1,0,0,571,200,2073600,0.1,4
1,0,0,0,0,0,0,572,200,2073600,0.1,4
0,0,0,0,1,0,0,573,200,8294400,0.1,1
0,0,0,1,0,0,0,574,200,8294400,0.1,1
0,0,0,1,0,0,0,575,400,8294400,0.9,8
0,1,1,0,1,1,0,576,100,307200,0.1,4
1,0,0,0,0,0,0,577,200,8294400,0.1,1
1,1,1,0,0,0,0,578,200,2073600,0.1,4
0,0,0,0,1,0,0,579,200,2073600,0.1,1
0,0,0,1,0,0,0,580,400,8294400,0.1,8
1,0,0,0,0,0,0,581,200,2073600,0.1,1
0,0,1,1,0,1,0,582,100,8294400,0.9,4
0,0,1,1,0,1,0,583,100,8294400,0.1,4
0,1,1,0,0,0,1,584,200,2073600,0.1,4
0,0,1,1,0,1,0,585,100,8294400,0.9,8
0,0,1,1,0,1,0,586,100,8294400,0.1,8
0,0,0,0,0,0,1,587,200,8294400,0.1,4
0,0,0,1,0,0,0,588,50,8294400,0.9,8
0,1,0,1,0,1,0,589,400,307200,0.9,4
0,1,0,1,0,1,0,590,400,307200,0.1,4
0,0,0,1,0,0,0,591,50,8294400,0.1,8
0,0,1,0,1,1,0,592,100,8294400,0.1,4
0,0,0,1,0,0,0,593,100,8294400,0.9,8
0,0,0,1,0,0,0,594,100,8294400,0.1,8
0,0,0,1,0,0,0,595,200,8294400,0.9,8
0,0,0,1,0,0,0,596,200,8294400,0.1,8
0,0,0,0,0,0,1,597,200,2073600,0.1,4
0,0,0,0,0,0,1,598,200,8294400,0.1,1
0,0,0,0,0,1,1,599,400,8294400,0.1,1
1,0,1,0,0,1,0,600,100,8294400,0.1,4
0,1,0,0,0,0,1,601,400,8294400,0.1,1
0,0,1,1,0,0,0,602,100,8294400,0.9,4
0,0,1,0,0,1,1,603,100,8294400,0.1,4
0,0,0,0,0,0,1,604,200,2073600,0.1,1
0,0,0,0,0,1,1,605,400,8294400,0.1,4
0,1,0,0,0,0,1,606,400,8294400,0.1,4
0,0,0,0,0,0,1,607,200,8294400,0.1,2
0,1,0,1,0,1,0,608,100,8294400,0.1,4
0,0,1,1,0,0,0,609,100,8294400,0.1,4
0,0,0,0,1,1,0,610,50,8294400,0.1,1
1,0,0,0,0,1,0,611,50,8294400,0.1,1
0,1,1,1,0,0,0,612,400,307200,0.9,4
0,0,0,0,0,0,1,613,200,8294400,0.1,8
0,1,0,0,1,0,0,614,50,8294400,0.1,1
0,0,1,0,1,1,0,615,100,2073600,0.1,4
0,0,0,0,0,0,1,616,200,2073600,0.1,8
0,1,1,1,0,0,0,617,400,8294400,0.9,4
0,1,1,1,0,0,0,618,100,307200,0.9,4
1,0,1,0,0,1,0,619,100,2073600,0.1,4
0,0,1,1,0,0,0,620,100,2073600,0.9,4
0,0,0,0,1,0,0,621,200,8294400,0.1,8
0,0,0,0,1,0,0,622,200,2073600,0.1,8
1,1,0,0,0,0,0,623,50,8294400,0.1,1
1,0,0,0,0,0,0,624,200,8294400,0.1,8
0,0,1,0,0,1,1,625,100,2073600,0.1,4
1,0,0,0,0,0,0,626,200,2073600,0.1,8
0,0,0,0,0,0,1,627,200,307200,0.1,4
0,1,1,1,0,0,0,628,400,307200,0.1,4
0,1,1,1,0,0,0,629,400,8294400,0.1,4
0,0,0,0,1,1,0,630,50,8294400,0.1,4
1,0,0,0,0,1,0,631,50,8294400,0.1,4
0,0,0,0,1,0,0,632,200,307200,0.1,4
0,0,1,1,0,0,0,633,100,2073600,0.1,4
0,1,1,0,1,0,0,634,100,8294400,0.1,4
1,1,1,0,0,0,0,635,100,8294400,0.1,4
0,1,0,0,1,0,0,636,50,8294400,0.1,4
0,1,1,1,0,0,0,637,100,307200,0.1,4
0,1,1,0,0,0,1,638,100,8294400,0.1,4
0,1,1,1,0,0,0,639,100,8294400,0.1,4
1,1,0,0,0,0,0,640,50,8294400,0.1,4
1,0,0,0,0,0,0,641,200,307200,0.1,4
0,0,0,0,1,0,0,642,200,307200,0.1,1
0,1,1,0,1,0,0,643,100,2073600,0.1,4
1,1,1,0,0,0,0,644,100,2073600,0.1,4
0,1,0,1,0,1,0,645,400,2073600,0.9,4
0,1,1,1,0,0,0,646,400,2073600,0.9,4
1,0,0,0,0,0,0,647,200,307200,0.1,1
0,0,0,0,1,0,0,648,200,307200,0.1,8
1,0,0,0,0,0,0,649,200,307200,0.1,8
0,1,1,0,0,0,1,650,100,2073600,0.1,4
0,0,0,0,0,0,1,651,200,307200,0.1,1
0,0,0,0,1,1,0,652,200,8294400,0.1,1
0,1,0,1,0,1,0,653,400,2073600,0.1,4
0,0,0,0,0,0,1,654,200,307200,0.1,8
1,0,0,0,0,1,0,655,200,8294400,0.1,1
0,0,0,0,1,1,0,656,400,8294400,0.1,1
0,1,1,1,0,0,0,657,400,2073600,0.1,4
1,1,1,0,0,1,0,658,100,2073600,0.1,4
0,0,1,0,1,1,0,659,400,8294400,0.1,1
1,0,0,0,0,1,0,660,400,8294400,0.1,1
0,1,1,0,1,1,0,661,100,2073600,0.1,4
1,0,1,0,0,1,0,662,400,8294400,0.1,1
0,1,0,1,0,1,0,663,100,2073600,0.9,4
0,1,0,1,0,1,0,664,100,2073600,0.1,4
0,0,1,1,0,0,0,665,400,8294400,0.9,1
0,0,0,0,1,0,0,666,200,8294400,0.1,2
0,0,1,0,0,1,1,667,400,8294400,0.1,1
0,0,0,0,0,1,1,668,50,8294400,0.1,1
0,1,0,0,1,0,0,669,400,8294400,0.1,1
1,0,0,0,0,0,0,670,200,8294400,0.1,2
1,1,0,0,0,0,0,671,400,8294400,0.1,1
0,0,1,0,1,1,0,672,50,8294400,0.1,1
1,0,1,0,0,1,0,673,50,8294400,0.1,1
0,0,1,1,0,0,0,674,50,8294400,0.9,1
0,0,0,0,1,0,0,675,200,2073600,0.1,2
0,1,0,0,1,0,0,676,200,8294400,0.1,1
0,0,1,0,0,1,1,677,50,8294400,0.1,1
0,0,1,1,0,0,0,678,400,8294400,0.1,1
0,0,1,1,0,0,0,679,50,8294400,0.1,1
0,0,1,0,1,1,0,680,400,2073600,0.1,1
0,1,1,1,0,0,0,681,100,2073600,0.9,4
0,1,1,1,0,0,0,682,100,2073600,0.1,4
0,1,0,1,0,1,0,683,400,307200,0.9,8
1,0,1,0,0,1,0,684,400,2073600,0.1,1
1,0,0,0,0,0,0,685,200,2073600,0.1,2
0,0,1,1,0,0,0,686,400,2073600,0.9,1
0,1,0,1,0,1,0,687,400,307200,0.1,8
0,0,1,0,0,1,1,688,400,2073600,0.1,1
0,1,1,1,0,0,0,689,400,307200,0.9,8
0,0,0,0,0,0,1,690,200,2073600,0.1,2
0,1,1,1,0,0,0,691,400,307200,0.1,8
0,0,0,0,1,0,0,692,200,307200,0.1,2
1,1,0,0,0,0,0,693,200,8294400,0.1,1
0,0,1,0,1,1,0,694,50,2073600,0.1,1
0,0,0,0,1,1,0,695,400,8294400,0.1,4
0,1,0,1,0,1,0,696,400,2073600,0.9,8
1,0,0,0,0,0,0,697,200,307200,0.1,2
0,0,0,0,0,0,1,698,200,307200,0.1,2
0,1,0,1,0,1,0,699,400,2073600,0.1,8
1,0,0,0,0,1,0,700,400,8294400,0.1,4
0,1,1,1,0,0,0,701,400,2073600,0.9,8
1,0,1,0,0,1,0,702,50,2073600,0.1,1
0,0,1,1,0,0,0,703,50,2073600,0.9,1
0,0,0,0,1,1,0,704,200,8294400,0.1,4
0,1,1,1,0,0,0,705,400,2073600,0.1,8
1,0,0,0,0,1,0,706,200,8294400,0.1,4
0,0,1,0,0,1,1,707,50,2073600,0.1,1
0,0,1,1,0,0,0,708,400,2073600,0.1,1
0,0,1,1,0,0,0,709,50,2073600,0.1,1
1,1,1,0,0,1,0,710,400,8294400,0.1,8
0,1,1,0,1,0,0,711,400,8294400,0.1,1
0,1,0,0,1,0,0,712,400,8294400,0.1,4
1,1,1,0,0,0,0,713,400,8294400,0.1,1
1,1,0,0,0,0,0,714,400,8294400,0.1,4
0,1,0,0,1,0,0,715,200,8294400,0.1,4
0,1,1,0,0,0,1,716,400,8294400,0.1,1
0,1,1,0,1,0,0,717,50,8294400,0.1,1
1,1,0,0,0,0,0,718,200,8294400,0.1,4
1,1,1,0,0,0,0,719,50,8294400,0.1,1
0,1,0,1,0,1,0,720,400,8294400,0.9,8
0,0,0,0,1,1,0,721,100,8294400,0.1,1
0,1,1,0,0,0,1,722,50,8294400,0.1,1
1,0,0,0,0,1,0,723,100,8294400,0.1,1
0,1,0,0,1,0,0,724,100,8294400,0.1,1
0,1,1,0,1,0,0,725,400,2073600,0.1,1
1,1,1,0,0,0,0,726,400,2073600,0.1,1
0,1,1,0,0,0,1,727,400,2073600,0.1,1
0,1,0,1,0,1,0,728,400,8294400,0.1,8
0,1,1,0,1,0,0,729,50,2073600,0.1,1
0,1,0,1,0,1,0,730,100,307200,0.9,8
1,1,1,0,0,0,0,731,50,2073600,0.1,1
0,1,0,1,0,1,0,732,100,307200,0.1,8
0,1,0,1,0,1,0,733,100,2073600,0.9,8
0,1,1,0,0,0,1,734,50,2073600,0.1,1
0,1,0,1,0,1,0,735,100,2073600,0.1,8
1,1,0,0,0,0,0,736,100,8294400,0.1,1
0,0,0,0,1,1,0,737,100,8294400,0.1,4
1,0,0,0,0,1,0,738,100,8294400,0.1,4
0,1,0,0,1,0,0,739,100,8294400,0.1,4
1,1,0,0,0,0,0,740,100,8294400,0.1,4
0,0,0,0,1,1,0,741,400,307200,0.1,1
0,0,1,0,1,1,0,742,400,8294400,0.1,2
0,1,0,1,0,1,0,743,100,8294400,0.1,8
0,1,0,1,0,1,0,744,200,307200,0.9,4
0,1,0,1,0,1,0,745,200,307200,0.1,4
0,0,0,0,1,1,0,746,50,307200,0.1,1
0,1,0,1,0,1,0,747,200,307200,0.9,8
0,1,0,1,0,1,0,748,200,307200,0.1,8
1,0,1,0,0,1,0,749,400,8294400,0.1,2
1,0,0,0,0,1,0,750,400,307200,0.1,1
1,0,0,0,0,1,0,751,50,307200,0.1,1
0,0,1,1,0,0,0,752,400,8294400,0.9,2
0,0,1,0,0,1,1,753,400,8294400,0.1,2
0,0,0,0,1,1,0,754,200,307200,0.1,1
0,1,1,1,0,0,0,755,200,307200,0.9,4
0,1,1,1,0,0,0,756,200,307200,0.1,4
1,0,0,0,0,1,0,757,200,307200,0.1,1
0,1,0,0,1,0,0,758,400,307200,0.1,1
0,0,1,1,0,0,0,759,50,8294400,0.9,2
0,1,0,0,1,0,0,760,50,307200,0.1,1
0,0,1,0,1,1,0,761,50,8294400,0.1,2
1,0,1,0,0,1,0,762,50,8294400,0.1,2
0,1,1,1,0,0,0,763,200,307200,0.9,8
1,1,0,0,0,0,0,764,400,307200,0.1,1
0,0,1,0,0,1,1,765,50,8294400,0.1,2
0,0,1,1,0,0,0,766,400,8294400,0.1,2
0,0,1,1,0,0,0,767,50,8294400,0.1,2
1,1,0,0,0,0,0,768,50,307200,0.1,1
0,1,1,1,0,0,0,769,200,307200,0.1,8
0,1,0,0,1,0,0,770,200,307200,0.1,1
0,0,1,0,1,1,0,771,400,2073600,0.1,2
1,0,1,0,0,1,0,772,400,2073600,0.1,2
1,1,0,0,0,0,0,773,200,307200,0.1,1
0,0,1,1,0,0,0,774,400,2073600,0.9,2
0,0,1,0,0,1,1,775,400,2073600,0.1,2
0,1,0,0,0,0,1,776,50,307200,0.1,1
0,0,0,0,0,1,1,777,50,307200,0.1,1
0,0,0,0,1,1,0,778,400,307200,0.1,4
0,0,1,0,1,1,0,779,50,2073600,0.1,2
1,0,1,0,0,1,0,780,50,2073600,0.1,2
0,0,1,1,0,0,0,781,50,2073600,0.9,2
0,0,1,0,0,1,1,782,50,2073600,0.1,2
0,1,1,0,0,1,1,783,200,307200,0.1,4
1,0,0,0,0,1,0,784,400,307200,0.1,4
0,1,1,0,0,1,1,785,200,307200,0.1,8
0,1,1,1,0,0,0,786,200,2073600,0.9,4
0,0,1,1,0,0,0,787,400,2073600,0.1,2
0,0,0,0,1,1,0,788,50,307200,0.1,4
0,1,1,1,0,0,0,789,200,2073600,0.1,4
0,0,1,1,0,0,0,790,50,2073600,0.1,2
1,0,0,0,0,1,0,791,50,307200,0.1,4
0,1,1,1,0,0,0,792,200,2073600,0.9,8
0,1,1,0,0,0,1,793,400,8294400,0.1,2
0,0,0,0,0,1,1,794,400,307200,0.1,4
0,1,1,0,0,0,1,795,50,8294400,0.1,2
0,0,0,0,0,1,1,796,50,307200,0.1,4
0,1,0,0,1,0,0,797,400,307200,0.1,4
0,1,1,1,0,0,0,798,200,2073600,0.1,8
0,1,1,0,0,0,1,799,400,2073600,0.1,2
1,1,0,0,0,0,0,800,400,307200,0.1,4
0,1,0,0,1,0,0,801,50,307200,0.1,4
1,1,0,0,0,0,0,802,50,307200,0.1,4
0,1,0,0,0,0,1,803,400,307200,0.1,4
1,1,1,0,0,1,0,804,200,2073600,0.1,4
0,1,1,0,1,1,0,805,200,2073600,0.1,4
1,1,1,0,0,1,0,806,200,2073600,0.1,8
0,1,1,0,0,0,1,807,50,2073600,0.1,2
0,1,0,0,0,0,1,808,50,307200,0.1,4
0,1,0,0,1,0,0,809,200,307200,0.1,4
1,1,0,0,0,0,0,810,200,307200,0.1,4
0,0,0,0,1,1,0,811,100,307200,0.1,1
0,1,1,0,1,1,0,812,200,2073600,0.1,8
0,0,1,0,0,1,1,813,200,8294400,0.1,1
0,1,1,1,0,0,0,814,200,8294400,0.9,4
1,0,0,0,0,1,0,815,100,307200,0.1,1
0,1,1,1,0,0,0,816,200,8294400,0.1,4
0,0,1,0,0,1,1,817,200,2073600,0.1,1
0,1,1,0,0,0,1,818,200,8294400,0.1,1
0,1,1,0,0,0,1,819,200,2073600,0.1,1
0,1,1,1,0,0,0,820,200,8294400,0.9,8
0,1,1,1,0,0,0,821,200,8294400,0.1,8
1,1,1,0,0,1,0,822,200,8294400,0.1,4
0,1,1,0,1,1,0,823,200,8294400,0.1,4
0,1,0,0,1,0,0,824,100,307200,0.1,1
1,1,1,0,0,1,0,825,200,8294400,0.1,8
1,1,0,0,0,0,0,826,100,307200,0.1,1
0,1,1,0,1,1,0,827,200,8294400,0.1,8
0,1,1,0,0,1,1,828,200,8294400,0.1,4
0,0,1,0,0,1,1,829,200,8294400,0.1,2
1,0,0,0,0,1,0,830,100,307200,0.1,4
1,1,0,0,0,0,0,831,100,307200,0.1,4
0,1,1,0,0,1,1,832,200,8294400,0.1,8
0,1,1,1,0,0,0,833,50,307200,0.9,4
0,0,1,0,0,1,1,834,200,2073600,0.1,2
0,1,1,0,0,0,1,835,200,8294400,0.1,2
0,1,1,0,0,0,1,836,200,2073600,0.1,2
0,0,1,0,0,1,1,837,100,8294400,0.1,1
0,1,1,1,0,0,0,838,50,307200,0.1,4
0,1,1,1,0,0,0,839,50,2073600,0.9,4
0,1,1,1,0,0,0,840,50,2073600,0.1,4
1,1,0,0,0,0,0,841,100,307200,0.1,8
1,1,0,0,0,0,0,842,400,307200,0.1,8
0,1,0,0,1,0,0,843,400,307200,0.1,8
0,0,0,0,0,1,1,844,100,8294400,0.1,1
0,1,0,0,0,0,1,845,100,8294400,0.1,1
0,0,0,0,0,1,1,846,200,8294400,0.1,1
1,1,1,0,0,1,0,847,50,2073600,0.1,4
0,1,1,0,1,1,0,848,50,2073600,0.1,4
0,0,1,0,0,1,1,849,100,2073600,0.1,1
0,1,1,0,0,0,1,850,100,8294400,0.1,1
0,1,1,0,0,1,1,851,400,2073600,0.1,4
1,1,1,0,0,1,0,852,50,8294400,0.1,4
0,1,1,0,0,0,1,853,100,2073600,0.1,1
0,1,0,0,0,0,1,854,200,8294400,0.1,1
0,1,1,0,1,1,0,855,50,8294400,0.1,4
0,1,1,0,0,1,1,856,50,8294400,0.1,4
0,1,1,0,0,1,1,857,100,2073600,0.1,4
0,0,0,0,0,1,1,858,100,8294400,0.1,4
0,0,1,0,0,1,1,859,100,8294400,0.1,2
0,1,1,0,0,1,1,860,100,8294400,0.1,4
0,1,1,0,0,1,1,861,50,307200,0.1,4
0,1,1,1,0,0,0,862,50,8294400,0.9,4
0,0,1,0,0,1,1,863,100,2073600,0.1,2
0,1,1,1,0,0,0,864,50,8294400,0.1,4
1,1,1,0,0,1,0,865,400,2073600,0.1,1
0,1,1,0,1,1,0,866,400,2073600,0.1,1
0,1,0,0,0,0,1,867,100,8294400,0.1,4
0,1,1,0,0,0,1,868,100,8294400,0.1,2
0,0,0,0,0,1,1,869,200,8294400,0.1,4
0,1,0,0,0,0,1,870,200,8294400,0.1,4
0,1,1,1,0,0,0,871,400,2073600,0.9,1
0,0,0,0,0,1,1,872,100,8294400,0.1,8
0,1,0,0,0,0,1,873,100,8294400,0.1,8
0,1,1,0,0,0,1,874,100,2073600,0.1,2
0,0,0,0,1,1,0,875,100,8294400,0.1,8
0,0,1,0,0,1,1,876,400,307200,0.1,2
0,1,1,1,0,0,0,877,400,2073600,0.1,1
0,1,1,1,0,0,0,878,400,307200,0.9,1
0,1,0,0,1,0,0,879,100,8294400,0.1,8
0,0,1,0,0,1,1,880,50,307200,0.1,2
0,0,0,0,0,1,1,881,200,8294400,0.1,8
0,1,0,0,0,0,1,882,200,8294400,0.1,8
0,1,1,1,0,0,0,883,400,307200,0.1,1
0,0,1,0,1,1,0,884,400,307200,0.1,2
0,1,0,1,0,1,0,885,400,307200,0.9,1
0,0,0,0,1,1,0,886,200,8294400,0.1,8
1,0,1,0,0,1,0,887,400,307200,0.1,2
0,1,0,1,0,1,0,888,200,307200,0.9,1
0,1,0,0,1,0,0,889,200,8294400,0.1,8
0,0,1,0,1,1,0,890,50,307200,0.1,2
0,1,1,1,0,0,0,891,200,307200,0.9,1
0,0,0,0,1,1,0,892,400,8294400,0.1,8
1,0,1,0,0,1,0,893,50,307200,0.1,2
0,1,0,0,1,0,0,894,400,8294400,0.1,8
1,0,0,0,0,1,0,895,200,8294400,0.1,8
1,1,0,0,0,0,0,896,200,8294400,0.1,8
1,0,0,0,0,1,0,897,400,8294400,0.1,8
1,1,0,0,0,0,0,898,400,8294400,0.1,8
0,0,0,0,0,1,1,899,400,8294400,0.1,8
0,0,1,1,0,0,0,900,50,307200,0.9,2
0,1,0,0,0,0,1,901,400,8294400,0.1,8
1,0,0,0,0,1,0,902,100,8294400,0.1,8
0,1,0,1,0,1,0,903,400,307200,0.1,1
0,0,1,1,0,0,0,904,50,307200,0.1,2
0,0,1,1,0,0,0,905,400,307200,0.1,2
1,1,0,0,0,0,0,906,100,8294400,0.1,8
0,1,0,1,0,1,0,907,200,307200,0.1,1
0,1,1,1,0,0,0,908,200,307200,0.1,1
1,1,1,0,0,1,0,909,200,307200,0.1,1
0,1,0,0,0,0,1,910,50,8294400,0.1,1
0,0,0,0,0,1,1,911,50,8294400,0.1,4
0,1,0,0,0,0,1,912,50,8294400,0.1,4
0,1,1,0,1,1,0,913,200,307200,0.1,1
0,1,1,0,1,0,0,914,400,307200,0.1,2
1,1,1,0,0,0,0,915,400,307200,0.1,2
0,1,1,0,0,0,1,916,400,307200,0.1,2
0,1,1,0,1,0,0,917,50,307200,0.1,2
1,1,1,0,0,0,0,918,50,307200,0.1,2
0,0,0,0,1,1,0,919,50,8294400,0.1,8
0,1,0,0,1,0,0,920,50,8294400,0.1,8
1,0,0,0,0,1,0,921,50,8294400,0.1,8
1,1,1,0,0,1,0,922,100,307200,0.1,1
0,1,1,0,1,1,0,923,100,307200,0.1,1
0,1,1,0,0,1,1,924,400,307200,0.1,1
0,1,1,0,0,1,1,925,200,307200,0.1,1
1,1,0,0,0,0,0,926,50,8294400,0.1,8
0,0,0,0,0,1,1,927,50,8294400,0.1,8
0,1,1,0,0,0,1,928,50,307200,0.1,2
0,1,0,0,0,0,1,929,50,8294400,0.1,8
0,0,1,0,1,0,0,930,200,8294400,0.1,1
0,0,1,0,1,0,0,931,200,8294400,0.1,4
1,1,1,0,0,1,0,932,200,8294400,0.1,1
0,0,1,0,1,0,0,933,100,8294400,0.1,1
0,1,1,0,1,1,0,934,200,8294400,0.1,1
0,0,1,0,1,0,0,935,100,8294400,0.1,4
0,0,1,1,0,0,0,936,400,307200,0.1,1
0,0,1,1,0,0,0,937,50,307200,0.9,1
0,0,1,1,0,0,0,938,50,307200,0.1,1
0,0,1,0,1,0,0,939,400,8294400,0.1,1
0,1,1,0,0,1,1,940,200,8294400,0.1,1
0,0,1,0,1,0,0,941,400,8294400,0.1,4
0,0,1,0,1,1,0,942,200,307200,0.1,1
1,1,1,0,0,1,0,943,200,2073600,0.1,1
1,0,1,0,0,0,0,944,100,8294400,0.1,1
0,0,0,1,0,1,0,945,100,8294400,0.9,4
0,0,0,1,0,1,0,946,400,307200,0.1,1
1,0,1,0,0,0,0,947,400,8294400,0.1,1
0,1,0,0,1,1,0,948,400,8294400,0.1,4
0,1,1,0,1,1,0,949,200,2073600,0.1,1
0,1,0,0,1,1,0,950,50,8294400,0.1,4
0,1,1,0,0,1,1,951,200,2073600,0.1,1
0,1,0,1,0,1,0,952,200,8294400,0.9,1
1,1,0,0,0,1,0,953,50,8294400,0.1,4
0,0,0,1,0,1,0,954,400,8294400,0.1,1
0,0,0,1,0,1,0,955,50,8294400,0.9,1
1,0,1,0,0,0,0,956,200,8294400,0.1,1
0,1,0,0,0,1,1,957,400,8294400,0.1,4
0,1,0,1,0,1,0,958,200,2073600,0.9,1
0,1,0,0,0,1,1,959,400,8294400,0.1,1
0,1,0,1,0,1,0,960,200,8294400,0.1,1
0,1,0,1,0,1,0,961,200,2073600,0.1,1
0,1,1,1,0,0,0,962,200,8294400,0.9,1
0,0,1,0,1,0,0,963,50,8294400,0.1,1
1,0,1,0,0,0,0,964,50,8294400,0.1,1
1,0,1,0,0,0,0,965,400,8294400,0.1,4
0,1,0,0,0,1,1,966,400,307200,0.1,4
0,1,0,0,0,1,1,967,400,307200,0.1,1
0,1,1,1,0,0,0,968,200,2073600,0.9,1
1,1,0,0,0,1,0,969,400,8294400,0.1,4
0,0,1,0,1,0,0,970,50,8294400,0.1,4
0,1,1,1,0,0,0,971,200,8294400,0.1,1
1,0,1,0,0,0,0,972,50,8294400,0.1,4
0,1,1,1,0,0,0,973,200,2073600,0.1,1
1,1,1,0,0,1,0,974,400,8294400,0.1,1
0,1,1,0,1,1,0,975,400,8294400,0.1,1
1,0,1,0,0,0,0,976,100,8294400,0.1,4
1,0,1,0,0,0,0,977,200,8294400,0.1,4
0,0,1,0,0,0,1,978,200,8294400,0.1,4
0,0,1,0,0,0,1,979,400,8294400,0.1,4
0,1,0,1,0,1,0,980,400,8294400,0.9,1
0,1,0,0,1,1,0,981,400,8294400,0.1,1
0,1,0,1,0,1,0,982,400,2073600,0.9,1
0,0,1,0,0,0,1,983,50,8294400,0.1,4
1,1,0,0,0,1,0,984,400,8294400,0.1,1
0,0,1,0,0,0,1,985,100,8294400,0.1,4
0,1,1,1,0,0,0,986,400,8294400,0.9,1
0,1,0,0,1,1,0,987,400,307200,0.1,4
0,1,0,1,0,1,0,988,400,8294400,0.1,1
0,0,1,0,0,0,1,989,50,8294400,0.1,1
0,0,1,0,0,0,1,990,400,8294400,0.1,1
0,1,0,1,0,1,0,991,400,2073600,0.1,1
0,0,1,0,0,0,1,992,100,8294400,0.1,1
0,1,1,1,0,0,0,993,400,8294400,0.1,1
1,1,1,0,0,1,0,994,100,2073600,0.1,1
1,1,0,0,0,1,0,995,400,307200,0.1,4
0,1,0,0,1,1,0,996,400,307200,0.1,1
1,1,0,0,0,1,0,997,400,307200,0.1,1
0,1,1,0,1,1,0,998,100,2073600,0.1,1
0,1,0,0,1,1,0,999,50,8294400,0.1,1
1,1,0,0,0,1,0,1000,50,8294400,0.1,1
0,1,0,0,1,1,0,1001,50,307200,0.1,4
0,0,1,0,0,0,1,1002,50,8294400,0.1,8
0,0,1,0,0,0,1,1003,400,8294400,0.1,8
1,1,0,0,0,1,0,1004,50,307200,0.1,4
0,1,1,0,0,1,1,1005,100,8294400,0.1,1
0,1,1,0,0,1,1,1006,100,2073600,0.1,1
