NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,2,2.78
1,1,1,0,0,1,0,0,1,1,0,1,0,8,160,0,2.88
1,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,3.53
1,0,0,0,1,0,0,0,0,0,0,1,1,8,8,1,5.21
1,1,1,0,0,1,0,0,0,1,1,1,0,22,160,0,5.82
1,0,1,1,1,1,0,0,0,1,0,1,0,22,160,0,7.54
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,1,8.13
1,0,0,0,1,0,0,0,0,1,0,0,1,22,8,1,8.14
1,0,1,1,1,1,0,0,0,1,0,1,0,22,320,0,8.24
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,2,9.83
1,1,1,0,0,1,1,0,0,1,0,1,0,44,320,0,10.48
0,0,0,0,0,0,1,0,0,0,0,0,1,22,320,0,11.72
0,0,0,0,0,0,0,0,1,1,0,1,1,22,8,0,14.37
1,0,0,0,0,0,0,0,1,0,0,0,1,44,8,1,14.93
0,0,0,0,0,0,0,0,0,0,1,1,1,48,320,0,15.27
1,1,1,0,0,0,1,0,0,0,0,0,1,8,320,1,27.452697298816084
1,0,1,0,0,0,0,0,0,1,1,1,1,44,160,1,27.453108195914083
1,0,1,0,1,1,0,0,1,1,1,1,1,48,320,1,27.45417554913037
0,1,1,1,1,0,1,0,0,0,1,1,1,8,8,2,27.454383631240034
1,0,0,0,1,1,1,0,1,1,1,1,1,22,320,0,27.45463724886947
