auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,time
1,0,1,0,0,1,0,0,0,0,1,0,8.94
1,0,1,1,0,0,1,1,1,1,1,0,9.7
0,0,0,1,0,1,0,1,1,0,0,0,15.7
1,1,0,1,0,1,1,0,1,0,0,0,324.01
1,0,0,0,0,0,1,0,0,0,0,1,5.87
1,1,1,1,1,1,1,1,1,0,1,0,324.39
0,0,0,0,1,0,0,1,1,1,0,0,9.68
1,1,1,1,1,0,0,0,1,0,1,1,59.76
1,1,1,1,1,0,0,0,0,1,0,0,7.15
0,0,0,0,0,1,0,0,0,0,1,0,8.86
1,0,1,0,1,0,1,0,0,1,0,0,503.5655581251123
0,1,1,1,0,0,1,0,1,0,1,0,503.5686628573763
1,0,0,0,0,1,0,1,0,1,0,1,503.56678533928533
0,0,1,0,1,0,0,0,1,1,1,1,503.5611162505045
1,1,0,1,0,0,0,1,0,1,0,1,7.17
0,0,1,0,1,0,0,0,0,1,1,1,503.56874496628586
1,1,0,1,1,1,1,1,1,0,0,0,503.5659094578577
0,1,0,0,0,0,1,0,1,0,0,1,503.5616286750297
1,0,1,0,0,1,1,0,0,0,1,1,503.56402506362724
1,1,0,0,0,0,1,1,1,0,0,0,503.56151295847985
1,1,1,1,0,1,1,0,0,0,0,0,503.5676807817609
0,0,1,0,0,0,0,0,1,1,1,1,503.566310564881
0,0,0,0,1,0,1,1,1,0,0,1,503.5627371214228
0,1,1,1,0,1,0,0,1,1,1,0,324.49
1,0,1,0,1,0,0,0,0,0,1,1,503.5636312665667
1,0,1,0,1,1,1,1,0,0,0,1,503.5610983566951
1,0,1,0,0,0,1,1,0,1,0,0,503.5646990494516
1,0,1,1,0,0,1,1,1,0,1,0,503.5618052126426
1,1,1,0,1,0,0,1,0,1,0,1,503.5654937094264
0,0,1,1,0,1,0,0,1,1,1,0,503.5632274859906
1,0,0,1,0,0,0,0,1,0,1,1,9.73
1,1,0,1,1,0,0,1,1,1,0,0,503.5620323893964
1,0,1,1,1,0,0,0,0,0,0,1,503.56256922518844
1,0,0,0,0,0,1,0,0,1,0,1,503.5667259344577
1,0,1,0,0,0,0,1,0,1,0,1,5.92
1,1,0,1,0,0,0,0,0,0,1,0,503.56435827430505
0,1,1,0,0,0,1,0,0,0,0,1,503.56827461518026
1,0,0,1,0,1,0,0,1,1,0,0,15.52
0,0,0,0,1,0,0,1,1,0,1,0,503.5652440045643
1,0,1,0,0,0,1,0,1,1,0,0,9.73
1,1,0,1,0,1,0,1,1,0,1,0,503.56876599204287
1,1,1,1,0,0,1,0,0,0,0,1,503.5688032792699
1,1,0,1,0,0,0,1,1,1,0,0,503.5641759890681
1,0,1,1,1,0,1,0,1,1,0,0,503.56358501914366
1,1,1,0,0,1,1,1,0,0,1,1,494.32
1,0,0,1,0,1,0,1,1,0,0,0,503.56836702577493
0,0,0,0,1,0,0,0,0,0,1,0,5.92
0,0,0,0,0,1,0,1,1,0,0,1,503.5640613768564
1,0,0,0,0,0,1,0,0,0,1,0,5.9
0,1,1,1,0,0,0,0,1,0,1,0,503.56850111048874
0,0,0,1,1,0,0,0,0,0,1,0,503.56279831166273
1,0,1,0,0,0,0,1,1,1,0,1,503.5677890070483
0,0,0,1,0,1,0,1,1,0,0,1,503.565851466983
0,0,1,0,0,0,0,1,0,1,0,0,503.5685913273477
1,0,1,0,1,0,0,1,1,0,1,0,503.56579971681356
0,0,1,0,0,1,0,0,0,0,1,1,503.5632876433608
1,0,0,0,0,0,1,1,1,1,1,0,9.65
1,0,1,0,0,0,0,0,0,0,1,0,5.92
1,0,0,0,0,1,0,0,0,0,1,0,8.95
1,1,0,0,0,0,0,1,0,1,0,1,7.18
1,1,0,1,0,0,1,0,0,0,1,0,7.12
0,1,1,0,0,1,1,1,0,0,1,1,496.36
0,0,0,0,0,0,0,1,1,0,1,0,9.69
1,0,0,0,0,1,0,0,0,1,0,0,503.5639871478257
1,0,1,1,0,0,0,1,0,1,0,1,5.96
1,0,0,1,0,0,0,0,0,0,1,1,5.95
1,0,0,1,0,0,0,1,0,0,0,0,503.56222177659555
0,0,0,0,0,1,0,0,1,0,0,0,15.49
0,0,0,0,0,1,1,1,1,0,1,0,503.56278398776345
0,0,1,0,1,1,0,1,0,0,1,0,503.5672624630907
0,0,0,0,0,1,0,0,1,0,1,0,15.66
0,0,0,0,0,0,0,1,1,1,0,0,503.5610933025458
1,1,1,1,0,0,0,1,1,1,0,1,503.5660119551641
0,0,1,1,0,0,0,1,0,1,1,1,503.5625880863808
1,0,0,1,1,0,0,0,0,0,1,0,5.91
0,0,1,0,0,0,0,0,0,0,1,0,5.89
1,1,0,1,0,0,1,0,0,0,0,1,503.56364485094525
1,1,0,1,0,0,0,1,0,1,0,0,7.18
1,0,0,0,0,0,1,0,0,1,1,0,5.89
1,1,0,1,0,0,1,1,0,0,0,1,503.5642388753973
1,1,1,1,1,1,0,0,0,1,0,0,496.17
1,0,1,0,0,1,0,1,0,1,0,1,503.5636738249116
1,0,1,0,0,0,0,1,1,0,1,1,503.56887847424116
1,0,0,1,0,0,1,1,0,0,1,0,5.91
1,0,0,1,0,0,0,1,1,1,1,0,503.56208696835324
0,0,0,1,0,1,0,0,0,1,0,1,503.56600983472066
1,1,0,1,0,0,0,1,0,0,1,0,503.5643856508728
1,1,1,0,0,0,1,0,0,1,1,1,503.5631893382852
1,0,0,1,0,0,0,0,0,1,1,1,503.5668200412591
1,0,1,0,0,0,1,1,0,1,0,1,503.56601910699237
