OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,throughput
1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,24886.7999199474
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,46525.0165216637
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,45767.5831960306
1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,25442.3999190084
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,46455.933306234
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,25476.1333244167
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,46594.8332308247
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,30639.8499065484
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,47535.383199442
0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,25268.4830920193
0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,23312.970394312506
0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,23312.96822325146
1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,23312.971927965413
1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,23312.968103339314
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,23312.97104497634
1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,23312.96889616056
0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,23312.974784861086
1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,23312.96812047136
1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,23312.97505150109
1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,23312.969898653853
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,46396.5498646767
1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,45819.2832012211
1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,32037.2999962623
0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,32088.5999251266
0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,31246.8332359474
1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,28509.9332900933
1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,30772.5332897389
1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,28849.2128662637
1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,28716.2999344311
