iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,1.31
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,90,1.59
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,1.31
0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,90,1.78
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,10,3.22
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,90,1.62
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,1.25
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,10,2.0
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,90,1.78
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,90,1.25
1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,90,3.9047346301363395
1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,90,3.9041494067166225
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,10,3.903979820525407
1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,10,3.906132052420304
0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,90,3.9030924048476674
0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,10,3.9088101899937846
0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,90,3.903538402618323
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,10,3.9071722924609738
1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,90,3.9015867765051992
0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,10,3.9068565091145726
1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,10,3.9032179380802225
