iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,1.666667,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.333333,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,90,0.222222,0
0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,90,0.222222,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,90,0.222222,0
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.333333,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,10,0.222222,0
1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,10,0.222222,1
0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,90,0.444444,0
0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,90,0.444444,0
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,90,0.333333,1
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,90,0.333333,0
0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,90,0.333333,0
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,90,1.222222,1
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,90,0.333333,0
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.666667,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,0.444444,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,90,1.333333,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.333333,0
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,0.444444,1
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,0.444444,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,90,1.444444,1
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.222222,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,0.888889,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.444444,1
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.333333,0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,1.333333,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,1.0,0
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,90,1.333333,1
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.222222,1
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,90,1.0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,0.777778,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90,0.888889,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,90,1.0,0
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.0,0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,1.0,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.111111,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.111111,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,90,1.111111,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.111111,1
