encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,1,0,0,1,0,0,1,10.36
0,1,0,0,1,0,0,1,1,1,0,10.19
0,0,1,0,0,0,0,1,1,1,0,10.72
0,1,0,0,1,0,0,0,0,0,1,10.7
0,1,0,0,1,0,0,1,1,1,1,10.28
0,0,0,0,1,0,0,0,0,0,1,10.72
0,1,0,1,0,0,0,1,1,1,0,8.97
0,0,0,0,1,0,0,0,1,0,1,10.31
0,1,0,0,1,0,0,0,0,0,0,10.5
0,0,1,0,0,0,0,1,1,1,0,10.72
0,1,0,0,1,0,0,0,1,0,1,10.17
0,0,0,0,0,1,0,0,0,0,0,10.19
0,0,0,0,1,0,0,0,1,0,0,9.33
0,0,0,1,0,0,0,1,1,0,0,10.3
0,0,0,1,0,0,0,1,1,1,0,10.72
0,0,0,0,0,1,0,1,1,1,0,9.33
1,0,1,0,0,0,0,0,0,1,0,10.14
1,0,0,0,0,0,1,0,1,1,0,14.45
0,1,0,1,1,0,1,1,0,0,0,314.98706806610096
0,0,0,0,1,0,1,0,0,1,1,314.986974875426
0,0,0,0,1,1,0,0,1,1,1,314.98385866901447
0,0,1,0,1,1,0,1,1,1,1,314.98802221875826
1,1,1,1,0,0,0,1,0,0,1,314.9879248975933
0,0,0,0,0,1,0,1,1,0,1,314.98628916391147
1,1,1,1,1,1,0,0,0,0,1,314.98367393296314
0,0,1,0,0,0,0,1,1,1,0,10.72
1,0,0,1,1,0,1,1,0,0,1,314.9877139959256
0,0,1,1,1,0,1,1,1,1,1,314.98865859579547
1,0,1,0,0,1,1,1,0,0,0,314.9879910172535
0,1,1,0,1,0,1,1,1,1,0,314.9855456860002
1,1,0,0,1,0,0,0,1,1,1,13.79
0,1,0,0,0,0,0,0,0,1,0,314.9863774512718
1,0,0,0,0,0,0,0,0,0,1,314.98475826228935
0,0,0,0,1,0,0,0,0,1,0,10.26
1,0,1,0,0,0,0,0,1,0,0,10.35
0,0,0,0,1,0,1,0,0,0,0,314.9811157849508
0,0,0,1,1,0,0,0,1,0,1,314.9820097853468
1,1,1,1,0,0,0,0,0,0,0,314.98410812611655
1,1,0,0,1,0,0,0,0,1,0,10.13
0,1,0,0,1,0,0,1,0,0,1,28.6
1,1,0,0,1,0,0,0,1,1,0,18.06
0,0,0,1,1,0,0,1,1,1,0,314.9831283511075
0,0,0,0,0,0,0,1,0,0,1,314.98761583974584
0,0,0,0,0,0,0,1,0,1,1,314.98634320273965
0,0,0,1,1,0,0,0,1,0,0,314.9884982592401
0,1,1,0,0,0,0,1,1,1,0,15.09
0,0,0,1,1,1,0,0,1,1,1,314.98134106987254
0,1,0,1,1,0,0,0,1,1,0,314.9889333380944
1,0,0,0,1,0,0,1,0,0,1,13.61
0,1,1,0,1,0,0,0,1,0,0,314.98694101984984
0,0,0,0,0,1,1,1,1,0,0,314.9825854058597
0,1,0,1,0,0,0,0,1,0,0,14.83
1,0,0,0,1,0,1,1,0,1,0,314.98396643121157
0,1,1,0,1,0,0,1,1,1,0,314.98734536382153
0,1,0,0,1,0,0,1,0,0,0,14.76
0,0,0,0,0,0,0,0,1,0,1,314.98538321429123
0,0,1,0,1,0,0,1,1,1,0,314.9848394895453
0,1,0,0,0,0,0,1,0,0,0,314.98613123150506
0,1,0,0,0,0,0,0,1,0,1,314.98380584537597
0,1,0,0,0,0,1,1,1,1,0,163.11
0,1,0,1,0,0,0,0,1,0,1,314.9871988199648
1,0,0,0,1,0,0,0,1,0,1,10.16
0,0,0,1,0,0,1,1,1,0,1,314.9811188030385
0,0,0,0,1,1,0,1,1,0,0,314.9884113628065
0,1,0,1,1,0,0,0,0,0,0,314.9864243586084
1,1,0,0,1,0,0,0,0,1,1,29.03
0,1,0,1,0,0,1,1,1,1,0,314.98683448627116
0,0,0,0,1,0,1,0,1,0,0,314.9815307793837
1,0,1,0,0,0,0,0,1,1,1,314.9863517339192
0,1,0,0,1,0,1,0,0,1,1,314.98484136656276
0,0,0,0,0,0,0,0,1,1,0,314.98639020761186
0,1,0,1,1,0,0,0,0,1,0,314.984970382797
0,0,0,0,1,0,1,0,1,0,1,314.9840955913813
0,0,0,0,0,0,1,1,0,0,1,314.98437441310904
1,0,0,0,1,0,0,1,0,1,1,226.51
1,1,0,0,1,0,0,1,1,1,0,14.42
0,1,0,0,1,1,0,0,0,0,0,314.98245952572444
1,1,1,0,0,0,0,0,0,1,0,9.96
0,1,0,1,0,0,0,1,1,1,1,314.98270714414315
0,1,1,0,0,0,0,0,0,1,0,165.44
0,1,0,0,1,1,0,0,1,0,0,314.9838904663874
0,0,0,0,0,0,0,1,1,0,0,314.9858543146157
0,1,0,1,1,1,0,0,0,0,0,314.9874005555447
0,0,1,0,1,0,0,0,1,0,0,314.9883595766701
1,0,0,1,1,0,0,0,0,0,0,314.9830428887822
0,1,0,1,0,0,0,1,0,0,1,314.9874274865131
1,0,1,1,0,0,0,0,0,1,1,314.98292592807985
0,0,1,0,0,0,0,0,0,1,0,289.28
1,1,0,1,0,0,0,1,1,1,0,13.7
0,0,0,0,0,0,0,0,1,1,1,314.9838984274659
