id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
548,1,p4x4,3,1.1687077651035087,0,0,1,5,43.73421750954973,2:2,auto,1,59,3,esa,4,0,1,none,1,high,0.701013230659615,30,16,39,2,41,1,62,1,0,1,0.98
548,1,p4x4,3,1.1687077651035087,0,0,1,5,43.73421750954973,2:2,auto,1,59,3,esa,4,0,1,none,1,high,0.701013230659615,30,14,45,2,41,6,53,1,0,1,0.98
2358,1,p4x4,2,0.9983442516147024,0,0,1,5,49.00750698985292,6:6,auto,0,59,4,tesa,4,0,1,none,1,baseline,0.6397928417754474,38,16,163,2,41,1,62,1,0,0,0.98
2358,1,p4x4,2,0.9983442516147024,0,0,1,5,49.00750698985292,6:6,auto,0,59,3,tesa,4,0,1,none,1,baseline,0.6397928417754474,30,20,163,2,41,0,59,2,0,1,0.98
22,0,"p8x8,b8x8,i8x8,i4x4",3,1.1368947905042777,0,0,1,5,49.00750698985292,6:6,auto,1,59,3,tesa,4,0,1,none,1,baseline,0.1432121870629345,30,14,163,2,41,1,62,1,0,1,1.45
22,1,"p8x8,b8x8,i8x8,i4x4",3,1.1368947905042777,0,0,1,5,49.00750698985292,6:6,auto,1,59,3,tesa,4,0,1,none,1,baseline,0.701013230659615,30,16,39,2,50,5,62,1,0,1,1.45
921,1,"p8x8,b8x8,i8x8,i4x4",3,1.1687077651035087,0,0,1,5,44.70616914544182,2:2,auto,1,59,3,esa,4,0,1,none,1,high,0.701013230659615,30,14,54,2,41,6,62,1,0,1,0.98
921,0,"p8x8,b8x8,i8x8,i4x4",3,0.9983442516147024,0,13,0,-1,49.00750698985292,-3:3,auto,1,134,3,umh,4,1,0,none,0,baseline,0.6397928417754474,50,16,39,2,41,1,62,1,0,1,0.8
921,0,"p8x8,b8x8,i8x8,i4x4",3,0.9983442516147024,0,7,0,-1,49.00750698985292,-3:3,auto,1,134,3,umh,4,0,0,none,1,baseline,0.6397928417754474,50,14,163,2,41,1,62,1,0,1,0.8
1268,1,all,3,0.1048103711279353,2,0,1,5,49.00750698985292,6:6,auto,1,59,4,tesa,4,0,1,none,1,baseline,0.701013230659615,30,16,39,2,96,1,62,1,0,1,1.45
1268,1,all,3,0.1048103711279353,2,0,1,5,49.00750698985292,6:6,auto,1,59,4,tesa,26,0,1,none,1,baseline,0.701013230659615,30,16,39,2,96,1,62,1,0,1,1.45
2358,1,p4x4,2,0.9983442516147024,0,0,1,5,49.00750698985292,6:6,spatial,1,59,3,tesa,4,0,1,none,1,baseline,0.6397928417754474,30,16,163,2,41,1,62,1,0,0,0.98
548,1,p4x4,3,1.1687077651035087,0,0,1,5,43.73421750954973,2:2,auto,1,59,4,esa,4,0,1,none,1,high,0.701013230659615,30,16,39,2,41,1,62,1,0,1,0.98
22,0,"p8x8,b8x8,i8x8,i4x4",3,1.1368947905042777,0,0,1,11,49.00750698985292,6:6,auto,1,59,3,tesa,4,0,1,none,1,baseline,0.1432121870629345,30,14,163,2,41,1,62,1,0,1,1.45
22,1,"p8x8,b8x8,i8x8,i4x4",3,1.1368947905042777,0,0,1,5,49.00750698985292,6:6,auto,1,59,3,tesa,4,0,1,none,1,baseline,0.0885519450022864,30,14,163,2,41,1,62,1,0,1,1.45
2358,1,p4x4,2,0.9983442516147024,0,0,1,5,49.00750698985292,6:6,auto,0,59,4,tesa,4,0,1,none,1,baseline,0.6397928417754474,30,14,163,2,41,1,62,1,0,1,0.98
921,0,"p8x8,b8x8,i8x8,i4x4",3,0.9983442516147024,0,13,0,-1,49.00750698985292,-3:3,auto,1,134,3,umh,4,0,0,none,0,baseline,0.6397928417754474,50,14,54,2,41,11,62,1,0,1,0.8
2358,1,p4x4,2,0.9983442516147024,0,0,1,5,49.00750698985292,6:6,auto,0,59,1,tesa,4,0,1,vbr,1,high,0.6397928417754474,30,14,163,2,41,1,62,1,0,2,0.98
777,1,none,3,1.0429460670983646,1,14,0,-4,23.780344080144086,-1:1,spatial,0,477,1,umh,25,1,1,cbr,1,main,0.5161572658526147,37,15,242,7,91,10,11,1,1,0,6.15
2358,0,none,2,1.1368947905042777,0,0,1,5,49.00750698985292,6:6,auto,1,59,4,tesa,15,0,1,cbr,1,high,0.701013230659615,30,14,54,2,41,1,62,1,0,1,1.45
