cfg_1,cfg_2,cfg_3,cfg_4,cfg_5,cfg_6,cfg_7,cfg_8,cfg_9,cfg_10,cfg_11,cfg_12,cfg_13,cfg_14,cfg_15,cfg_16,cfg_17,cfg_18,cfg_19,cfg_20,throughput
586,369081013,108,37345229,14584223,376567432,44243,346092354,0,6,12844360203,19361,3606026823,51,27278179,noblob,4304,16488123,75,300890,358.77
148,553432966,108,988911348,87088023,155160052,129396,346092354,0,1,12599569215,13633,3606026823,51,27278179,full,10104,7119322,56,579145,361.83
586,369081013,108,988911348,14584223,376567432,44243,346092354,0,6,12599569215,19361,3606026823,51,27278179,noblob,10104,16488123,56,523124,356.58
148,1023208416,108,376936567,14584223,376567432,44243,346092354,0,6,12844360203,19361,3606026823,35,27278179,noblob,1265,7119322,56,300890,365.73
883,553432966,108,647761764,87088023,155160052,51653,638445921,2,14,12844360203,20038,1674344376,51,27278179,full,4203,8945807,12,324990,357.23
883,553432966,108,483666589,87088023,155160052,14264,1060869575,0,76,12844360203,18969,766932808,51,27278179,noblob,4203,7119322,12,667561,364.51
883,553432966,108,483666589,120138161,376567432,14264,470140183,0,76,12599569215,9181,1982569003,51,27278179,full,919,7119322,12,667561,360.24
883,369081013,108,988911348,87088023,155160052,51653,346092354,0,64,12844360203,9181,1674344376,51,27278179,minimal,4203,8945807,12,324990,363.73
148,369081013,108,376936567,101308744,779945052,129396,470140183,0,76,12844360203,19361,1325022759,51,27278179,full,4304,31544888,12,300890,355.47
586,369081013,108,988911348,14584223,376567432,44243,346092354,0,6,12599569215,19361,1423450423,122,27278179,minimal,10104,16488123,72,781809,358.76
148,369081013,108,988911348,14584223,155160052,129396,346092354,0,1,12599569215,9181,3606026823,51,27278179,noblob,10104,16488123,12,579145,354.28
586,553432966,108,37345229,87088023,376567432,44243,346092354,0,6,12844360203,19361,3606026823,51,27278179,full,4304,7119322,56,300890,355.68
148,369081013,108,162260952,20248301,376567432,44243,147002650,0,75,12844360203,19361,3798478374,51,27278179,noblob,919,16488123,51,300890,353.82
331,369081013,108,988911348,112827482,155160052,44243,470140183,0,75,12599569215,23429,3606026823,51,27278179,full,4304,16488123,12,963547,361.26
845,369081013,108,162260952,4833057,376567432,44243,331454337,0,14,12844360203,24742,1674344376,94,27278179,noblob,4203,16488123,12,667561,362.24
331,369081013,108,162260952,56622647,376567432,44243,619714408,2,75,12844360203,20038,1674344376,51,27278179,minimal,4203,16488123,51,300890,369.5
148,369081013,108,483666589,91839764,259805077,14264,470140183,0,1,12844360203,18969,1674344376,51,27278179,minimal,4203,16488123,12,324990,354.38
883,553432966,108,37345229,83627624,919417860,129396,638445921,0,76,14264454767,9181,3606026823,51,27278179,full,4203,7119322,12,300890,355.68
845,369081013,108,162260952,87088023,155160052,44243,470140183,2,14,12844360203,20038,1674344376,51,27278179,full,4203,8945807,12,667561,358.7
883,369081013,108,537362183,4833057,376567432,51653,331454337,2,14,12844360203,9181,3606026823,94,27278179,noblob,4203,16488123,12,667561,353.1
883,369081013,108,537362183,87088023,155160052,51653,470140183,2,14,12844360203,9181,2703640341,108,27278179,full,4203,8945807,12,667561,361.06
883,553432966,108,483666589,87088023,376567432,44243,748167918,2,75,12844360203,18969,1674344376,94,27278179,minimal,4203,100712241,12,324990,351.07
331,1023208416,108,162260952,56622647,155160052,10988,638445921,0,76,12844360203,20038,1546372136,51,27278179,full,4203,7119322,51,667561,365.61
883,369081013,108,537362183,120138161,376567432,51653,470140183,2,14,12599569215,9181,3606026823,51,27278179,minimal,4203,8945807,12,33894,356.18
883,369081013,30284,988911348,87088023,155160052,51653,470140183,0,14,12844360203,9181,1982569003,51,27278179,full,919,8945807,12,667561,251.96
148,369081013,108,37345229,56622647,155160052,105727,470140183,0,75,12844360203,9181,3606026823,8,27278179,full,4304,16488123,12,579145,364.78
331,369081013,108,162260952,87088023,779945052,44243,147002650,0,1,12844360203,9181,3606026823,51,27278179,full,4304,31544888,12,672383,368.51
148,1023208416,108,162260952,14584223,155160052,44243,147002650,0,6,10483227599,19361,3606026823,35,27278179,noblob,4304,17049950,56,300890,366.53
331,369081013,108,376936567,101308744,376567432,44243,346092354,0,75,12844360203,19642,3606026823,51,27278179,full,10104,16488123,12,963547,364.94
148,369081013,108,988911348,29812188,376567432,118731,470140183,0,14,12844360203,9181,3606026823,51,27278179,minimal,919,16488123,12,300890,365.38
883,369081013,108,37345229,120138161,919417860,51653,470140183,0,1,12599569215,9181,1982569003,51,27278179,minimal,4203,8945807,42,667561,360.78
883,553432966,108,604709032,120138161,155160052,14264,638445921,0,14,12844360203,9181,1982569003,51,27278179,noblob,1480,7119322,12,667561,353.52
883,369081013,108,988911348,87088023,376567432,51653,470140183,2,76,12599569215,18969,1674344376,51,797890,full,8569,8945807,12,324990,351.48
148,369081013,108,988911348,4833057,376567432,44243,470140183,1,14,12844360203,23429,3798478374,94,27278179,noblob,4203,16488123,12,841700,327.6
845,369081013,108,162260952,20248301,376567432,44243,331454337,2,75,12599569215,20038,1674344376,51,27278179,minimal,919,16488123,30,667561,341.52
148,553432966,108,37345229,3161947,155160052,129396,346092354,0,1,12844360203,9181,1423450423,122,27278179,minimal,4304,31544888,12,579145,371.6
148,369081013,108,376936567,87088023,779945052,129396,470140183,0,76,12844360203,19361,3606026823,51,27278179,full,4304,7119322,12,963547,369.08
883,369081013,108,537362183,87088023,626797036,51653,470140183,2,14,12844360203,9181,3606026823,4,27278179,full,4203,8945807,12,667561,353.43
845,369081013,108,483666589,4833057,376567432,14264,346092354,2,76,12844360203,20038,1674344376,94,27278179,noblob,4203,7119322,12,324990,360.8
931,369081013,108,162260952,87088023,307103965,44243,595890837,0,14,12844360203,9181,1674344376,35,27278179,full,4203,16488123,12,667561,359.18
148,369081013,108,376936567,101308744,779945052,103844,346092354,0,76,12844360203,7820,1423450423,122,27278179,minimal,4203,7119322,12,324990,361.83
883,553432966,108,483666589,87088023,155160052,14264,470140183,0,76,12844360203,9181,1674344376,51,27278179,full,2628,31544888,12,963547,356.03
883,553432966,108,483666589,87088023,155160052,14264,638445921,0,58,12844360203,15066,1674344376,51,27278179,full,4203,7119322,12,324990,364.07
883,369081013,108,303635542,120138161,376567432,51653,470140183,0,14,12599569215,9181,1982569003,51,27278179,minimal,919,8945807,12,667561,358.23
883,809159697,108,988911348,120138161,376567432,51653,470140183,0,14,12599569215,9181,1982569003,51,27278179,noblob,919,8945807,12,667561,361.44
331,1023208416,108,162260952,14584223,376567432,44243,748167918,0,67,12844360203,12507,1674344376,51,27278179,noblob,4652,16488123,82,300890,346.39
331,369081013,108,162260952,56622647,734250580,44243,619714408,0,75,12844360203,20038,3606026823,94,27278179,minimal,4203,7119322,51,300890,360.19
148,369081013,108,37345229,101308744,155160052,129396,346092354,0,1,12844360203,19361,3606026823,51,27278179,full,4304,7119322,12,579145,356.17
331,553432966,108,85386026,87088023,787544385,44243,147002650,0,75,12844360203,9181,3606026823,51,27278179,full,4304,16488123,12,963547,361.48
883,369081013,108,988911348,120138161,752688618,51653,470140183,0,14,12599569215,9181,1982569003,51,27278179,minimal,919,8945807,12,645610,359.08
148,553432966,108,37345229,87088023,155160052,14264,346092354,0,76,12844360203,18969,3606026823,51,27278179,full,4203,7119322,12,324990,357.13
883,553432966,21602,483666589,87088023,155160052,129396,638445921,2,70,12844360203,9181,1674344376,51,27278179,full,4304,7119322,12,579145,248.17
586,1023208416,108,988911348,56622647,376567432,44243,346092354,0,6,12599569215,20038,3606026823,94,27278179,noblob,10104,16488123,51,300890,357.08
331,369081013,108,162260952,14584223,376567432,44243,748167918,2,75,12844360203,19361,1674344376,51,27278179,minimal,4203,16488123,56,667561,345.32
331,369081013,108,162260952,101308744,155160052,44243,260579110,0,75,12844360203,3532,3606026823,51,27278179,full,4304,16488123,54,963547,359.8
928,553432966,108,483666589,87088023,155160052,14264,638445921,0,76,12844360203,18969,1674344376,51,27278179,full,4203,7119322,12,324990,354.67
586,369081013,108,988911348,14584223,376567432,44243,346092354,0,6,12599569215,19361,3606026823,51,27278179,noblob,10104,16488123,56,36228,358.11
331,369081013,108,162260952,87088023,155160052,44243,1060869575,2,14,10627153770,20038,3606026823,51,27278179,full,4203,16488123,12,667561,361.26
883,553432966,108,537362183,101308744,155160052,51653,147002650,0,75,12844360203,19361,766932808,51,27278179,noblob,4304,8945807,12,963547,363.68
845,553432966,108,162260952,4833057,155160052,44243,346092354,1,14,12844360203,9181,1674344376,94,51633656,minimal,4203,7119322,12,324990,331.84
148,369081013,108,988911348,115367843,376567432,44243,470140183,0,75,12599569215,23429,2043683396,51,27278179,minimal,919,16488123,51,667561,363.37
845,369081013,108,162260952,20248301,376567432,44243,331454337,2,14,12844360203,13223,3798478374,94,27278179,noblob,4203,16488123,12,300890,361.82
331,521372089,108,47800108,101308744,155160052,44243,346092354,0,6,12599569215,19361,3606026823,38,27278179,full,10104,45515755,56,300890,359.27
586,369081013,108,988911348,14584223,376567432,44243,147002650,0,75,12844360203,19361,3606026823,51,27278179,noblob,4304,16488123,12,963547,358.61
883,553432966,108,537362183,4833057,376567432,51653,781762366,2,14,12844360203,20038,1674344376,51,27278179,noblob,4203,16488123,12,667561,353.47
845,369081013,22669,275042329,87088023,155160052,44243,1060869575,2,14,12844360203,20038,766932808,94,27278179,noblob,4203,8945807,12,667561,252.96
883,553432966,108,537362183,87088023,155160052,51653,470140183,2,14,11689634084,9181,3606026823,51,27278179,full,4203,7119322,12,667561,361.38
148,369081013,108,37345229,46718835,155160052,129396,346092354,0,1,12807946756,9181,3606026823,51,27278179,full,4304,8945807,12,579145,366.7
732,369081013,108,988911348,120138161,376567432,44243,470140183,0,6,12599569215,9181,649995755,51,27278179,noblob,919,16488123,12,300890,364.16
586,369081013,108,988911348,14584223,376567432,51653,346092354,1,73,12599569215,19361,1982569003,51,27278179,minimal,10104,8945807,56,667561,323.1
931,369081013,108,537362183,87088023,1022444758,51653,346092354,0,76,12844360203,9825,1674344376,51,27278179,full,4203,7119322,12,324990,352.56
883,369081013,108,483666589,87088023,155160052,14264,470140183,2,14,12844360203,9181,3606026823,35,27278179,full,4203,8945807,12,667561,343.66
331,369081013,108,162260952,20248301,155160052,44243,147002650,2,75,12844360203,9181,3606026823,51,27278179,minimal,6808,16488123,51,300890,338.33
148,369081013,108,988911348,56622647,376567432,44243,470140183,0,75,12599569215,23429,3798478374,51,27278179,full,4304,16488123,12,672383,348.46
931,369081013,108,483666589,87088023,1022444758,51653,346092354,2,76,12844360203,9181,1674344376,35,27278179,minimal,4203,7119322,12,667561,344.47
883,851670898,108,537362183,87088023,155160052,14264,931492859,0,14,12844360203,9181,3606026823,51,27278179,minimal,4203,8945807,12,324990,343.84
148,1023208416,108,988911348,14584223,376567432,44243,346092354,0,6,12844360203,19361,3606026823,35,27278179,noblob,10104,16488123,56,300890,349.82
586,369081013,108,376936567,14584223,376567432,44243,346092354,0,6,12599569215,20450,3606026823,62,27278179,noblob,10104,7119322,56,300890,365.41
586,369081013,108,988911348,91839764,919417860,129396,346092354,0,6,12844360203,19361,3606026823,51,27278179,minimal,4203,16488123,12,300890,358.92
148,369081013,108,37345229,66085363,376567432,44243,470140183,0,1,12599569215,9181,3606026823,51,27278179,noblob,10104,16488123,56,300890,358.68
449,886244127,4067,765985720,92653425,166142932,108834,301040297,0,69,13586407608,11699,3605044487,76,30175090,minimal,370,85238869,3,746823,287.68
922,152119973,9593,546363169,86142983,290752125,15543,340745898,1,72,14227313434,19444,843733606,9,133431717,full,3007,59372904,10,36462,236.02
686,470440799,12049,878123251,43875025,689299388,57247,91229862,2,56,10701197104,5220,3015333431,30,45549013,full,6741,77152552,83,636697,260.52
355,901472234,28978,252479725,29567568,300159993,3944,494890795,0,28,10639913649,203,1101384273,117,26143662,full,3571,89165684,54,956629,253.01
951,188941857,31381,766664883,3348098,54538475,24718,491338245,2,68,13227041251,5354,437311855,58,16346378,noblob,4950,76203869,17,390883,256.97
407,28593958,20483,115219759,88850516,781219221,98924,916208981,2,5,11770687913,16756,89248523,35,40398469,full,4889,30549215,97,871268,257.17
539,79552040,16271,759753248,105675139,553000270,10039,593393259,0,4,10721548982,2594,1351532704,40,109393045,noblob,6109,102324254,42,244033,258.96
726,20905145,35541,802758563,9122426,175639686,51839,698377273,0,53,10746205019,21651,1675788154,77,1284388,full,5133,128260979,59,399142,253.28
678,755029098,8418,28079860,115015250,318055233,70903,959990405,1,74,11358557760,3933,1487974327,59,35806154,minimal,5962,94448142,22,608436,235.77
843,23475375,1923,29460129,84046415,645786480,10641,619099837,0,71,12638534369,25890,46824983,95,89347491,full,6268,89916701,44,675661,296.99
30,682684840,12142,433377142,129321381,328377073,47758,837993724,0,48,13394447122,8147,4274455949,63,98035405,minimal,6088,2781621,28,260295,260.01
378,471666000,30705,252171010,56117908,286791675,66661,1044096091,0,63,13435897777,9395,1034102399,17,66027080,noblob,1270,75686985,98,915653,248.57
406,46099828,28935,333820978,48290424,995770856,81243,61533792,1,47,13632125822,6582,493320955,7,57286291,noblob,8634,47485678,43,1589,221.82
120,976962945,17950,213413667,8032568,74274403,93070,452619271,0,71,13499933208,17375,4167896869,78,84094776,minimal,2979,74278584,18,577451,245.38
477,739590216,37072,606815832,6209495,259446364,122150,321815385,0,66,12474698938,22560,1418792753,32,120624210,noblob,4395,35145765,32,348869,248.39
83,774830624,21175,402582423,28648578,1041018629,33032,926547035,0,66,11941565345,15221,1073167063,23,32051425,full,6543,94633961,77,640850,252.13
928,1013856621,4363,111990922,81303270,131542704,18191,662410198,2,56,15273587684,16885,538455989,17,103175354,full,5791,104654364,12,784589,276.49
734,225569069,2999,426660069,111723173,958360241,50664,532529650,1,46,13932597271,4548,2780676118,40,4380671,full,1162,73896512,80,689808,257.53
391,985120512,24141,1066693384,116235918,821383763,28693,213115649,1,40,11781501531,16000,3975408775,104,96893760,minimal,3246,19010254,14,773026,225.05
331,992619558,11633,625926320,16445987,950819334,116575,942383669,1,78,13681506991,5812,1027445264,9,83277115,minimal,9636,49433203,35,574405,231.39
635,538576746,9336,398425592,82366048,241450473,9575,958172070,0,90,11219203261,23099,3477646605,15,56955326,minimal,4644,71501989,61,92926,264.67
449,188941857,4067,766664883,92653425,166142932,108834,301040297,2,69,13586407608,5354,4058793072,76,54014621,noblob,370,76203869,17,390883,271.0
951,886244127,31381,765985720,3348098,54538475,24718,491338245,0,68,13227041251,11699,3605044487,58,16346378,minimal,4950,85238869,3,746823,247.83
539,79552040,16271,766664883,3348098,553000270,24718,491338245,0,42,13353735548,2594,1351532704,58,16346378,noblob,4950,76203869,42,244033,253.55
951,188941857,31381,759753248,105675139,82950698,10039,593393259,2,4,11889188653,5354,437311855,40,109393045,noblob,6109,102324254,17,390883,250.22
928,886244127,4363,765985720,81303270,131542704,124066,301040297,2,56,14755829365,11699,3605044487,17,30175090,minimal,370,85238869,12,746823,280.88
449,1013856621,4067,111990922,92653425,166142932,108834,662410198,0,69,15273587684,16885,1320525873,76,103175354,full,3803,104654364,3,784589,286.46
449,886244127,4067,765985720,92653425,166142932,108834,995069636,0,69,13586407608,11699,3605044487,76,30175090,minimal,370,85238869,3,746823,285.23
928,1013856621,4363,111990922,93563589,131542704,18191,662410198,2,68,15273587684,16885,538455989,17,103175354,full,5791,104654364,12,784589,277.96
951,538576746,31381,398425592,82366048,241450473,24718,491338245,0,90,13227041251,5354,3477646605,58,16346378,noblob,4644,76203869,61,92926,256.94
635,188941857,12161,766664883,3348098,54538475,9575,958172070,2,68,11219203261,23099,437311855,15,56955326,minimal,4950,71501989,17,390883,255.8
951,538576746,9336,398425592,82366048,54538475,24718,958172070,0,68,13227041251,5354,437311855,15,56955326,minimal,4950,76203869,7,390883,266.31
635,188941857,31381,766664883,3348098,241450473,9575,491338245,2,90,11219203261,23099,3477646605,58,16346378,minimal,4644,71501989,17,92926,251.77
843,673512889,1923,29460129,84046415,645786480,10641,619099837,0,71,12567694180,25890,46824983,95,89347491,full,6268,89916701,44,675661,295.39
355,901472234,28978,252479725,29567568,300159993,3944,35907617,0,28,10702795768,203,1101384273,117,26143662,full,3571,89165684,54,956629,250.57
378,901472234,28978,252479725,29567568,286791675,66661,494890795,0,28,13435897777,203,1101384273,17,26143662,full,3571,89165684,98,956629,252.46
355,471666000,9486,252171010,56117908,300159993,3944,511573338,0,63,10639913649,9395,1034102399,117,66027080,noblob,1270,75686985,54,915653,266.91
50,1013856621,11789,111990922,81303270,131542704,18191,662410198,2,56,15273587684,16885,538455989,17,103175354,full,5791,104654364,12,784589,260.91
726,739590216,37072,802758563,45211275,259446364,51839,698377273,0,53,10746205019,21651,1418792753,77,120624210,full,5133,128260979,32,348869,253.64
189,20905145,35541,606815832,6209495,175639686,122150,321815385,0,66,12474698938,22560,1675788154,32,1284388,noblob,4395,35145765,59,399142,252.56
268,682684840,12142,765985720,92653425,328377073,47758,837993724,0,85,13586407608,11699,4274455949,76,30175090,minimal,6088,85238869,28,746823,263.48
686,470440799,1923,878123251,43875025,689299388,10641,619099837,2,71,10701197104,5220,46824983,95,89347491,full,6741,89916701,83,675661,292.99
843,673512889,12049,29460129,84046415,645786480,57247,91229862,0,56,12567694180,25890,3015333431,30,45549013,full,6268,77152552,44,636697,260.43
635,538576746,9336,398425592,82366048,241450473,24718,958172070,0,68,13227041251,23099,437311855,109,56955326,minimal,4644,71501989,61,92926,265.31
951,538576746,9336,398425592,82366048,54538475,9575,958172070,0,90,11219203261,5354,3477646605,15,56955326,minimal,4950,76203869,7,390883,269.26
928,1013856621,4363,111990922,56117908,131542704,3944,511573338,2,56,15273587684,16885,538455989,17,66027080,noblob,5791,104654364,12,915653,275.06
355,471666000,9486,252171010,81303270,300159993,18191,662410198,0,63,10639913649,9395,1034102399,117,103175354,noblob,1270,75686985,54,784589,268.19
843,538576746,1923,398425592,82366048,645786480,10641,441003666,0,71,13227041251,25890,437311855,95,56955326,full,4950,76203869,44,390883,301.14
951,23475375,9336,29460129,84046415,54538475,24718,849575019,1,68,12638534369,5354,46824983,15,89347491,minimal,6268,89916701,52,675661,227.77
951,470440799,8603,878123251,43875025,689299388,24718,91229862,0,56,13227041251,5354,437311855,15,45549013,full,4950,76203869,7,636697,268.62
686,538576746,9336,398425592,82366048,54538475,57247,958172070,2,68,10701197104,5220,3015333431,30,56955326,minimal,6741,77152552,83,390883,265.43
635,57324878,12049,878123251,43875025,241450473,9575,958172070,0,56,10701197104,23099,3477646605,15,45549013,full,6741,71501989,61,92926,255.07
686,470440799,9336,398425592,82366048,689299388,57247,91229862,2,90,11219203261,5220,3015333431,30,56955326,minimal,4644,77152552,83,636697,262.65
928,886244127,4363,765985720,92653425,131542704,108834,798412132,0,56,13586407608,11699,3605044487,17,30175090,minimal,370,85238869,3,746823,284.91
449,886244127,20266,765985720,81303270,166142932,124066,995069636,2,69,14755829365,11699,3605044487,76,127386398,minimal,370,85238869,12,746823,253.33
449,471666000,4067,766664883,92653425,300159993,108834,511573338,2,69,10639913649,1978,4058793072,76,76729592,full,1270,76203869,17,390883,280.4
165,188941857,14611,252171010,56117908,166142932,3944,301040297,0,63,13586407608,9395,1034102399,117,54014621,noblob,370,75686985,54,915653,257.69
928,1013856621,11789,111990922,81303270,131542704,124066,662410198,2,56,15273587684,11699,538455989,94,103175354,minimal,5791,85238869,12,746823,256.46
50,886244127,4363,765985720,81303270,131542704,18191,301040297,2,56,14755829365,16885,3605044487,17,30175090,full,370,104654364,12,784589,274.43
928,886244127,4363,765985720,81303270,131542704,124066,301040297,2,56,14755829365,11699,3605044487,17,94723194,minimal,370,85238869,12,746823,284.73
635,538576746,12049,878123251,43875025,241450473,9575,25443221,2,56,10701197104,23099,3477646605,15,45549013,full,6741,71501989,61,92926,258.28
928,886244127,4363,765985720,81303270,131542704,64094,301040297,2,56,14755829365,2819,3605044487,17,30175090,minimal,370,85238869,12,746823,271.59
928,886244127,4363,765985720,81303270,131542704,116785,301040297,2,56,14755829365,11699,3605044487,17,30175090,minimal,370,85238869,12,704683,283.25
449,886244127,4067,765985720,81050945,166142932,108834,301040297,0,28,13586407608,11699,3605044487,76,30175090,minimal,370,85238869,3,746823,281.69
449,886244127,4067,765985720,92653425,166142932,108834,995069636,0,10,13586407608,11699,3605044487,76,30175090,minimal,370,85238869,3,746823,283.8
686,1013856621,4363,111990922,43875025,689299388,10641,619099837,2,56,10701197104,16885,540011236,60,103175354,full,6741,104654364,12,784589,278.01
928,470440799,1923,878123251,81303270,131542704,18191,662410198,2,71,15273587684,5220,538455989,95,89347491,full,5791,89916701,83,675661,296.8
843,23475375,1923,29460129,84046415,645786480,10641,619099837,2,71,12638534369,25890,46824983,95,89347491,full,6268,89916701,44,675661,297.86
843,23475375,1923,29460129,84046415,645786480,10641,619099837,0,71,15116344085,25890,46824983,95,89347491,full,6268,89916701,44,675661,300.11
449,538576746,9336,398425592,92653425,166142932,108834,301040297,0,90,11219203261,5354,3477646605,15,56955326,minimal,370,76203869,17,390883,270.9
951,188941857,4067,766664883,82366048,54538475,16251,958172070,2,69,13586407608,5354,4058793072,57,54014621,noblob,4950,76203869,7,390883,278.07
928,553786816,4067,111990922,92653425,166142932,108834,662410198,0,56,13586407608,16885,3605044487,17,103175354,full,3803,104654364,3,784589,283.42
449,886244127,4363,765985720,92653425,131542704,108834,798412132,0,69,15273587684,11699,1320525873,76,30175090,minimal,2592,85238869,86,746823,282.82
928,886244127,4363,765985720,81303270,131542704,18191,301040297,2,56,14755829365,16885,3605044487,17,94723194,full,370,104654364,12,784589,280.35
532,886244127,4363,765985720,81303270,131542704,124066,301040297,2,56,14755829365,11699,3605044487,17,30175090,noblob,370,85238869,12,746823,279.37
928,886244127,4363,765985720,81303270,131542704,10641,619099837,0,56,12567694180,11699,3605044487,95,89347491,minimal,370,89916701,44,746823,277.82
971,673512889,1923,29460129,84046415,645786480,124066,301040297,2,71,11324980224,25890,46824983,17,30175090,full,6268,85238869,12,675661,290.55
686,470440799,1923,97972668,43875025,689299388,10641,619099837,2,71,10701197104,5220,46824983,95,89347491,full,6741,89916701,83,67833,287.91
449,188941857,4067,766664883,92653425,166142932,108834,301040297,0,69,11202868634,5354,4058793072,76,54014621,noblob,370,2495677,17,390883,294.6
449,886244127,4067,765985720,92653425,166142932,108834,695790582,0,69,13586407608,11699,3605044487,76,30175090,minimal,370,85238869,39,746823,287.61
50,470440799,4363,878123251,43875025,689299388,10641,301040297,1,56,10701197104,5220,3605044487,95,30175090,full,370,89916701,12,784589,244.94
449,470440799,1923,878123251,92653425,689299388,10641,619099837,0,71,13586407608,11699,46824983,76,30175090,minimal,370,89916701,83,633996,302.22
686,886244127,4067,765985720,43875025,166142932,108834,995069636,2,69,10701197104,5220,3605044487,95,89347491,full,6741,85238869,3,746823,280.97
686,470440799,1923,878123251,84046415,689299388,10641,619099837,0,71,12638534369,25890,46824983,95,89347491,full,6268,89916701,44,675661,294.93
843,23475375,1923,29460129,38950548,645786480,10641,362939634,2,71,10701197104,5220,46824983,95,89347491,full,6741,89916701,83,675661,296.84
449,470440799,4067,878123251,92653425,689299388,10641,619099837,2,69,13586407608,5220,46824983,76,89347491,full,6741,89916701,39,675661,282.98
686,886244127,1923,765985720,43875025,166142932,108834,695790582,0,71,10701197104,11699,3605044487,95,30175090,minimal,370,85238869,83,746823,339.16
928,470440799,1923,111990922,92653425,166142932,108834,662410198,0,71,13586407608,5220,3605044487,95,103175354,full,5791,89916701,3,675661,302.75
928,553786816,4067,766464806,81303270,131542704,18191,662410198,0,56,15273587684,16885,538455989,5,89347491,full,3803,104654364,83,784589,280.49
449,249359802,4067,765985720,92653425,166142932,108834,301040297,0,69,13586407608,11699,3605044487,58,89722965,minimal,370,85238869,3,746823,284.54
449,272627656,4067,765985720,92653425,166142932,108834,695790582,0,69,13586407608,11699,3605044487,76,30175090,minimal,370,85238869,39,746823,281.09
449,467186096,4067,766664883,92653425,166142932,108834,301040297,0,69,11202868634,5996,4058793072,76,54014621,noblob,370,2495677,17,390883,294.29
686,470440799,35471,29460129,43875025,645786480,10641,619099837,0,9,10701197104,5220,46824983,95,89347491,full,6268,89916701,83,675661,255.72
843,23475375,1923,878123251,66747803,689299388,10641,619099837,2,71,12638534369,25890,46824983,95,89347491,full,6741,89916701,44,675661,294.54
843,538576746,1923,878123251,82366048,645786480,10641,441003666,0,71,13227041251,25890,46824983,95,89347491,full,6741,76203869,8,390883,300.09
686,470440799,1923,398425592,43875025,689299388,10641,619099837,2,71,10701197104,5220,3279000352,95,56955326,full,4950,89916701,83,675661,291.26
843,23475375,1923,29460129,84046415,645786480,10641,614016273,2,71,12638534369,25890,46824983,95,89347491,full,6268,89916701,44,675661,293.41
449,886244127,4067,765985720,84046415,645786480,124066,301040297,0,71,11324980224,25890,46824983,76,30175090,minimal,370,85238869,3,746823,283.27
971,673512889,1923,29460129,92653425,166142932,108834,301040297,2,69,13586407608,11699,3605044487,17,30175090,full,6268,85238869,12,675661,294.26
843,886244127,1923,765985720,82366048,166142932,108834,441003666,0,71,13586407608,11699,3605044487,95,56955326,full,370,85238869,44,390883,299.92
449,538576746,4067,398425592,92653425,645786480,10641,301040297,0,69,13227041251,25890,437311855,76,30175090,minimal,4950,8380617,3,746823,292.36
971,673512889,1923,29460129,84046415,645786480,108834,301040297,2,71,13586407608,11699,3605044487,17,89347491,full,6268,85238869,44,675661,298.6
843,23475375,1923,29460129,92653425,166142932,10641,619099837,0,69,14686815346,25890,46824983,95,30175090,full,6268,89916701,12,675661,298.87
843,886244127,1923,878123251,82366048,166142932,108834,695790582,0,71,13227041251,25890,3605044487,95,89347491,full,6741,85238869,8,390883,300.05
686,538576746,1923,765985720,43875025,645786480,10641,441003666,0,71,10701197104,11699,46824983,95,30175090,minimal,370,76203869,83,746823,297.3
843,23475375,1923,29460129,43875025,166142932,10641,870414651,2,26,10701197104,11699,46824983,95,89347491,minimal,6741,89916701,12,334561,291.37
686,886244127,1923,765985720,38950548,645786480,42024,362939634,0,71,10701197104,5220,1042973069,95,30175090,full,370,85238869,83,675661,299.97
843,23475375,1923,878123251,66747803,689299388,10641,619099837,2,71,12638534369,25890,46824983,95,89347491,full,6741,89916701,46,675661,298.36
843,23475375,1923,29460129,84046415,645786480,10641,619099837,0,71,10664355145,25890,46824983,95,89347491,full,6268,89916701,44,675661,298.81
843,886244127,1923,29460129,84046415,166142932,108834,193652465,0,71,12638534369,25890,46824983,95,30175090,full,370,89916701,83,675661,304.81
686,23475375,1923,765985720,43875025,645786480,10641,695790582,0,71,10701197104,11699,3605044487,65,89347491,minimal,6268,85238869,44,746823,295.33
843,538576746,1923,765985720,82366048,166142932,108834,441003666,0,71,13227041251,25890,3605044487,95,89347491,full,370,85238869,8,390883,296.41
843,886244127,14253,878123251,82366048,645786480,10641,441003666,0,71,13586407608,11699,46824983,95,56955326,full,6741,76203869,44,390883,258.09
928,470440799,1923,765985720,82366048,166142932,108834,441003666,0,71,13586407608,11699,3605044487,95,103175354,full,370,89916701,3,675661,295.57
843,886244127,1923,111990922,92653425,166142932,108834,662410198,0,71,13586407608,5220,3605044487,95,56955326,full,5791,118052801,44,390883,300.6
843,673512889,1923,398425592,84046415,645786480,10641,441003666,0,71,12933136347,6199,46824983,95,89347491,full,4950,76203869,44,675661,294.93
843,538576746,1923,29460129,82366048,645786480,10641,619099837,0,71,13227041251,25890,437311855,95,56955326,full,6268,89916701,44,652056,296.01
843,23475375,6665,29460129,84046415,645786480,10641,619099837,0,71,15116344085,25890,46824983,95,89347491,full,6268,89916701,44,675661,268.89
449,188941857,1923,111990922,92653425,166142932,108834,662410198,0,69,13586407608,5220,2565457784,76,54014621,noblob,5791,89916701,17,390883,291.12
928,971683316,4067,766664883,92653425,166142932,108834,301040297,0,71,11202868634,5354,4058793072,95,103175354,full,370,2495677,3,675661,288.61
