cfg_1,cfg_2,cfg_3,cfg_4,cfg_5,cfg_6,cfg_7,cfg_8,cfg_9,cfg_10,cfg_11,cfg_12,cfg_13,cfg_14,cfg_15,cfg_16,cfg_17,cfg_18,cfg_19,cfg_20,throughput
85,664132581,732,430221964,61186493,185462085,101749,746568005,2,11,14973923115,13641,2968580652,53,22545946,full,4518,72323255,98,554482,353.72
97,476757623,444,484479088,16835725,599472678,111660,725249526,2,10,14588150543,9208,3969743315,63,130143355,noblob,2442,17031369,13,604515,381.02
453,204843359,632,541992277,33907716,393537166,85247,33798136,1,60,13824367691,1013,2132663010,82,37959065,noblob,5172,61535585,3,836058,330.37
308,366307131,780,499857819,33002884,470528995,35921,806683702,0,36,10509072114,17733,2174808951,122,53428755,minimal,807,79691148,6,996813,353.45
320,565081528,609,337883698,20953769,996959374,48117,521286536,1,2,12254334692,25000,79637202,63,2459662,minimal,3123,36625570,73,515393,330.5
137,176391359,884,836952837,123834335,818760796,105055,696131102,0,16,12698031534,21479,3234644082,104,128220706,minimal,2900,81535775,18,746591,349.15
692,245640310,606,526928031,580747,1063169772,123858,200855099,2,67,13112509606,6173,3169402815,109,42773804,full,3501,61968277,27,857598,373.13
971,673597601,1003,472693606,113295510,436808442,38045,924653470,0,98,14330860301,19519,3170759594,44,7855580,noblob,4230,44907967,98,387680,345.5
17,535022439,611,618168974,65145766,501645515,11492,353052172,2,46,13965283272,4327,1064761619,16,11542506,noblob,2174,54390547,12,939150,367.24
970,637168624,637,953143861,30215816,985412407,89501,225775068,2,75,12417513036,16952,500371562,28,40995708,full,4057,84855215,51,179188,350.81
178,318675126,622,893011436,57506374,1040585673,128287,803855913,2,10,10343690010,18887,1028887666,44,26912078,minimal,2801,28904064,70,554184,356.0
66,128380317,665,188563986,1464587,65932718,17410,763587014,2,30,11910059249,8060,1904656093,85,38168011,minimal,7640,81134071,53,934710,361.32
386,908987729,339,597673692,46265307,146570642,29028,571146707,1,85,10570435481,29546,2673289124,76,117727820,minimal,1406,3637595,56,361796,350.31
862,840454637,546,839707893,46844722,727826275,4793,1021702704,2,72,12508168849,28116,2865463497,86,126794360,noblob,5098,131066230,25,374773,363.17
536,169902721,995,399296227,21955728,672441084,75447,661477644,0,9,13314467201,19221,1561192687,28,25946580,full,1486,77109469,95,288972,337.43
41,67562300,827,913280012,17345410,105564362,11748,996884899,2,33,12420777545,20917,3142192638,112,127530809,full,2722,16940130,81,141610,353.01
879,828841053,612,12334056,112544434,655211282,123089,162496266,2,45,14504565817,15762,612996961,118,14588501,minimal,2165,3644298,9,198782,378.0
450,583042281,708,414567231,91896780,277802457,107525,920930068,1,72,14095612041,22562,2493746229,6,122242654,noblob,4987,61942492,6,545441,325.57
898,934035656,680,749419870,2934380,915345397,126011,313526148,1,25,14775163687,28142,4070206642,16,124185729,noblob,2173,98922814,100,897466,327.44
468,81562951,643,135843425,9200047,165638216,76699,259805009,2,13,14382659414,2796,3671104841,39,109360775,minimal,2284,34392048,79,116743,354.66
704,103991242,616,833216727,101895092,585996402,39834,680553287,2,94,12914404776,23741,3071925092,23,2976738,noblob,5037,100981081,84,671609,356.52
59,957463675,819,504180839,97048157,483983502,35844,1061941484,0,14,10477489352,16536,1813918496,10,4748564,minimal,5604,126453882,68,910630,338.71
199,821924307,611,852544417,79860764,70548933,77370,780745565,1,29,15337819834,13519,2264503441,66,26106043,minimal,7351,13593070,17,720161,336.0
948,33288183,838,113778645,73922282,366210075,49392,358122584,2,33,14829875530,5122,4098092174,106,51387614,minimal,3079,21468940,90,285932,348.42
640,623862660,1013,1027318006,60691555,339802029,113777,1036171094,0,29,12244197363,20767,2833208055,100,15102412,full,2159,123672264,64,210143,321.45
887,710502205,814,140014085,45360034,282130039,20381,1070840996,0,42,15282576144,1091,4115010705,37,132107052,full,5567,17051532,62,847209,352.01
659,83726330,695,546161039,112032604,975789075,53161,579368420,1,57,12446501003,2084,696386262,49,92762217,full,5244,104798183,75,513881,335.56
699,249403185,625,539691511,117822499,703552009,127968,611012604,1,52,13146710422,25093,3356233155,127,108396061,noblob,2312,15414098,30,917463,337.54
998,974771197,3006,478799681,71437541,999306080,8976,875948405,0,75,12184822693,11256,214788373,43,917006,noblob,362,72601377,98,846738,295.8
924,227935634,2283,425167927,90617878,1058104694,9229,187899756,0,78,12005524739,26703,2685008885,68,99744703,full,1320,2368774,78,580349,318.13
246,611041848,804,325772108,13329672,266830500,111968,656638162,2,96,15071467100,22077,1066982856,103,100940275,full,8601,109608021,22,702572,343.56
289,1017287354,948,476363410,115284036,846559564,25851,192795540,0,74,13454141041,1847,3056173274,16,116184958,full,407,7003677,38,31084,351.54
358,883787647,716,568166211,126096112,482261118,50808,647203380,2,47,11750721285,23323,2024337516,2,19806194,full,5023,114793940,52,781866,355.39
28,694366599,875,774803779,133373987,855901361,78951,964670200,0,79,10733514523,24404,511189774,45,93671539,full,755,97422155,85,961992,346.7
172,427621478,799,855710689,92739222,987110627,34706,309526755,2,4,11038035550,4783,72138789,37,131679234,minimal,6189,4751522,11,812936,346.17
923,856809014,2425,678916034,47861790,833183482,71892,20618237,0,2,12582777647,12345,2365149392,47,83414637,minimal,4373,51494306,14,844413,304.76
86,344028594,924,1040755518,109270835,149613690,9512,213484370,0,39,14682319297,26984,1590327649,35,38020719,full,2350,25871118,1,3638,344.18
988,699063973,2342,359646545,121146551,116910986,122414,355019446,0,51,12102073983,15163,2942939495,90,133582209,noblob,5310,5406339,99,717410,319.05
521,46207711,740,140709652,73990336,658982329,51790,81668224,2,24,15264755008,3440,4096759456,47,120945198,noblob,8124,5344478,3,651555,360.92
111,868818820,786,904549876,86304132,1036539517,104142,101909793,2,77,15581657889,20826,4139821851,56,91915223,full,9368,125437113,65,67244,354.38
55,584220989,702,47460407,42814997,18298560,51310,586894904,2,27,13241513107,8311,3856288588,4,105925009,noblob,3597,31360077,51,243180,350.97
567,430518295,764,785435918,5024015,433678076,22826,998052670,2,84,15123340164,2548,3854543976,27,129329749,noblob,3492,78069564,35,985905,355.56
488,913391982,916,223480113,8922134,15792476,1360,809056738,2,8,12201836377,22300,4118375131,31,130372247,minimal,6331,48729401,36,686695,330.75
346,665639391,611,260834938,118734900,141255477,82684,549156998,1,44,14182986231,12705,1005863966,105,75484953,noblob,2089,44886345,93,449117,337.07
397,240988529,962,435076667,30459984,501897667,86718,893519228,0,43,14776884908,2297,2790698232,111,114074052,minimal,10111,4988625,7,941118,355.87
104,770251193,554,737684848,97232833,923323623,23342,680886548,1,57,11239288098,11015,403727525,99,74950564,noblob,6065,88153237,42,617966,345.55
392,475030187,827,160614532,129940959,502682939,76734,955613869,2,55,10570025246,29575,83682503,31,130433674,noblob,1161,123695277,35,161219,358.71
681,282877287,563,217878250,106556494,649492740,80946,10910398,2,28,15017775970,16211,564261020,85,1436044,noblob,10097,24858358,16,264544,375.95
191,24814928,993,1069934644,79457621,76072734,20651,165352064,0,93,12532815789,8729,1771861993,72,22841533,minimal,651,12470849,57,417446,344.0
723,875416046,610,971079174,120215051,1069061767,43329,150954821,2,53,10393344744,5670,1029212583,45,85857556,minimal,6462,129792652,95,959811,374.57
959,36249834,631,159917223,122268438,845054773,9609,303336659,2,4,12295832702,10442,1031359799,65,41814859,minimal,9668,24952542,47,889473,373.83
541,400636415,622,476725702,32893778,664293352,46732,314754305,2,83,12779215142,9575,2429745749,5,67714144,minimal,6035,58140523,67,776104,354.35
616,540711087,846,1891058,10631173,885388396,109902,885163462,2,58,11758639253,3467,1476245222,112,126606651,minimal,1652,29473049,1,340741,352.28
971,354910963,594,472653918,43857477,117008421,18403,682451198,1,13,10982251635,26126,3324175156,89,113029257,minimal,6626,63416206,23,575530,336.28
181,225375172,1001,1025509267,32941387,239248979,9747,712778639,0,96,13123248225,24817,2994600952,19,127602271,minimal,5056,98739026,20,353215,326.13
848,34777441,727,234478647,104499177,282638396,1204,723285187,2,85,12423101624,8535,1708831867,28,130740927,noblob,9993,7304856,10,65837,360.26
467,819583774,813,753553177,78612336,758253387,81624,615081290,0,0,15016947739,29557,3783276954,1,91574815,noblob,7537,130383426,19,300669,340.45
3,59200362,815,119910871,122247022,679627860,58548,849927708,2,83,13520002473,18793,863399972,41,105148640,noblob,4976,117778812,46,416656,349.35
177,665932083,762,424900846,131680440,928970603,93805,168397100,2,1,10612636486,14694,3995184199,1,125143547,minimal,6848,41738347,46,218995,351.66
848,423103317,806,427515878,26890369,433167122,25348,827428832,0,61,13671660412,14526,1019288143,124,68753825,noblob,7412,87198568,91,755495,342.78
852,684403737,829,76514288,107906856,641824634,69434,978815089,2,17,14722176091,27034,4263953770,124,131886199,full,1144,91186966,83,125360,351.71
332,263314894,1000,119532393,79489119,103263550,95160,872272155,0,46,14556710393,19174,1749174676,93,75793587,full,10108,2278358,63,559420,334.27
832,294600702,1050,427998038,132116403,365632166,33233,248831488,1,73,12907608676,24981,2057655238,120,87527008,noblob,4054,72315047,97,140795,296.69
979,425487073,784,29472270,113536036,839074547,14901,705027681,2,16,12626896096,12781,1453179792,120,32205548,minimal,1971,22718423,53,40092,348.64
585,313328244,1012,104022855,75419104,913114362,13442,90206881,0,9,12201301267,12647,3983934858,119,96222820,full,4194,16845921,64,112735,337.01
508,728282077,836,683671394,95940971,1050343932,92587,15063616,2,57,10448737955,24883,2824346020,74,40055568,full,3569,113986932,33,317490,345.04
46,366526275,796,519867946,100429511,247551940,101108,723893528,1,73,13080054935,5543,4259606131,30,116198229,full,3779,3260588,15,592886,328.54
49,784666098,849,836280880,2634387,749416592,89817,687070443,2,49,15051400206,2403,2627270743,104,8949831,noblob,2443,75934045,84,593425,351.13
145,915300759,635,189584896,111290778,298207721,104700,796046235,1,6,14008078837,22398,1991588518,115,25552358,full,181,15470864,7,410401,332.6
163,679833603,703,914802211,39448293,326626939,89288,763555241,0,81,15003836192,18204,3435415835,40,106230563,full,8237,83728510,82,607832,363.76
985,236187885,710,95769538,80075564,803141928,41746,323285856,2,89,10692141472,23435,3486750241,4,8159422,full,8399,59852909,84,826461,364.17
637,123054072,608,860010336,6267402,514148142,97405,1069242345,1,51,11355708543,5027,4211330696,27,24918049,noblob,2142,2955541,64,756513,335.73
643,16271331,9498,667417881,72624626,174907955,110092,953933636,2,93,15568828043,5865,3302913636,85,126535216,noblob,1164,72963235,64,868922,277.39
102,247779704,832,830727728,24850961,149188368,109375,514133410,2,0,15608856280,6469,2056768385,14,127575108,full,5422,94144320,79,28947,341.94
472,383527328,830,655448471,3773408,1055773267,56066,544774902,2,83,12297005928,6752,2115556473,87,122313003,noblob,6672,6725754,99,895038,358.21
539,297123434,1017,390406136,106294796,980439047,30130,566814378,0,20,10824483910,686,635005823,1,22699010,noblob,6857,86989351,57,769312,327.67
455,456327133,829,809141050,53313319,125899029,32767,963778294,2,91,14505434539,13168,1635316604,14,71954713,full,8615,117465167,67,93240,342.64
759,107354983,939,65398911,45693347,477808954,97623,28757425,0,31,14572746336,25819,2376241832,119,25748475,minimal,6260,91561441,46,947604,345.77
921,774646978,2323,222436083,114863686,1026751570,100042,903659500,0,25,14293059594,13049,3096890949,52,45179559,minimal,2882,122714338,65,207593,305.93
510,854015303,858,299138174,59775474,989993050,127067,178455310,0,76,12071520137,24236,3795855824,119,88096776,minimal,1058,2346839,26,624637,350.44
76,582689749,554,1038945940,46371796,511269536,96265,863565515,2,35,10386262379,26921,893392378,107,91832563,full,8223,58220329,77,2761,367.16
62,615620041,355,530459659,33352578,249661392,105894,416705595,1,42,15259655051,20328,2432664597,16,119347345,noblob,5419,80163619,70,942660,336.03
804,139579129,1011,984520384,19468519,270024940,66312,662129527,0,2,12688032861,23990,1059186167,28,57153511,full,8418,1099188,92,872559,346.67
979,39469618,662,275607759,99292034,586701216,98783,171120519,2,0,10628218627,16378,193342135,95,91535589,minimal,2991,107837882,97,999511,369.96
984,427436182,741,439220013,94429141,250660212,38574,951160700,2,1,13779810191,11733,654598279,123,74823643,full,4108,52757264,86,468991,358.14
81,750242889,829,723444730,58984378,567698477,64581,263054048,2,15,13735025252,15489,3174444459,17,97207847,minimal,1830,46982021,91,394774,352.13
996,245754193,724,675520433,56551843,672871699,52917,560476817,2,33,10342558631,2906,296495379,5,55253685,minimal,3438,33889246,72,37035,348.11
518,945250351,9401,661900988,102248189,828048199,89221,21469043,0,1,10606640806,11665,1195009812,58,36760482,noblob,8958,31116966,43,13463,278.86
742,529822839,1046,603358846,132077304,1059263520,129707,1047511796,0,47,15160014626,14951,460585800,34,106199781,full,4077,5580306,55,840613,336.22
725,194317266,803,486768546,3081904,363708984,108852,369942737,0,56,13695746946,10668,3870905620,82,127500842,noblob,2066,96597552,62,890044,343.5
365,426077769,574,674485218,19656331,62033435,115118,987052941,1,65,15115187951,17781,2017630900,90,23893720,noblob,3274,28853796,58,143691,330.11
836,987208618,9553,274531925,134101974,95107085,61050,144760360,2,37,12770832752,28102,2971743395,100,75220053,full,5827,83676042,32,266472,276.81
863,1064891123,824,999392037,87448224,1036178437,4127,493561541,2,50,13621417122,6458,1815927908,3,84025032,full,652,91480954,39,977942,339.81
193,28323142,795,578704132,50107364,258950323,74880,799386432,2,79,15080397626,25552,2304190036,77,2842434,noblob,6904,22578847,21,143113,350.57
879,292601861,1093,855801581,112021990,1063385747,90571,14155173,0,16,11640982512,29419,2264001466,7,102753588,noblob,7585,115387144,49,67658,325.59
524,407368175,2231,559141969,29791314,798607315,27389,2688004,0,98,11562279456,28296,2563442845,69,104233688,noblob,10216,85600475,16,595327,299.6
897,612308899,1156,321664098,131352792,1009945001,51461,628502834,2,42,14744500940,6204,1329910758,59,55837213,minimal,3861,84319974,12,80445,320.71
764,1053026712,1045,310589840,99049440,786758140,63179,659768726,0,67,11066769712,6080,574580065,2,38972885,minimal,1376,124966941,95,766583,323.64
830,838253219,836,78620390,64149228,962418370,113216,299094925,2,10,15515056242,25266,2262662534,101,3036383,minimal,8221,121454640,75,430328,352.19
728,143518695,954,897929144,22653334,738574960,14811,44094925,1,63,14820671355,13342,957616318,81,6440809,noblob,5591,1104160,3,493553,308.12
741,535435821,783,313011989,70358101,659835136,116296,946426137,2,10,10863466523,18911,1995449455,96,90238946,noblob,10054,47559153,90,813085,345.74
25,343281129,842,407499608,64173681,1066402775,39452,171576911,2,57,10667814314,172,2949939281,102,119066364,full,1078,113835566,77,66761,336.91
773,804946198,853,1048011391,37047170,153920932,117130,778109675,2,3,10771653873,7927,2985691668,112,121099207,noblob,6261,80224851,15,959743,349.23
797,1008447572,701,33096575,52197907,1020107789,91608,747775947,1,28,15551147364,3799,285983832,35,90530306,full,5341,90460434,48,943814,325.41
45,134522913,663,541691393,53822559,767681098,77482,129401366,2,13,13921653742,4023,2508760089,34,93598717,full,7799,111047099,51,870575,366.2
293,252501120,2443,503275453,122022123,393411209,46683,516039613,0,28,11510687727,25971,3236965683,99,125821466,noblob,8608,19188209,74,716001,303.46
230,699734578,1051,797541684,22223631,996695835,13873,177483629,0,73,14997317667,29714,1811931231,52,117234883,minimal,855,4878455,7,850680,326.12
440,1038293052,1084,1023865856,62491878,646595145,120066,752797674,0,96,10650557102,989,4125606143,46,27863484,minimal,3055,77215417,70,789138,324.11
549,543504198,1112,170205077,18072749,978257686,111951,1055820637,0,95,11296235726,23598,1511843088,42,88790912,minimal,5867,39395576,12,84580,322.54
84,987671378,803,1043777236,27872748,33812914,16191,40045721,0,96,11179753590,11492,1035918238,127,91969048,minimal,576,60034039,7,323235,341.85
455,247512163,1065,8514247,129019854,377293673,58070,166376673,2,73,11693132928,24442,3228797187,66,96083829,noblob,3991,16892048,90,872234,333.07
811,997790429,725,407007531,88575089,700157040,30181,181594963,2,43,10471040165,13216,1383905003,68,110786636,full,5182,20087138,52,988173,362.27
115,618167609,1069,820207905,57261108,115323817,125759,812940966,0,37,13057016226,7220,2400029845,30,67346444,full,374,22358212,89,18403,333.05
552,19860983,994,952535614,17179187,985317682,82963,768534757,0,13,13080347193,16310,3665058198,120,25644186,noblob,8409,65250075,32,901513,325.67
162,567759068,845,415731014,28672537,953839702,21139,968649761,2,30,14849452503,14280,3446288444,4,22978794,full,6927,101643041,42,882317,328.43
85,20311115,819,886530117,128176117,389600580,113778,297742974,2,85,13220091386,8994,4157289100,71,40010064,minimal,2901,56145686,96,779675,351.47
680,632006226,1269,67983400,104352290,225420772,87552,97652617,2,97,12319970906,23796,405696067,31,77471426,full,7191,31226320,16,361861,323.57
149,65805118,482,329092837,28978855,902919593,66461,76051780,1,83,14594849919,27314,488651612,116,90722662,full,4151,43169099,64,534412,339.98
814,169231504,1023,920775090,47444119,192791830,22765,1012453356,0,10,14436970840,2962,2584147189,66,7041321,noblob,7781,84444751,88,540759,331.18
416,563564186,975,74638496,33760589,103537098,4406,912278261,0,89,14421840819,25676,2506183098,82,69790592,full,4598,1464170,23,139831,346.1
950,388710574,1074,858774793,97725089,847733089,127918,290157050,0,26,13871445663,25104,2299278113,100,131087324,minimal,5868,3676939,59,309739,334.3
876,556415696,919,55120834,127242269,757365312,21194,1059166632,1,18,10915680202,27227,1956693425,12,79161927,full,3495,51780197,79,394191,309.75
536,171589860,855,485804376,47025145,138244318,60887,927034781,2,41,10784022669,14646,1540563105,78,124383722,full,144,74273154,84,535948,337.23
111,299365204,858,656009231,11644833,599509505,29148,43831532,0,41,10922454938,793,601775655,100,30692423,minimal,9773,70845647,62,343563,339.26
936,871004698,953,480312728,108704668,108263932,51374,1032641022,0,62,12464470664,19869,4256738007,16,108530534,minimal,8706,97330631,95,846030,332.13
455,537538757,1231,1660115,132388642,625964841,20794,495320054,2,78,10551075539,22894,3181463171,120,125232340,minimal,6569,6447672,52,488273,325.24
186,191150966,857,403372545,53150169,626368325,16183,960759591,0,1,15265139780,14675,1554327595,121,133901823,noblob,3544,121366939,98,755997,343.49
640,924246000,801,669228146,34220428,106664767,90838,148656098,2,32,12102432117,1251,3848238574,4,49991880,full,2862,58858750,87,888354,340.74
264,979431868,805,87228452,98915740,842036926,127758,547155162,0,75,11795806437,17940,183040505,24,13000572,full,10042,1909923,82,290927,345.52
316,403607173,1091,353855169,821692,4244786,95323,25213841,0,31,12669594682,7618,1398234908,14,113819565,full,5834,10617905,98,154564,334.78
790,223481095,940,298100853,111863619,40576817,45139,453403160,2,89,10414830585,9324,2567035963,15,62828494,noblob,5077,33928709,77,595754,338.21
741,718919859,1098,605912234,55223244,814717672,84267,76494617,0,11,11304370675,26402,1999195274,40,91720026,noblob,198,3330187,91,987339,329.78
23,1038984361,1361,1041725234,123297055,977954232,30067,335429697,2,89,14042494751,28250,1088683195,4,114135184,full,6093,77058481,74,145277,320.38
35,661629700,785,341383466,51489850,164274464,104276,84298449,0,71,11595563028,11423,1370583693,13,98888614,noblob,7105,28770349,77,324740,359.1
27,215050229,950,150775344,124871837,606920788,107171,275602636,0,69,14381698066,1732,2830731453,8,132072928,minimal,3911,52604965,14,176683,337.09
219,190670858,894,921079634,101393846,375673459,68406,954985103,0,18,11911621432,4624,4185916427,94,99633976,full,7775,13763170,62,993040,349.08
429,384652338,866,123500014,800364,1048494166,100481,930059468,2,15,13151642420,11404,3361491250,46,50545058,full,465,68038353,18,477184,350.76
658,840629547,1457,214545150,96619397,891128478,96765,367627965,2,7,11404121246,27090,612657742,6,41389020,minimal,1165,8707115,88,172971,313.29
109,292167836,869,400281037,90730226,1058352917,99897,432003085,0,77,10768855881,29215,266114574,116,18114841,noblob,6343,40967916,84,678842,351.9
790,763099867,840,748241070,53628377,367862794,120463,185575782,2,1,10318211842,3812,2788012655,81,64553627,full,10000,123364525,49,867570,339.87
27,256147689,939,383350427,115652430,109119875,56503,494529380,0,77,15113852985,1041,3975546291,121,24673327,full,501,69174693,100,679146,342.32
281,55266785,1620,417327317,110329634,530345919,85296,762271689,2,67,13600445593,27630,255148627,122,37646630,full,6445,88450644,40,974007,321.34
467,21534565,869,136753112,88513730,689960786,53487,1045820641,0,62,14448191536,10367,1797451817,108,2422282,noblob,3017,38121779,37,270554,348.01
357,904337527,906,157009725,53601012,975601705,115209,293830072,0,80,14127089043,22748,3943869304,22,82763843,full,7686,30881976,49,753716,334.0
729,361531807,838,914048844,54311762,33240989,111556,638283589,0,28,11813912645,18536,4227815591,27,109679612,full,2446,80445773,64,734076,337.83
888,418819464,1092,834662628,107659177,794719255,20598,724639161,0,12,15107952191,18308,2716356310,69,84930227,noblob,170,17225894,94,258934,327.63
864,579351312,1109,391273832,25341652,920836554,95466,388543871,0,34,10482155955,354,2069023539,112,93539635,minimal,7378,14561041,99,121295,328.54
503,181657616,908,1022193024,98059185,1054443139,98882,1069058903,0,55,15371415976,10974,1508442612,15,16782020,noblob,5510,6564613,40,882770,339.42
773,748979726,631,1038183289,100046883,715115868,5819,1005003763,2,70,12950925243,3223,402491164,18,45558804,full,7953,25403302,29,491355,372.09
597,442782291,983,189835427,118513368,729823821,86943,84478779,2,19,11712388056,16951,2698387142,19,25455542,minimal,170,133922283,12,324497,329.12
5,24527248,883,112372277,70547725,199251734,67717,997198748,2,51,13481776955,29682,360903630,64,70858059,noblob,7747,980588,19,529196,347.63
477,459683351,1140,682451913,10640697,64373604,16805,756687586,0,37,14853238338,29850,4278490003,107,119281227,full,2381,27015794,100,120538,328.85
208,608272491,834,629511134,98591586,274832335,61783,1065404611,2,56,13554925374,27592,187420815,15,85911220,minimal,3388,65701725,15,133323,344.13
980,895910403,1730,750351259,104028138,544111626,96557,538361225,2,61,13363506044,12820,3248164448,47,24011287,minimal,6635,2121272,89,679255,314.16
28,368157996,1442,988810787,121902898,975343389,120486,528949352,0,21,14870990353,423,1893706204,117,72247615,minimal,407,22672862,92,690326,325.09
197,628440252,729,372839219,123178615,890443914,6907,521368023,2,59,14200845015,532,1732521957,118,93387230,noblob,7505,37058022,65,256234,362.13
429,28338647,1022,1012055693,84166374,411255281,104473,348802614,2,55,14562967503,25052,1362283508,15,30052406,minimal,1016,112115888,19,800507,323.26
971,930870150,1169,144321201,110281182,767015702,84395,1066074900,0,11,10429710516,9295,381682378,66,80175668,full,2427,111383268,89,813121,323.46
228,205113573,828,62318675,3459239,925846751,112823,252165593,0,54,13840317104,25801,1422362575,20,14613100,full,4882,64180742,96,280847,349.97
134,682851747,877,1050246672,10539059,198567616,127800,757085392,2,86,14085225426,14426,3566473458,74,133848337,noblob,9809,97224274,5,655462,342.32
166,784777073,831,976154189,19009714,918057788,15993,47120011,2,29,12424813155,8214,3604490735,86,128553913,full,1814,87307438,79,926414,343.21
773,247755681,817,306589741,97338379,55207377,90864,56877781,2,60,11819276261,7069,3830687618,36,64701942,minimal,7901,101517092,62,990435,341.93
144,838193152,587,359178053,66984092,502795773,37344,254868829,2,65,12049937926,7156,2156298386,37,3907463,noblob,2010,21911514,14,552950,370.72
158,791700257,825,1061135385,45773786,1069239977,33386,1017064873,2,99,11916793231,29127,773552160,77,116883307,full,1908,120810392,85,874393,342.19
678,501219191,789,817859528,17574625,325274917,98346,690431438,0,96,12582215384,6752,1035818224,38,30392937,minimal,5153,117983993,73,277121,351.88
75,207888490,938,635850245,42022890,1064928523,127043,1055052110,2,30,14062726451,16637,3253412307,126,38819944,noblob,1199,33838246,21,970606,335.63
749,14099513,962,627715292,10155953,786179058,104403,469737776,0,31,11256267709,26920,3889664657,22,6828545,minimal,4632,18165393,53,70587,343.69
824,386507024,542,298431516,130856769,702474451,99331,610385867,1,78,14346439182,28596,1411614973,63,29068123,noblob,494,2901734,83,484095,340.58
387,63065688,782,1045820580,84098826,842226130,35672,575765861,0,85,11779411977,18957,1056810542,20,95647541,full,8836,12678873,80,531951,360.24
731,115405427,6745,35539716,91034911,861183003,2266,422960660,2,76,15537363834,28897,1353762754,23,91344818,noblob,7411,100987150,59,516794,276.61
201,690286486,12053,375536908,115927689,764922972,112186,973407802,1,16,12848531491,28071,510280674,93,16184079,minimal,10046,35166884,48,328789,241.71
67,772278880,29676,539724505,37355608,743930080,112575,180984584,2,14,13833872864,21366,822586431,43,16950468,noblob,1089,52827038,98,993008,258.35
302,254369874,3795,283453504,32889406,913744736,25303,399236017,0,10,13735959448,11263,3183516110,44,3432827,noblob,8749,97564070,71,791230,293.15
617,707841622,1152,263332719,91216881,864800953,72733,541494636,0,85,12855980003,19103,1199823556,50,24600365,full,10126,21979528,7,376523,326.24
155,495381397,25933,847636178,40984708,693516712,85533,603769628,0,58,15328756665,17940,2309627033,67,102263915,noblob,2761,6194910,51,588793,265.97
483,596565391,37040,268223468,20779326,396359543,102327,139743175,1,69,13374909709,26390,1886240616,77,23318653,noblob,9804,40400261,95,746168,228.78
317,962223864,157,943061619,100924430,622853390,77337,328164481,2,94,13657302818,3959,2262253189,42,58035174,minimal,3030,60782991,74,737776,376.29
955,148933783,34838,265139024,7291865,408816765,19610,970893665,1,27,10988369114,26954,3239876862,84,24137389,full,4852,81299695,62,269644,233.0
614,733772854,19392,264975936,64065074,409271830,6285,577439461,0,71,14561406232,11562,1243537785,28,103018331,minimal,9271,17061328,31,601683,262.12
175,634728134,1512,841907573,46341233,726398627,20261,1009552633,2,33,13145217830,3954,1292114373,16,107319544,noblob,9994,85468337,47,347834,302.67
43,420394914,1998,695196389,89049867,485283093,87183,362729761,2,31,11773083960,4863,1565837233,88,21739572,minimal,6112,7465052,43,995157,305.72
338,235950102,477,326037543,78788038,182020108,113849,877787625,1,51,12695245318,7905,3196655603,5,116433999,noblob,2517,49379766,96,455499,336.69
276,1061479664,1231,122928504,31614586,231062423,105480,116270788,0,18,14695662213,17965,3552084123,66,63719721,minimal,5699,21393755,82,713393,326.54
397,465672188,241,689891754,118456123,275928459,82542,808916660,1,58,14279503082,19462,1194148180,93,13232282,noblob,2966,442496,81,955741,352.61
891,135290563,547,646260504,69629325,624771787,130330,819337062,2,56,11890300654,17427,3114752986,102,13898272,minimal,8505,1948673,97,129230,363.32
433,167377724,1114,751765959,44188981,747900910,35516,388137995,1,85,11113094644,12316,3858048959,22,60773863,full,9667,45845305,95,793708,288.79
253,302309699,812,894622495,130304254,196350433,101973,169445128,2,42,10559235812,17688,1248302551,49,18910443,full,3642,43955673,14,889232,341.32
765,722134116,175,494981553,127143504,293215839,34791,1050857527,2,34,14862428223,3903,1198766161,127,29379834,noblob,1489,67646973,10,280455,371.07
685,603846842,5099,645793385,127395429,460528526,51524,669569037,2,70,10610732055,15565,3130161486,97,752027,noblob,709,6039310,42,319854,279.81
451,609102151,1317,664364438,87025906,810643116,8765,201359023,1,46,12483797420,26010,1436655159,26,33823733,minimal,7138,50707004,20,145432,269.83
77,736419130,100,292271011,69991145,171632414,11357,651064574,2,43,11582495086,17584,379473226,5,2755562,minimal,330,97715457,29,753097,358.65
430,733022446,2923,984334159,22003725,142035576,106649,76504725,2,48,11991550260,22534,492670836,29,55946301,minimal,7163,80364992,58,674818,294.6
489,118967849,1211,224027346,32594887,266822543,56088,197894083,1,79,13218707341,14252,2647037969,118,94254667,minimal,7766,4239488,26,530271,280.2
780,58610954,681,951647042,117119914,1027501850,34406,670402585,0,78,13221418302,9895,2984406368,36,114425117,full,8606,79036393,45,156012,359.15
183,757663371,1237,357991830,98581033,933565485,40217,326922039,0,8,14413834355,22095,980498891,93,118989367,noblob,3371,121806704,11,60890,313.99
115,373343929,8581,683362259,92082350,312138956,115518,191418685,0,23,12133420942,22753,747920440,123,103175092,noblob,5772,103223445,9,268460,271.34
106,383536495,937,21769094,82471171,212310066,100356,580330419,2,82,11788633015,24675,2817902752,19,97363222,minimal,4664,51550263,66,87188,323.89
781,566309905,1750,291642328,12621086,282670526,65414,336481127,2,32,11247448721,2957,1804982958,83,117523998,full,545,55523410,3,619602,311.62
719,639272998,991,504790791,88955114,646508332,67348,825371933,1,43,13270082952,29481,3694101287,29,62174275,minimal,8835,33003761,60,585236,294.05
