NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,1.31
1,0,1,1,0,1,1,0,0,0,0,1,0,8,8,0,1.33
1,0,1,1,1,1,0,0,0,0,0,1,0,8,8,0,1.34
1,0,1,1,0,1,0,0,0,1,1,1,0,8,8,0,1.34
1,0,1,1,1,1,0,0,0,0,0,1,0,8,8,0,1.34
0,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,1.35
0,0,1,1,0,1,0,0,0,1,1,1,0,8,8,0,1.38
1,0,1,1,1,1,0,0,0,1,0,0,0,8,8,0,1.38
1,0,0,1,0,0,0,0,1,1,0,0,0,8,8,0,1.44
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,1,1.45
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,1,1.45
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,1.69
1,0,1,1,0,1,1,0,0,1,0,1,0,8,320,0,1.76
1,0,1,1,0,1,0,1,0,1,0,1,0,8,320,0,1.78
1,0,1,1,1,0,0,0,0,0,0,1,0,8,8,0,1.82
1,0,1,1,1,0,0,0,0,0,0,1,0,8,8,0,1.82
0,1,0,0,1,0,0,0,0,0,0,1,0,8,8,0,2.01
1,0,1,1,0,1,1,0,0,1,0,0,0,8,8,0,2.43
1,0,1,1,0,1,1,0,0,1,0,0,0,8,8,0,2.43
0,0,0,0,1,0,0,0,0,0,0,0,1,8,320,0,2.76
