auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,0,1,0,0,0,0,0,0,0,0,0,1.8333,1
1,0,1,1,1,0,0,0,0,1,0,1,1.999967,1
1,0,0,0,1,0,0,1,0,0,1,0,1.999967,1
0,1,0,0,1,0,0,0,0,0,0,0,0.9333,0
0,0,1,0,0,0,0,1,0,0,1,0,2.0815,1
1,0,0,0,1,0,1,1,0,0,1,0,1.999967,1
1,1,0,1,0,0,0,0,0,1,0,0,0.9333,0
0,0,0,0,0,0,0,1,0,0,1,0,2.0815,1
1,1,0,1,1,0,0,1,0,0,1,0,1.3333,0
1,1,1,1,1,0,1,1,1,1,0,0,0.9333,0
1,1,0,0,0,0,1,1,0,1,0,1,1.5222,1
1,0,0,0,0,0,0,0,0,0,0,0,1.1333,0
1,1,0,0,1,0,0,1,0,0,1,0,1.5222,1
1,0,0,0,0,0,0,0,0,0,1,0,1.1333,0
1,0,0,0,0,0,0,1,0,0,1,1,1.1333,0
1,0,0,0,1,0,0,0,0,1,0,0,1.8333,1
1,1,0,1,0,0,1,0,0,0,1,0,1.3111,0
1,1,0,1,0,0,0,0,0,1,1,1,1.3111,0
1,1,0,0,1,0,0,0,0,0,1,0,1.3111,0
1,1,0,0,0,0,0,1,0,1,0,1,1.3111,0
1,1,0,1,0,0,0,0,0,0,0,0,1.3111,0
1,1,0,1,1,0,0,0,0,1,1,1,1.3111,0
1,1,0,1,0,0,0,0,0,0,1,1,1.3111,0
1,1,0,0,1,0,0,0,0,0,1,1,1.3111,0
0,0,1,1,0,0,0,0,0,0,0,0,1.7333,1
0,0,1,0,0,0,1,0,0,0,0,0,1.7333,1
0,0,1,0,0,0,0,0,0,0,0,1,1.7333,1
1,0,0,0,0,0,0,0,0,1,0,1,1.7333,1
0,0,1,1,1,0,0,0,0,0,0,0,1.7333,1
0,0,1,0,0,0,1,1,0,0,1,0,1.9556,1
0,0,0,0,0,0,1,0,0,0,1,0,1.9556,1
0,0,0,0,0,0,1,1,0,0,1,0,1.9556,1
0,0,0,0,0,0,0,1,0,1,1,1,1.9556,1
0,1,1,0,0,0,1,1,0,0,1,0,1.9556,1
0,1,0,0,0,0,1,1,0,0,1,0,1.9556,1
