NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,0.36
1,1,1,0,0,1,0,1,0,1,0,1,0,22,8,0,0.39
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,0.39
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,2,0.39
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,0.39
1,1,1,0,0,1,0,1,0,1,0,1,0,22,8,0,0.39
1,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,0.42
1,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,0.42
1,1,0,0,0,0,0,1,0,0,0,0,0,22,8,2,0.45
1,1,0,0,0,0,0,1,0,0,0,0,0,22,8,2,0.45
1,0,0,1,0,0,1,0,0,1,0,0,0,22,160,0,0.48
0,0,0,0,0,0,1,0,0,0,0,1,1,22,8,0,0.51
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,1,0.55
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,1,0.55
0,0,0,1,0,0,1,0,0,0,0,0,0,22,160,0,0.6
0,0,0,1,0,0,1,0,0,0,0,0,0,22,160,0,0.6
1,1,0,0,0,0,0,1,0,0,0,0,0,44,8,1,0.62
1,1,0,0,0,0,0,1,0,0,0,0,0,44,8,1,0.62
1,0,1,0,0,1,0,0,1,0,0,1,1,22,8,0,0.67
1,0,1,0,0,1,0,1,0,1,0,0,1,22,320,0,0.67
