iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,1.86
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,1.81
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.86
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,2.72
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.86
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,90,1.86
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,1.9
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.86
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.94
0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,2.15
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,2.16
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,90,2.22
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,2.1
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,90,2.17
0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,90,8.251497655383172
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,2.21
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,90,2.18
0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,90,2.78
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,2.21
1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,90,8.252154641330781
