OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,throughput
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47479.4665218543
1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,32417.2166212826
0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,30789.3461987459
1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,47237.1999929144
1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,32165.7999764117
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,25292.5833333333
0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,23954.208645199316
0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,45777.4872715697
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30320.3332944222
0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,23954.20882942758
0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,23954.206641440316
1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,42886.8782400792
0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,29633.7332987606
0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,23954.205321107293
0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,23954.201049664196
0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,23954.205307222845
1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,23954.206526088845
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29309.416622214
0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,23954.204677230427
0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,23954.204863017538
