iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,90,1.76
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,1.77
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,1.77
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,1.8
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,1.83
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,90,1.92
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,90,1.92
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,90,1.94
0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,90,2.07
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,90,2.08
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,90,2.08
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,90,2.11
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,90,2.12
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,90,2.14
0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,90,2.15
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,90,2.16
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,2.17
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,90,2.2
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,10,2.66
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,10,2.75
