encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,0,1,0,0,0,1,0,0,10.19
0,1,0,1,0,0,0,1,0,0,0,8.85
1,1,0,1,0,0,0,0,0,0,0,10.03
0,1,0,0,0,1,0,0,0,0,0,10.13
0,1,0,0,1,0,0,1,1,0,1,10.43
0,0,0,0,0,1,0,0,0,0,0,10.19
1,1,0,0,0,1,0,0,0,0,0,10.17
0,1,0,0,1,0,0,0,1,0,1,10.17
1,0,0,0,1,0,0,0,1,0,1,10.16
0,1,0,1,0,0,0,1,1,1,0,8.97
1,1,0,0,0,0,1,0,0,0,0,10.35
1,0,0,0,0,0,1,0,1,0,0,10.18
0,0,0,0,0,1,0,0,1,0,0,9.94
0,1,0,0,1,0,0,0,0,0,0,10.5
0,1,0,0,1,0,0,0,0,0,1,10.7
1,1,0,0,1,0,0,0,0,0,1,10.46
0,1,0,1,0,0,0,0,1,0,0,14.83
1,0,0,0,1,0,0,1,1,0,1,15.36
0,0,0,0,1,0,0,0,1,0,0,9.33
1,1,0,1,0,0,1,1,0,1,1,314.9840129752653
0,0,0,0,0,1,0,0,0,0,0,10.19
0,1,0,1,0,0,0,1,1,1,0,8.97
0,1,0,0,0,1,0,0,0,0,0,10.13
0,0,0,0,1,0,0,0,1,0,0,9.33
1,1,0,1,0,0,0,0,0,0,0,10.03
0,1,0,1,0,0,0,1,0,0,0,8.85
1,1,0,0,0,0,1,0,0,0,0,10.35
1,0,0,0,1,0,0,0,1,0,0,10.19
1,0,0,0,1,0,0,1,1,0,1,15.36
0,1,0,1,0,0,0,0,1,0,0,14.83
0,0,0,0,0,1,1,1,1,0,0,314.98892838704364
0,1,0,0,0,1,0,0,1,1,0,25.18
1,0,0,0,1,0,0,0,0,0,0,14.66
0,1,0,0,1,0,0,0,1,1,0,270.72
1,0,0,0,0,1,0,0,0,0,0,13.52
0,1,0,1,0,0,0,1,1,0,1,314.9870125725187
0,0,0,0,1,0,0,0,0,1,0,10.26
1,0,0,1,1,0,0,1,1,0,0,314.98620274033624
0,0,0,1,0,0,0,1,0,0,0,25.17
0,1,0,0,1,0,0,1,0,0,0,14.76
1,0,0,1,0,0,0,1,0,0,0,14.64
1,1,1,1,0,0,0,1,0,0,1,314.9887808902294
0,1,0,1,0,0,0,0,0,0,0,24.81
1,1,0,1,0,0,0,0,0,0,1,314.98474549091964
0,0,0,0,0,0,0,1,0,0,0,314.9827747009524
0,1,0,0,0,0,0,0,1,0,0,314.9854444738222
0,1,0,1,0,0,0,1,1,0,0,186.47
0,1,0,1,0,0,0,1,0,1,1,314.9854721061936
1,1,0,1,0,1,0,1,0,0,0,314.9889492301842
0,1,0,1,0,0,0,0,1,0,1,314.98313738250783
0,0,0,0,0,1,1,0,0,0,0,314.98666550487945
0,0,0,0,0,1,0,0,1,1,0,10.68
1,1,0,1,0,0,0,0,1,0,0,18.5
0,1,0,0,0,0,0,0,1,0,1,314.98327955240694
0,1,0,0,0,0,1,1,1,1,0,163.11
0,0,0,0,0,0,1,0,1,0,1,314.98309709591456
1,1,0,1,0,0,0,1,1,1,0,13.7
1,1,0,1,0,0,1,0,1,0,0,314.9862833299234
1,1,0,0,0,0,0,1,0,0,0,314.9857197409726
1,1,0,1,1,0,1,0,1,0,1,314.98115274060893
0,1,0,1,1,0,0,1,1,0,0,314.98804829772945
1,1,0,1,0,0,0,1,1,0,0,18.78
0,0,0,0,1,0,0,0,1,0,1,10.31
0,1,0,1,1,0,0,0,1,0,0,314.986117411458
0,0,0,0,0,0,1,1,0,1,0,14.68
0,1,0,0,1,0,0,0,1,0,0,25.1
1,1,0,1,0,0,0,1,0,0,1,314.9872211227655
0,0,0,0,1,1,0,0,0,0,0,314.9881007579198
1,0,0,0,0,1,0,1,1,1,0,17.83
0,1,0,1,0,1,0,0,1,0,0,314.9844585936724
1,1,0,0,1,0,1,0,1,0,0,314.9852144235286
1,1,1,0,1,1,0,0,0,0,0,314.98462675911196
0,1,0,1,0,0,1,1,1,1,1,314.98204333131065
0,1,0,1,0,1,0,1,0,1,0,314.986689703091
1,0,0,1,1,0,0,0,1,0,0,314.9851327216336
1,0,0,0,1,0,1,0,0,0,1,314.98818132397105
1,0,0,0,1,0,0,0,0,0,1,14.91
1,1,0,1,0,0,0,1,0,0,0,28.69
0,0,0,0,0,1,0,0,0,0,1,314.9827829237658
0,1,0,0,1,0,0,1,1,0,0,230.38
1,1,0,0,0,0,1,1,0,0,0,23.69
1,0,0,0,0,0,0,1,1,0,0,314.98200865601274
0,1,0,1,0,0,1,0,1,0,0,314.98546041087377
0,0,0,1,0,0,0,0,0,0,0,25.05
1,0,0,0,0,1,0,0,1,0,0,14.69
1,1,0,1,0,0,1,0,0,0,1,314.9825987940457
0,0,0,0,0,0,0,0,1,0,0,314.98883758975506
0,1,0,1,0,0,0,0,1,1,0,24.52
1,1,1,1,0,0,0,1,1,1,0,314.9870773343248
0,1,0,1,0,0,1,1,1,0,0,314.9852297749763
