NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,1.85
0,0,0,1,1,0,0,0,0,0,0,1,0,48,8,0,10.46
0,0,0,1,1,0,0,0,0,0,0,1,0,8,8,1,2.4
0,0,0,0,0,1,0,0,1,0,0,0,1,22,160,0,4.5
1,0,1,0,0,1,0,0,0,0,1,1,1,8,8,0,2.25
1,0,1,1,0,1,0,0,0,1,1,1,0,22,160,0,4.33
1,1,0,0,1,0,1,0,1,0,0,0,1,44,8,2,30.753983015688956
1,0,1,0,0,0,1,0,0,1,1,0,1,48,8,0,30.755004207422953
0,0,0,1,1,0,0,0,0,0,0,1,0,8,8,0,2.74
0,0,0,0,0,0,0,0,1,1,0,0,1,8,8,0,3.11
0,0,0,1,1,0,0,0,0,0,0,0,0,48,320,0,12.9
0,0,1,0,0,1,0,0,1,1,0,0,1,22,8,0,4.47
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,1.44
0,0,0,1,0,0,1,0,0,0,0,0,0,8,160,0,1.26
1,1,1,0,0,1,0,0,0,1,1,0,0,48,8,0,7.43
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,1,0.98
0,0,0,1,1,0,0,0,0,0,0,0,0,8,320,0,2.96
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,2.4
0,1,0,0,0,0,0,0,1,1,0,1,0,48,8,0,5.88
1,0,1,0,0,1,0,1,1,1,0,0,1,22,160,0,30.75282727143364
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,0,1.03
0,0,0,1,1,0,0,0,0,0,0,1,0,8,8,1,2.4
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,1.85
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,2.4
1,0,1,0,0,1,0,0,0,0,1,1,1,8,8,0,2.25
0,0,0,1,0,0,1,0,0,0,0,0,0,8,320,0,1.76
0,0,0,0,0,0,0,0,1,1,0,0,1,8,8,0,3.11
1,0,1,1,0,1,0,0,0,1,1,1,0,22,160,0,4.33
0,0,0,1,0,0,1,0,0,0,0,0,0,22,320,0,2.87
0,1,0,0,0,0,0,0,1,1,0,1,0,48,8,0,5.88
0,0,1,1,0,0,1,0,0,0,1,1,0,8,8,2,30.75774001470256
1,0,1,1,0,0,1,0,0,0,0,0,1,8,320,0,30.75435221565097
1,1,0,1,0,0,1,0,1,0,0,0,0,8,8,0,30.755373636466548
0,1,0,0,0,0,0,0,0,1,0,0,0,8,8,0,30.758506801488704
1,1,1,0,0,1,0,1,0,0,0,0,0,8,8,0,30.7553072335298
0,1,0,1,0,0,0,1,1,0,0,1,1,8,8,0,30.754850069895866
1,0,1,1,0,1,0,0,0,1,0,0,0,8,160,0,30.75221548592731
1,0,0,1,0,0,1,0,0,0,1,1,1,8,8,0,30.752425292713966
0,0,0,1,0,0,1,0,0,0,0,1,1,8,8,0,30.754011417436864
1,0,0,0,0,1,0,1,0,0,0,0,0,8,160,0,30.754196908021918
1,1,1,0,0,1,0,1,0,1,0,1,1,8,8,0,30.757211250034842
1,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,30.7519100505995
0,0,0,1,0,0,1,0,0,0,1,0,0,8,320,0,30.758395332144186
1,0,0,1,0,0,0,0,0,0,0,0,0,22,320,0,30.75687218779595
0,0,0,1,0,0,0,0,1,1,1,0,1,8,8,0,30.75570847637037
1,0,1,1,1,1,1,0,0,0,0,1,0,22,8,1,30.75701248080281
0,0,0,1,1,0,0,0,0,1,1,1,1,8,8,2,30.753711016494268
1,0,1,0,0,1,0,0,0,0,0,0,0,8,320,0,30.755358777721785
0,1,1,0,0,1,0,0,0,0,1,0,0,8,8,0,30.755997998605515
1,0,1,0,0,1,0,0,1,0,0,0,0,8,8,2,30.75217868950986
1,0,1,0,0,1,0,1,0,1,0,1,0,8,8,1,30.75330697652897
1,0,1,0,0,0,0,0,0,0,0,0,0,22,320,0,30.756139730178464
0,0,0,1,0,0,1,0,0,0,1,1,1,8,8,0,30.751444488854897
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,2,30.75501679745558
1,0,0,1,1,0,0,0,0,0,0,1,0,8,8,0,30.757830980649896
0,0,1,0,1,1,1,0,0,1,0,1,1,8,8,0,30.754526820779407
1,0,1,0,0,1,0,1,0,0,0,1,1,8,8,0,30.754356504653146
