encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,0,0,1,0,0,1,0,0,5.13
1,1,0,1,0,0,0,0,1,0,0,7.98
1,0,1,0,0,0,0,0,1,1,0,41.12
0,1,0,1,0,0,0,0,1,0,0,4.91
1,1,0,0,0,1,0,0,0,1,0,7.88
0,1,0,0,1,0,0,1,1,0,1,3.82
0,0,0,0,0,1,0,0,0,1,0,3.79
1,0,1,0,0,0,0,1,0,0,0,6.81
1,0,0,0,1,0,0,0,0,0,1,7.12
0,0,0,0,1,0,0,0,1,1,1,5.02
0,0,0,1,0,0,0,1,0,0,0,7.53
0,0,0,1,1,0,0,1,0,0,0,87.20819292490172
1,1,0,0,1,0,0,1,1,0,0,6.8
0,1,1,0,0,1,0,0,1,1,1,87.20651339239178
1,0,0,0,1,1,1,1,1,1,1,87.20705952272964
0,1,1,0,1,1,1,0,1,1,0,87.20815822237005
1,0,0,0,1,0,0,0,1,1,1,7.1
0,0,0,1,0,1,1,0,0,1,1,87.20156309628364
1,1,0,1,0,1,0,1,1,1,1,87.20227568002423
1,1,0,0,1,1,0,1,1,1,0,87.20552514031107
0,1,1,1,0,0,0,0,1,0,0,87.20733482330108
0,0,0,1,1,0,1,1,0,0,1,87.20538387650267
0,1,1,1,0,1,0,0,1,0,0,87.20299862613291
1,0,0,1,0,1,0,0,1,0,0,87.20508746772268
0,0,0,0,0,1,0,0,0,0,0,3.81
1,1,1,1,1,0,0,0,1,0,1,87.20893035456815
0,1,1,0,1,0,0,0,1,0,1,87.20435173308601
1,0,0,1,1,0,1,1,0,0,1,87.20264423376236
0,1,1,1,1,1,0,1,0,1,1,87.20270556519995
0,0,1,1,0,0,1,0,1,1,0,87.20404226989609
1,1,0,0,1,1,0,0,0,0,0,87.20435495880832
0,0,0,0,0,1,0,1,1,0,1,87.20560376803097
0,0,0,0,0,0,0,0,0,1,1,87.2014068109303
0,0,0,0,1,0,0,1,0,0,1,3.82
1,0,0,0,1,0,0,1,1,0,0,7.47
0,1,0,0,0,1,0,0,1,1,1,87.20612291255185
0,0,0,0,0,0,0,0,1,1,0,87.20377641699417
1,0,1,1,0,1,0,0,0,0,0,87.20151794457736
0,0,0,0,1,1,1,1,1,1,0,87.20567611013166
1,1,0,0,1,0,0,0,1,1,1,6.88
0,1,0,0,1,0,0,1,1,0,0,84.6
0,1,0,1,0,1,0,0,1,0,0,87.20266223250943
0,1,1,1,0,0,0,0,0,0,0,87.20155699113796
1,1,0,0,0,1,0,0,1,0,0,4.92
1,1,0,0,0,1,0,0,1,1,0,6.99
0,0,0,1,1,1,0,0,1,0,0,87.20510743630976
0,1,1,1,0,1,0,0,0,1,0,87.20296243373
1,1,0,0,0,1,0,0,0,1,1,87.20490660538408
1,0,0,0,0,1,0,0,0,1,0,6.78
1,1,1,1,0,0,0,0,1,1,0,87.20145631609151
1,0,0,0,1,1,0,1,0,0,1,87.20679519826795
1,0,0,0,0,1,0,0,0,0,0,7.12
0,0,0,0,0,0,0,1,0,0,1,87.20790255093635
0,1,0,0,0,0,0,0,1,1,1,87.2062468355436
0,1,0,0,1,0,0,0,0,0,1,3.94
0,0,0,0,0,1,0,0,1,1,0,3.82
0,1,1,0,1,0,0,1,1,0,0,87.20587351315046
0,1,0,0,0,1,0,0,1,0,1,87.20157674796134
0,1,0,0,1,0,0,1,0,0,0,7.05
0,1,1,1,0,0,0,1,0,0,1,87.20302191198368
0,0,0,0,0,1,0,0,1,0,0,3.66
0,1,0,0,0,1,0,0,0,1,0,10.38
0,1,0,0,1,0,0,0,1,0,0,7.46
1,1,0,0,1,1,0,1,1,0,1,87.20651588696637
0,0,0,0,0,1,0,1,1,0,0,7.14
1,1,0,1,1,1,0,1,0,0,1,87.20629081471498
1,1,1,0,1,0,0,0,1,1,1,87.20741324994802
1,0,0,0,1,0,1,1,1,1,0,87.20738276764429
0,0,0,0,1,0,0,0,1,0,0,3.91
0,1,0,1,0,0,0,0,1,1,1,87.2083887160064
0,1,0,1,1,0,0,1,0,0,1,87.20677425693195
1,1,0,0,0,0,0,0,1,0,0,87.20434918146474
0,0,0,1,1,0,0,0,1,0,0,87.20350358836227
0,1,0,1,1,0,0,0,1,0,0,87.20190667841
0,0,1,0,0,1,0,0,1,1,0,87.20121747987545
0,0,0,0,1,0,0,1,0,0,0,7.53
0,0,0,0,0,1,0,0,1,1,1,87.20436830152427
0,0,0,0,0,0,0,0,0,0,1,87.20480870826276
0,1,1,0,1,1,0,0,0,1,0,87.20609848202723
1,1,1,0,0,1,0,0,1,0,1,87.20477741454907
0,1,0,0,1,0,0,1,1,1,0,3.68
1,0,0,0,0,0,0,0,0,0,0,87.2010117991392
0,0,0,0,1,0,1,1,0,0,1,87.2025072381684
1,1,1,0,0,1,0,0,1,1,0,87.20504255307938
0,0,0,0,0,1,0,0,1,0,1,87.20277294419961
0,0,0,1,0,0,0,0,1,0,0,7.43
0,1,0,0,0,1,0,0,0,0,0,3.78
1,0,0,0,1,0,0,1,1,1,0,8.0
0,0,0,1,0,1,0,0,1,0,1,87.20426104188282
0,0,0,1,1,1,0,0,0,0,1,87.20824818176808
