iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,90,2.6
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,1.68
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,1.83
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,3.93
0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,90,2.28
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,10,2.33
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,1.78
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,90,2.15
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,10,3.87
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,2.07
1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,90,4.958585553171786
0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,10,4.952297480132266
0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,10,4.951736533152144
1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,90,4.957493291187449
1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,10,4.958428376123512
0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,90,4.951233200285869
1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,90,4.958224821096842
0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,90,4.955272235205663
0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,90,4.955010822491979
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,90,4.953972921376932
1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,10,4.958254675799146
0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,10,4.958252956361196
1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,10,4.958304956939906
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,90,4.955486936841896
0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,10,4.958760868465293
1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,10,4.951692239425669
0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,90,4.951875418645154
1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,90,4.952347744325353
0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,10,4.953461697860217
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,90,4.953185193605305
1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,10,4.956689850577667
1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,10,4.954868539662354
1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,90,4.9544451370888565
1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,10,4.956301203981655
1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,10,4.951179256469124
1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,10,4.952615644580508
1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,10,4.958526994916349
1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,10,4.954220753009904
1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,10,4.95210329261876
1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,10,4.955399243151888
1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,10,4.957533974676072
1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,10,4.951656555510207
1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,10,4.956987508312945
1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,90,4.957454858522154
0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,10,4.955341905186969
1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,10,4.95129813374774
1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,10,4.9550062443461265
0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,10,4.95851246299634
1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,10,4.957756452402984
1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,10,4.953989577063616
1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,10,4.955870995476752
1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,10,4.95721345011279
0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,10,4.955776213036821
1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,10,4.9578890016024415
1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,10,4.955961359171735
1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,10,4.954875174131819
1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,10,4.953181910386273
0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,10,4.953121060362367
1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,10,4.957635134951931
1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,10,4.956991043906883
1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,10,4.958983084469297
1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,10,4.95331018081995
1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,10,4.952765021874831
1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,10,4.957239063914552
1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,90,4.957170895457358
1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,10,4.951222746546776
1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,10,4.958607566024015
1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,10,4.953877222171291
1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,10,4.9575804914963255
1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,10,4.952797700275629
1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,10,4.954130974370378
1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,10,4.954058462222727
1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,10,4.953406596950575
1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,10,4.95776047252321
1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,10,4.9562423736331676
1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,10,4.954050456783436
1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,10,4.951430584596736
1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,10,4.956677281556937
1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,10,4.95160966809575
1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,10,4.952493805509851
1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,10,4.956058047021451
0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,10,4.954560820104907
1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,10,4.953622787543663
1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,10,4.952154841475015
1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,10,4.955495696011339
1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,10,4.957352634663353
1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,10,4.953958517535567
1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,10,4.958489701768507
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,10,4.95646263265382
1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,90,4.954351747578203
