NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,1,0,0,0,1,0,0,0,0,0,44,8,1,2.65
1,0,1,0,1,0,0,0,0,1,0,0,1,22,8,1,2.29
1,0,1,1,1,1,0,0,0,0,0,1,0,8,8,0,0.73
0,1,0,0,0,0,0,0,0,0,1,0,0,22,160,0,2.09
0,0,1,0,1,0,0,0,0,1,0,1,1,8,8,2,1.18
0,1,0,0,0,0,0,1,0,1,0,1,0,48,8,0,1.9
0,1,0,0,0,0,1,0,0,1,0,1,0,44,160,0,1.39
1,0,1,0,0,1,0,1,0,1,0,1,1,22,160,0,1.79
0,0,1,1,0,0,0,1,0,0,0,0,0,44,8,1,2.51
1,0,1,0,1,0,0,0,0,1,0,0,1,8,8,2,1.13
0,1,1,0,0,0,0,0,0,1,0,0,1,8,320,2,4.816944780817923
1,1,0,0,0,0,0,1,0,1,1,1,0,48,160,0,4.815623260021756
1,1,0,0,0,1,0,1,0,0,1,1,0,44,320,2,4.813312445827529
0,1,1,1,0,0,1,1,0,1,1,1,1,48,320,1,4.817848624457045
1,1,1,0,0,0,0,0,1,0,0,1,0,22,8,2,0.94
0,1,0,1,1,0,0,0,1,0,1,1,1,8,8,1,4.813011345614508
0,0,1,0,0,0,0,1,0,1,0,1,0,48,8,2,4.811080559368849
0,0,1,1,0,1,0,1,1,1,1,1,0,22,320,1,4.818022988688114
1,0,0,0,1,0,0,0,0,0,0,1,0,8,160,1,4.811485105910039
1,0,0,0,0,0,1,0,0,0,0,1,1,44,160,0,4.816361061544605
1,1,1,1,1,0,1,1,0,1,0,1,0,22,160,1,4.813339942009842
1,0,1,0,0,1,1,0,1,1,0,0,0,48,8,0,4.818195666450688
1,1,0,0,1,1,0,1,1,0,0,0,0,22,320,1,4.813061935359184
1,1,1,1,0,0,1,0,0,1,1,1,1,8,320,0,4.815554587978426
0,1,0,0,0,1,0,0,0,0,1,0,1,8,320,2,4.8172822093247225
0,1,0,0,0,1,1,1,0,1,0,0,0,8,160,0,4.814325416772732
0,1,0,0,1,0,0,0,0,1,1,1,1,22,320,1,4.8114271071503545
0,1,0,1,0,1,1,1,0,1,0,1,1,44,160,2,4.817338496562467
0,0,1,1,1,0,1,0,1,0,0,0,1,22,320,1,4.815147828324249
1,0,1,1,1,0,1,0,0,0,0,1,1,44,160,2,4.814399858894093
0,1,1,0,0,1,1,1,0,1,0,0,0,8,160,0,4.8155262140563595
0,1,0,1,0,0,0,1,0,0,0,0,0,44,8,1,4.813700206698855
1,0,1,0,1,1,1,0,0,1,0,0,1,8,8,0,4.813268727706664
0,1,0,1,0,0,0,1,0,1,0,1,0,48,160,2,4.817105411656958
0,0,1,1,1,1,0,1,0,0,0,0,0,44,8,1,4.816497250878443
1,1,0,0,0,0,0,0,0,1,0,0,1,8,8,2,4.816326918925956
1,0,1,0,0,0,1,0,0,0,0,1,0,44,160,0,4.816874232547936
0,1,1,0,1,0,0,0,1,0,0,1,0,22,8,2,4.8157518128467025
1,1,1,0,1,0,0,1,0,1,0,1,0,48,8,2,4.812540217375942
0,1,0,1,0,0,1,0,0,1,0,0,1,22,320,1,4.815482135579659
1,0,1,0,1,0,0,1,0,0,0,1,0,44,8,1,4.812936715667242
