encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,0,1,0,0,0,1,0,0,10.19
0,0,0,0,1,0,0,0,1,0,0,9.33
0,0,0,0,0,1,0,0,0,1,0,10.23
1,0,0,1,0,0,0,1,0,1,0,9.95
0,0,0,0,1,0,0,1,0,0,1,10.36
0,1,0,0,1,0,0,1,1,0,1,10.43
0,0,0,0,1,0,0,0,0,1,0,10.26
0,0,0,0,0,1,0,0,0,0,0,10.19
0,0,0,0,1,0,0,0,1,0,1,10.31
1,1,0,0,1,0,0,0,0,1,0,10.13
0,1,0,0,0,1,0,0,0,0,0,10.13
0,0,0,0,1,0,0,0,0,0,1,10.72
1,0,0,0,1,0,0,0,1,0,1,10.16
1,0,0,0,0,0,1,0,0,1,0,10.33
1,1,1,0,0,0,0,0,0,1,0,9.96
0,0,0,0,1,0,0,0,0,1,1,10.78
0,0,0,0,0,1,0,1,0,1,0,10.73
1,1,0,0,1,0,0,0,1,1,1,13.79
1,1,0,0,0,1,0,0,0,0,0,10.17
0,1,0,0,1,0,0,0,0,0,0,10.5
1,1,0,0,1,0,1,1,1,1,0,314.9838823755636
1,1,0,1,1,0,1,0,0,1,1,314.98331246209693
0,1,1,1,1,0,0,1,1,0,1,314.98726702484475
1,0,1,0,1,1,0,1,1,0,1,314.9811041356037
1,0,1,1,1,0,1,0,1,0,1,314.9821229808277
1,1,0,0,0,1,1,0,0,0,0,314.9855119767214
1,0,1,0,1,0,1,0,0,1,1,314.982539743892
1,0,0,1,0,0,1,1,0,1,1,314.98518167709665
1,0,1,0,0,1,0,0,0,1,1,314.98708477508524
0,0,1,0,0,0,1,0,1,1,0,314.98769095256654
