workload,target_algo,target_b,target_T,my_algo,my_m,s,label
smallbank-1,OpperTune,71,25408.701408301866,DLiSA-B4,4,17.75,1
smallbank-10,OpperTune,85,17945.918396953413,DLiSA-B4,2,42.5,1
tpcc-2,OpperTune,82,885.1327417026711,DLiSA-B4,2,41.0,1
tpcc-8,OpperTune,77,948.5957069825705,DLiSA-B4,3,25.666666666666668,1
voter-16,OpperTune,85,46633.48565990684,DLiSA-B4,5,17.0,1
voter-2,OpperTune,87,46347.05531867712,DLiSA-B4,5,17.4,1
ycsb-2400,OpperTune,81,18079.106560752316,DLiSA-B4,2,40.5,1
ycsb-600,OpperTune,86,25747.0950564708,DLiSA-B4,2,43.0,1
