workload,target_algo,target_b,target_T,my_algo,my_m,s,label
beethoven.wav,DLiSA,88,2.6449000000000007,DLiSA-B4,42.0,2.0952380952380953,1
dual-channel.wav,DLiSA,90,0.8854000000000001,DLiSA-B4,65.0,1.3846153846153846,1
helix.wav,DLiSA,88,1.3388000000000004,DLiSA-B4,61.0,1.4426229508196722,1
single-channel.wav,DLiSA,89,0.6737999999999995,DLiSA-B4,69.0,1.289855072463768,1
speech.wav,DLiSA,89,1.1376000000000002,DLiSA-B4,63.0,1.4126984126984128,1
sweep.wav,DLiSA,88,0.30779999999999963,DLiSA-B4,,-1.0,-1
