workload,target_algo,target_b,target_T,my_algo,my_m,s,label
smallbank-1,DLiSA,89,26483.52694153066,DLiSA-B4,36.0,2.4722222222222223,1
smallbank-10,DLiSA,90,18939.923110737196,DLiSA-B4,70.0,1.2857142857142858,1
tpcc-2,DLiSA,90,946.6801899770802,DLiSA-B4,50.0,1.8,1
tpcc-8,DLiSA,89,1024.5267332708256,DLiSA-B4,17.0,5.235294117647059,1
voter-16,DLiSA,90,48047.62661456071,DLiSA-B4,,-1.0,-1
voter-2,DLiSA,90,48256.48622933765,DLiSA-B4,,-1.0,-1
ycsb-2400,DLiSA,89,20042.70024276429,DLiSA-B4,37.0,2.4054054054054053,1
ycsb-600,DLiSA,90,28255.625629393646,DLiSA-B4,58.0,1.5517241379310345,1
