iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,90,0.363636,0
0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,90,0.363636,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,90,0.363636,0
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,90,0.363636,0
0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,90,0.363636,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,90,0.363636,0
0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,90,2.162338,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,90,0.363636,0
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,90,0.363636,0
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,10,1.295455,0
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,1.227273,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.227273,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,2.136364,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,1.909091,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,90,0.818182,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,90,0.818182,0
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,0.818182,0
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,0.818182,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.116883,1
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,90,2.018182,1
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,90,2.0,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,1.757576,1
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,2.090909,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.606061,1
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.272727,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.75,1
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,90,1.454545,0
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,90,1.454545,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,1.454545,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.590909,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.590909,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,2.045455,1
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,90,1.886364,1
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.787879,1
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,10,1.545455,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,1.545455,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.636364,1
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,90,0.909091,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.272727,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.545455,1
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,1.545455,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,10,1.545455,1
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,10,1.545455,1
