NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,1,0,0,0,0,1,1,0,1,0,22,8,0,2.98
0,1,1,0,0,0,0,1,0,0,0,0,0,48,8,2,8.81
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,2,1.19
0,0,1,0,0,1,0,1,0,1,0,1,1,8,320,0,2.1
1,0,0,0,0,1,0,0,1,1,0,1,1,22,8,0,4.28
1,0,0,1,0,0,0,0,1,0,0,1,0,22,8,1,2.83
0,1,1,0,0,1,0,1,0,0,0,1,0,48,160,0,9.2
1,1,1,0,0,1,0,0,0,1,1,1,0,48,160,0,7.52
1,0,0,0,0,0,0,1,0,1,0,0,1,44,8,0,5.74
1,1,1,0,0,0,0,0,1,1,0,0,0,22,8,1,2.48
1,1,0,1,1,1,0,1,0,0,0,0,1,8,160,1,30.75289659085449
0,0,0,1,0,0,1,1,1,0,1,0,1,44,160,0,30.753812447334624
0,0,0,1,1,0,0,0,0,0,1,1,0,8,8,1,30.753598061599735
0,1,0,0,0,0,1,1,0,0,0,1,0,44,160,0,30.75245180323777
1,1,0,0,0,0,1,0,0,1,0,0,1,22,8,2,30.752343824943033
1,0,1,1,0,0,0,1,1,0,0,0,1,48,8,2,30.75694016994681
1,1,1,0,0,1,1,0,1,1,0,0,1,22,8,0,30.754435961245807
1,0,1,1,1,1,0,1,0,1,0,1,0,44,160,1,30.755000894388708
0,0,1,0,1,0,0,0,1,0,1,1,0,44,8,2,30.755989680940413
1,0,1,1,0,1,0,1,1,0,1,1,1,22,8,2,30.753522632431036
1,1,1,1,1,0,1,1,0,1,0,1,0,22,160,1,30.75368094314097
1,0,1,0,0,1,1,0,1,1,0,0,0,48,8,0,30.751081764048553
1,1,0,0,1,1,0,1,1,0,0,0,0,22,320,1,30.751706572017532
1,1,1,1,0,0,1,0,0,1,1,1,1,8,320,0,30.755013645230186
0,1,0,0,0,1,0,0,0,0,1,0,1,8,320,2,30.756759968953375
0,1,0,0,0,1,1,1,0,1,0,0,0,8,160,0,30.75859393285109
0,1,0,0,1,0,0,0,0,1,1,1,1,22,320,1,30.7562632560218
0,1,0,1,0,1,1,1,0,1,0,1,1,44,160,2,30.75271113071911
0,0,1,1,1,0,1,0,1,0,0,0,1,22,320,1,30.75577886670909
1,0,1,1,1,0,1,0,0,0,0,1,1,44,160,2,30.756911244194107
1,0,0,0,1,0,0,0,1,0,0,1,0,22,8,0,30.75748791117606
0,0,1,1,0,0,0,0,1,0,0,1,0,22,8,1,5.52
0,0,0,1,1,0,0,0,0,0,1,1,0,48,160,0,30.751780784805856
1,1,1,0,0,1,1,0,0,1,1,0,0,22,8,1,30.758802096356824
1,0,0,0,0,1,0,1,0,0,0,1,0,48,160,0,30.753727871155693
0,1,1,1,0,0,0,1,0,1,0,1,1,22,8,0,30.75445315311791
1,1,0,0,0,0,0,1,0,0,0,0,1,8,8,2,30.752349818089918
0,0,1,0,0,1,0,0,1,1,1,1,1,22,8,1,30.753817446933873
1,0,0,0,0,0,0,1,0,0,0,1,0,48,160,0,30.75324366224011
0,1,1,0,0,1,0,0,0,1,1,0,1,44,8,0,30.758481485056837
