iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,1.48
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,10,1.47
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.53
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,1.47
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10,1.47
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,10,1.42
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,90,1.53
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,10,1.46
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,90,1.56
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1.51
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,90,1.56
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,10,1.51
0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,90,1.51
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,90,1.56
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,10,1.47
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,10,1.53
0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,90,1.56
0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,10,1.6881413706933739
1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,10,1.6861215791401172
1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,10,1.6817536428704407
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.53
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,10,1.47
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,1.48
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,10,1.47
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,10,1.51
0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,90,1.51
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,90,1.56
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,90,1.56
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1.51
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,90,1.56
0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,10,1.56
1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,10,1.686905711050709
0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,10,1.6841628594243256
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,90,1.6843411001975983
0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,10,1.68848716027105
0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,10,1.6833843311391463
0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,10,1.6841524251228883
0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,10,1.6844842787755572
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,10,1.6859894836062113
1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,10,1.6815214281811992
1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,10,1.6889966123147122
0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,10,1.6816136567947544
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,10,1.6831757260367683
0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,10,1.6827186719197789
0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,10,1.6811254455307023
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,10,1.6818354865426617
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,10,1.6866073577302878
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,90,1.61
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10,1.53
0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,10,1.6810583804171335
