id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
378,1,all,1,0.9844437172708528,0,11,0,8,18.518682570557125,5:-5,spatial,0,440,1,hex,33,0,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,33,2,1,1,1.2
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,0,440,4,hex,33,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.2
378,1,p4x4,1,0.9844437172708528,2,11,0,8,18.518682570557125,5:-5,spatial,0,440,1,hex,33,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,2,0,1,1.2
378,1,all,1,0.9844437172708528,0,11,0,8,18.518682570557125,5:-5,spatial,0,440,1,hex,33,0,1,cbr,1,baseline,0.9148497995135092,46,1,88,10,43,4,46,0,0,0,1.2
378,1,all,1,0.9844437172708528,0,11,0,8,18.518682570557125,5:-5,spatial,0,440,1,hex,33,1,1,none,1,high,0.6407411631595799,44,3,205,2,95,1,33,2,1,1,1.2
378,1,p4x4,1,0.9844437172708528,2,11,1,8,32.951395530387586,5:-5,spatial,0,103,1,hex,33,1,1,none,1,high,0.6407411631595799,38,3,22,2,95,1,21,2,0,1,1.2
1178,0,all,3,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,1,440,2,hex,57,1,1,none,1,high,0.6407411631595799,44,18,22,2,95,1,21,0,1,0,1.2
378,1,p4x4,0,1.8308092128246145,2,11,0,8,18.518682570557125,5:-5,spatial,1,440,1,hex,33,0,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,2,0,2,1.2
378,1,p4x4,1,0.3337954328233935,0,11,0,0,18.518682570557125,5:-5,spatial,0,440,4,hex,33,1,0,none,0,main,0.4021226639805523,44,3,22,2,95,0,30,0,0,0,1.2
378,1,p4x4,1,0.3337954328233935,0,11,0,0,18.518682570557125,6:-6,spatial,0,440,4,hex,46,1,0,none,0,main,0.4021226639805523,44,3,22,2,95,0,33,2,1,1,1.2
1394,1,all,1,0.9844437172708528,0,11,0,8,18.518682570557125,5:-5,spatial,0,440,4,hex,33,1,1,none,1,high,0.6407411631595799,44,3,237,2,95,1,21,2,1,2,1.2
1522,1,p4x4,0,1.8308092128246145,2,11,0,8,18.518682570557125,5:-5,spatial,1,440,1,hex,33,0,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,33,2,1,1,1.2
378,1,all,2,0.9844437172708528,0,11,1,8,18.518682570557125,5:-5,spatial,0,440,1,hex,33,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,9,21,2,1,2,1.2
378,1,p4x4,1,0.3337954328233935,0,11,0,12,18.518682570557125,5:-5,auto,0,440,4,hex,24,1,0,none,0,main,0.4021226639805523,44,3,22,2,95,1,21,2,0,2,1.2
378,1,p4x4,0,1.072103528483132,2,16,0,8,18.518682570557125,5:-5,temporal,1,440,1,hex,33,0,1,none,1,high,0.6407411631595799,44,3,22,2,95,0,30,0,0,0,1.2
378,1,all,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,1,93,2,hex,57,1,1,none,1,high,0.6407411631595799,44,18,22,2,95,1,21,0,1,0,1.2
378,1,p4x4,1,0.3337954328233935,0,11,0,0,32.951395530387586,5:-5,spatial,0,274,1,hex,33,1,1,none,1,high,0.6407411631595799,38,3,22,2,95,1,21,2,0,1,1.2
378,1,p4x4,1,0.9844437172708528,2,11,1,8,50.44790150547821,5:-5,spatial,0,440,4,hex,33,1,0,none,0,main,0.4021226639805523,44,3,22,2,95,0,30,1,0,0,1.2
2017,1,all,1,0.9844437172708528,0,11,0,8,18.518682570557125,5:-5,spatial,0,287,1,hex,33,0,1,cbr,1,main,0.6407411631595799,44,3,22,2,95,1,33,2,1,1,1.2
378,1,all,1,0.9844437172708528,0,11,0,8,18.518682570557125,5:-5,spatial,0,54,1,hex,33,0,1,none,1,high,0.9148497995135092,32,1,88,10,43,4,46,0,0,0,1.2
