encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,0,0,1,0,1,0,0,10.16
0,0,0,0,1,0,0,0,1,0,1,10.31
0,0,0,0,1,0,0,1,1,0,1,10.52
0,1,0,0,0,0,1,0,0,1,0,10.17
0,0,0,0,1,0,0,0,0,0,1,10.72
0,0,0,0,0,1,0,0,0,0,0,10.19
0,1,0,1,0,0,0,1,1,1,0,8.97
1,1,0,0,1,0,0,0,0,0,1,10.46
0,1,0,0,0,1,0,0,0,0,0,10.13
1,0,0,0,0,0,1,1,0,0,0,10.4
1,0,0,1,0,0,0,0,1,1,0,10.22
1,1,0,0,1,0,0,0,1,0,1,10.73
1,1,0,0,1,0,0,0,0,0,0,10.28
0,0,0,0,1,0,0,0,0,0,0,10.74
0,0,0,0,0,1,0,0,1,1,0,10.68
1,0,0,0,0,0,1,0,0,1,0,10.33
1,1,0,0,1,0,0,1,0,1,1,28.79
0,1,0,1,0,0,0,1,1,0,0,186.47
1,1,0,1,1,1,1,1,0,1,0,314.9852820337087
1,0,1,0,0,1,0,1,0,0,1,314.98492540991055
0,0,0,1,0,0,1,1,0,0,1,314.98639045036884
1,1,1,1,0,1,1,0,1,0,0,314.98710195726466
0,1,0,1,0,1,1,1,1,1,1,314.98293965954315
1,1,0,1,0,0,0,0,1,0,0,18.5
0,0,1,0,0,1,1,0,0,0,1,314.9812430925527
0,1,0,0,0,1,1,0,1,1,0,314.9881236265301
0,1,0,0,0,1,1,1,0,0,1,314.98720754104977
1,0,1,1,0,0,0,0,0,1,0,314.9877806967428
0,0,1,1,0,1,0,1,0,1,0,314.9885020838703
1,0,0,0,0,1,0,0,1,0,0,14.69
